cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
k-pop-photocards,12,ENHYPEN 'DARK BLOOD' 앨범 포토카드 (성훈),ENHYPEN 'DARK BLOOD' Album Photocard (Sunghoon),Weverse Shop,10.5,4500,40,30,171253,enhypen sunghoon;dark blood pc;official photocard,0,pocamarket-com;kr-ktown4u-com;domeggook-com;kpopagent-com
k-pop-photocards,13,SEVENTEEN 'FML' 앨범 포토카드 (원우),SEVENTEEN 'FML' Album Photocard (Wonwoo),Weverse Shop,11,4800,39,30,171253,seventeen wonwoo;fml photocard;svt pc,0,pocamarket-com;kr-ktown4u-com;dometopia-com;ownerclan-com
k-pop-photocards,14,ATEEZ 'THE WORLD EP.FIN: WILL' 앨범 포토카드 (산),ATEEZ 'THE WORLD EP.FIN: WILL' Album Photocard (San),케이타운포유,9.5,4000,38,30,171253,ateez san;the world pc;official photocard,0,kr-ktown4u-com;pocamarket-com;domeggook-com;kpopagent-com
k-pop-photocards,15,(G)I-DLE 'I feel' 앨범 포토카드 (민니),(G)I-DLE 'I feel' Album Photocard (Minnie),케이타운포유,9,3800,37,30,171253,gidle minnie;i feel photocard;kpop girl group,0,kr-ktown4u-com;pocamarket-com;dometopia-com;ownerclan-com
k-pop-photocards,16,ITZY 'BORN TO BE' 앨범 포토카드 (예지),ITZY 'BORN TO BE' Album Photocard (Yeji),JYP SHOP,8.5,3500,35,30,171253,itzy yeji;born to be pc;jyp official,0,pocamarket-com;kr-ktown4u-com;domeggook-com;kodyglobal-com
k-pop-photocards,17,Red Velvet 'Chill Kill' 앨범 포토카드 (슬기),Red Velvet 'Chill Kill' Album Photocard (Seulgi),SMTOWN &STORE,10,4200,36,30,171253,red velvet seulgi;chill kill pc;sm entertainment,0,kr-ktown4u-com;pocamarket-com;dometopia-com;kpopagent-com
k-pop-photocards,18,THE BOYZ 'PHANTASY' 앨범 포토카드 (주연),THE BOYZ 'PHANTASY' Album Photocard (Juyeon),케이타운포유,9.5,4000,38,30,171253,the boyz juyeon;phantasy pc;tbz photocard,0,kr-ktown4u-com;pocamarket-com;domeggook-com;ownerclan-com
k-pop-photocards,19,NMIXX 'Fe3O4: BREAK' 앨범 포토카드 (설윤),NMIXX 'Fe3O4: BREAK' Album Photocard (Sullyoon),JYP SHOP,11.5,5000,41,30,171253,nmixx sullyoon;fe3o4 break pc;jyp official,0,pocamarket-com;kr-ktown4u-com;dometopia-com;kodyglobal-com
k-pop-photocards,20,RIIZE 'RIIZING' 앨범 포토카드 (원빈),RIIZE 'RIIZING' Album Photocard (Wonbin),SMTOWN &STORE,14,6500,46,30,171253,riize wonbin;riizing photocard;sm entertainment,0,kr-ktown4u-com;pocamarket-com;kpopagent-com;ownerclan-com
k-pop-photocards,21,아이돌 그룹 앨범 포토카드 세트 (55pcs),Idol Group Album Photocard Set (55pcs),포토몬,8.99,3000,50,80,171253,kpop photocard set;lomo cards;fan made merch,0,redprinting-co-kr;domeggook-com;ownerclan-com;perzoom-co-kr
k-pop-photocards,22,팬메이드 럭키드로우 포토카드 (랜덤),Fanmade Lucky Draw Photocard (Random),스냅스,5,1500,45,30,171253,fanmade photocard;kpop lucky draw;custom pc,0,redprinting-co-kr;domeggook-com;ownerclan-com;perzoom-co-kr
k-pop-photocards,23,공방 특전 포토카드 (랜덤 아이돌),Broadcast POB Photocard (Random Idol),번개장터,45,25000,40,30,171253,broadcast photocard;rare kpop pc;music show pob,0,pocamarket-com;domeggook-com;dometopia-com;kpopagent-com
k-pop-photocards,24,시즌그리팅 특전 포토카드 세트,Season's Greetings POB Photocard Set,케이타운포유,20,9000,43,50,171253,kpop seasons greetings;pob photocard set;official merch,0,kr-ktown4u-com;pocamarket-com;domeggook-com;ownerclan-com
k-pop-photocards,25,콘서트 MD 트레이딩 포토카드 (랜덤),Concert MD Trading Photocard (Random),Weverse Shop,15,7000,38,30,171253,concert trading card;kpop tour merch;official md,0,pocamarket-com;kr-ktown4u-com;dometopia-com;kpopagent-com
k-pop-photocards,26,일본 앨범 특전 포토카드,Japanese Album POB Photocard,번개장터,18.5,8500,42,30,171253,japan album pob;kpop japan release;exclusive photocard,0,pocamarket-com;kr-ktown4u-com;dometopia-com;ifbear-com-k-pop-photocard-wholesale
k-pop-photocards,27,데뷔 앨범 초판 한정 포토카드,Debut Album First Press Limited Photocard,포카마켓,55,30000,41,30,171253,first press photocard;debut album pc;rare kpop,0,pocamarket-com;domeggook-com;ownerclan-com;kpopagent-com
k-pop-photocards,28,팬클럽 키트 한정 포토카드,Official Fanclub Kit Exclusive Photocard,Weverse Shop,38,19000,45,30,171253,fanclub kit;kpop membership;exclusive photocard,0,pocamarket-com;kr-ktown4u-com;dometopia-com;kodyglobal-com
k-pop-photocards,29,유닛 포토카드 (랜덤 그룹),Unit Photocard (Random Group),케이타운포유,7.5,3000,33,30,171253,kpop unit pc;album photocard;official pc,0,kr-ktown4u-com;pocamarket-com;domeggook-com;ownerclan-com
k-pop-photocards,30,홀로그램 스페셜 포토카드,Hologram Special Photocard,뮤직플랜트,21,10000,48,30,171253,hologram photocard;special kpop pc;limited edition,0,pocamarket-com;kr-ktown4u-com;dometopia-com;ifbear-com-k-pop-photocard-wholesale
automotive-parts,1,현대모비스 순정 엔진오일 필터,Hyundai Mobis Genuine Engine Oil Filter,현대모비스,12.5,4500,56,250,33661,hyundai oem;engine oil filter;mobis parts,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;gparts-co-kr
automotive-parts,2,현대모비스 순정 에어컨 필터 (차종별),Hyundai Mobis Genuine Cabin Air Filter (by model),현대모비스,18,7000,51,300,179995,kia oem filter;cabin air filter;mobis genuine,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;mediccar-com
automotive-parts,3,성우하이텍 범퍼 레일 (애프터마켓),Sunghoo Hitech Bumper Rail (Aftermarket),성우하이텍,85,40000,45,500,33640,korean car parts;bumper rail;aftermarket parts,0,partsro-com;carcentermall-com;gparts-co-kr;domeggook-com
automotive-parts,4,에스엘 LED 헤드램프 모듈 (애프터마켓),SL LED Headlight Module (Aftermarket),에스엘,145,50000,58,500,33710,led headlight;korean auto parts;sl corporation,0,partsro-com;carcentermall-com;mediccar-com;ownerclan-com
automotive-parts,5,세방전지 로케트 배터리 (차종별),Sebang Global Rocket Battery (by model),세방전지,120,48000,52,500,171102,car battery;rocket battery;korean battery,0,oiltop-co-kr;carcentermall-com;partsro-com;dometopia-com
automotive-parts,6,HL만도 브레이크 패드 세트,HL Mando Brake Pad Set,HL만도,55,25000,46,500,33567,mando brake pads;korean brake parts;hyundai parts,0,partsro-com;carcentermall-com;gparts-co-kr;mediccar-com
automotive-parts,7,현대위아 순정 등속조인트,Hyundai Wia Genuine CV Joint,현대위아,95,42000,48,500,33575,cv joint;hyundai wia;oem axle part,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;gparts-co-kr
automotive-parts,8,한온시스템 에어컨 컴프레서,Hanon Systems A/C Compressor,한온시스템,135,49000,55,500,33543,ac compressor;hanon systems;korean auto climate,0,partsro-com;carcentermall-com;mediccar-com;domeggook-com
automotive-parts,9,서연이화 도어 트림 패널,Seyeon E-Hwa Door Trim Panel,서연이화,75,35000,44,500,33695,door panel;hyundai interior;korean car interior,0,partsro-com;carcentermall-com;gparts-co-kr;ownerclan-com
automotive-parts,10,화신 컨트롤 암 어셈블리,Hwashin Control Arm Assembly,화신,68,30000,47,500,33583,control arm;hwashin;korean suspension,0,partsro-com;carcentermall-com;gparts-co-kr;mediccar-com
automotive-parts,11,한국타이어앤테크놀로지 벤투스 S2 AS (타이어),Hankook Tire Ventus S2 AS (Tire),한국타이어앤테크놀로지,150,50000,59,500,179728,hankook tire;ventus s2 as;all season tire,0,oiltop-co-kr;carcentermall-com;partsro-com;carpro-kr
automotive-parts,12,금호타이어 크루젠 HP71 (타이어),Kumho Tire Crugen HP71 (Tire),금호타이어,140,48000,57,500,179728,kumho tire;crugen hp71;suv tire,0,oiltop-co-kr;carcentermall-com;partsro-com;carpro-kr
automotive-parts,13,넥센타이어 엔페라 슈프림 (타이어),Nexen Tire N'FERA Supreme (Tire),넥센타이어,130,45000,56,500,179728,nexen tire;nfera supreme;performance tire,0,oiltop-co-kr;carcentermall-com;partsro-com;carpro-kr
automotive-parts,14,DN오토모티브 방진고무 부싱,DN Automotive Anti-vibration Rubber Bushing,DN오토모티브,25,10000,45,400,33583,rubber bushing;suspension parts;korean auto parts,0,partsro-com;carcentermall-com;gparts-co-kr;domeggook-com
automotive-parts,15,아진산업 도어 모듈,AJIN Industrial Door Module,아진산업,110,45000,50,500,33695,door module;ajin industrial;korean car body,0,partsro-com;carcentermall-com;gparts-co-kr;ownerclan-com
automotive-parts,16,한국단자공업 커넥터 및 단자,Korea Electric Terminal Connector & Terminal,한국단자공업,15,5000,52,150,179517,automotive connector;ket terminal;wiring parts,0,partsro-com;carcentermall-com;domeggook-com;dometopia-com
automotive-parts,17,현대모비스 순정 점화 플러그,Hyundai Mobis Genuine Spark Plug,현대모비스,28,12000,46,200,33693,spark plug;hyundai oem;ignition parts,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;mediccar-com
automotive-parts,18,현대모비스 순정 와이퍼 블레이드 세트,Hyundai Mobis Genuine Wiper Blade Set,현대모비스,35,15000,48,450,33650,wiper blades;mobis parts;kia genuine,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;gparts-co-kr
automotive-parts,19,HL만도 얼터네이터,HL Mando Alternator,HL만도,140,49000,56,500,33534,alternator;mando parts;charging system,0,partsro-com;carcentermall-com;mediccar-com;ownerclan-com
automotive-parts,20,현대모비스 순정 연료 필터,Hyundai Mobis Genuine Fuel Filter,현대모비스,45,20000,47,480,33559,fuel filter;hyundai oem;diesel filter,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;gparts-co-kr
automotive-parts,21,애프터마켓 사이드 미러 (차종별),Aftermarket Side Mirror (by model),성우하이텍,90,40000,46,500,33649,side mirror;aftermarket parts;korean car mirror,0,partsro-com;carcentermall-com;gparts-co-kr;domeggook-com
automotive-parts,22,순정형 쇼크 업소버,OEM Type Shock Absorber,HL만도,70,32000,45,500,33590,shock absorber;suspension strut;korean suspension,0,partsro-com;carcentermall-com;mediccar-com;ownerclan-com
automotive-parts,23,라디에이터 (차종별),Radiator (by model),한온시스템,125,48000,53,500,33602,car radiator;engine cooling;korean auto parts,0,partsro-com;carcentermall-com;gparts-co-kr;dometopia-com
automotive-parts,24,산소 센서 (O2 센서),Oxygen Sensor (O2 Sensor),현대모비스,60,28000,44,350,33557,o2 sensor;oxygen sensor;emission parts,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;mediccar-com
automotive-parts,25,파워 스티어링 펌프,Power Steering Pump,현대위아,115,47000,50,500,33588,power steering pump;steering parts;korean auto parts,0,partsro-com;carcentermall-com;gparts-co-kr;ownerclan-com
automotive-parts,26,타이밍 벨트 키트,Timing Belt Kit,DN오토모티브,80,38000,43,500,33625,timing belt kit;engine parts;korean car maintenance,0,partsro-com;carcentermall-com;mediccar-com;domeggook-com
automotive-parts,27,휠 베어링,Wheel Bearing,아진산업,40,18000,42,500,33732,wheel bearing;hub assembly;korean auto parts,0,partsro-com;carcentermall-com;gparts-co-kr;dometopia-com
automotive-parts,28,펜더 라이너 / 휠 가드,Fender Liner / Wheel Guard,화신,30,13000,40,400,33646,fender liner;wheel guard;splash shield,0,partsro-com;carcentermall-com;ownerclan-com;carpro-kr
automotive-parts,29,자동차 바닥 매트 세트 (순정형),Car Floor Mat Set (OEM Type),서연이화,65,30000,44,500,33697,floor mats;car interior;korean car accessories,0,partsro-com;carcentermall-com;domeggook-com;ownerclan-com
automotive-parts,30,엔진 가스켓 키트,Engine Gasket Kit,현대모비스,50,23000,43,450,33618,engine gasket;head gasket kit;korean engine parts,0,wpc-mobis-co-kr;partsro-com;carcentermall-com;gparts-co-kr
k-beauty-skincare,1,조선미녀 맑은쌀 선크림 SPF50+ PA++++,Beauty of Joseon Relief Sun : Rice + Probiotics SPF50+,조선미녀,18.5,7800,42,80,26395,korean sunscreen;beauty of joseon;rice sunscreen,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,2,코스알엑스 어드밴스드 스네일 96 뮤신 파워 에센스,COSRX Advanced Snail 96 Mucin Power Essence,코스알엑스,21,9000,45,150,11862,cosrx snail mucin;korean essence;kbeauty skincare,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,3,라운드랩 1025 독도 토너,Round Lab 1025 Dokdo Toner,라운드랩,22,9500,46,250,31763,round lab dokdo;korean toner;hydrating toner,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,4,아누아 어성초 77% 수딩 토너,Anua Heartleaf 77% Soothing Toner,아누아,24,10500,48,280,31763,anua heartleaf toner;korean skincare;soothing toner,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,5,토리든 다이브인 저분자 히알루론산 세럼,Torriden DIVE-IN Low Molecular Hyaluronic Acid Serum,토리든,25,11000,49,100,11862,torriden dive in;hyaluronic acid serum;korean serum,4,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,6,마녀공장 퓨어 클렌징 오일,Manyo Factory Pure Cleansing Oil,마녀공장,23,10000,47,230,11850,manyo cleansing oil;korean cleanser;double cleansing,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,7,스킨1004 마다가스카르 센텔라 앰플,SKIN1004 Madagascar Centella Ampoule,스킨1004,19,8000,43,120,11862,skin1004 centella;korean ampoule;calming serum,-2,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,8,라네즈 크림 스킨 리파이너,LANEIGE Cream Skin Cerapeptide™ Refiner,라네즈,30,14000,49,200,31763,laneige cream skin;korean toner;hydrating refiner,0,coreanamall-com-b2b;umma-io;stylekorean-com;beautynet-co-kr
k-beauty-skincare,9,VT코스메틱 리들샷 100,VT Cosmetics Reedle Shot 100,VT코스메틱,32,15000,51,90,11862,vt reedle shot;microneedle serum;korean skincare,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,10,메디힐 티트리 에센셜 마스크,Mediheal Teatree Essential Mask,메디힐,15,6000,40,300,177643,mediheal sheet mask;teatree mask;korean face mask,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,11,넘버즈인 3번 보들보들 결 세럼,numbuzin No. 3 Skin Softening Serum,넘버즈인,26,11500,48,100,11862,numbuzin no 3 serum;korean serum;fermented essence,0,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,12,설화수 윤조에센스,Sulwhasoo First Care Activating Serum,설화수,80,38000,47,180,11862,sulwhasoo serum;korean luxury skincare;anti aging,0,coreanamall-com-b2b;umma-io;stylekorean-com;beautynet-co-kr
k-beauty-skincare,13,닥터자르트 시카페어 크림,Dr.Jart+ Cicapair Cream,닥터자르트,40,18000,45,100,31759,dr jart cicapair;cica cream;korean moisturizer,-2,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,14,이니스프리 그린티 씨드 히알루론산 세럼,innisfree Green Tea Seed Hyaluronic Serum,이니스프리,28,12000,46,130,11862,innisfree green tea;hyaluronic serum;korean skincare,-4,beautynet-co-kr;umma-io;stylekorean-com;domeggook-com
k-beauty-skincare,15,에스트라 아토베리어365 크림,AESTURA Atobarrier365 Cream,에스트라,35,16000,48,120,31759,aestura atobarrier;ceramide cream;korean moisturizer,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,16,코스알엑스 약산성 굿모닝 젤 클렌저,COSRX Low pH Good Morning Gel Cleanser,코스알엑스,12,5000,42,180,11850,cosrx cleanser;low ph cleanser;korean face wash,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,17,조선미녀 인삼 클렌징 오일,Beauty of Joseon Ginseng Cleansing Oil,조선미녀,20,8500,44,240,11850,boj cleansing oil;ginseng skincare;korean cleanser,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,18,라운드랩 자작나무 수분 선크림,Round Lab Birch Juice Moisturizing Sun Cream,라운드랩,21.5,9200,45,80,26395,round lab sunscreen;korean sun cream;birch juice,0,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,19,아누아 어성초 77 클리어 패드,Anua Heartleaf 77 Clear Pad,아누아,28,12500,47,250,180358,anua toner pad;heartleaf pad;korean skincare pads,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,20,라네즈 워터 슬리핑 마스크,LANEIGE Water Sleeping Mask,라네즈,32,15000,49,110,177643,laneige sleeping mask;overnight mask;korean skincare,0,coreanamall-com-b2b;umma-io;stylekorean-com;beautynet-co-kr
k-beauty-skincare,21,비타민C 세럼,Vitamin C Serum,이니스프리,27,12000,46,90,11862,korean vitamin c;brightening serum;kbeauty,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,22,레티놀 아이크림,Retinol Eye Cream,에스트라,33,15500,48,60,29606,korean eye cream;retinol for eyes;anti wrinkle,0,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,23,콜라겐 모델링 마스크팩,Collagen Modeling Mask Pack,닥터자르트,20,8500,43,150,177643,modeling mask;rubber mask;korean spa,0,domeggook-com;ownerclan-com;umma-io;stylekorean-com
k-beauty-skincare,24,프로폴리스 수분 크림,Propolis Moisture Cream,코스알엑스,26,11000,45,100,31759,propolis cream;korean moisturizer;hydrating cream,-7,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,25,갈락토미세스 에센스,Galactomyces Essence,마녀공장,29,13000,47,120,11862,galactomyces;ferment essence;korean first essence,-2,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,26,병풀추출물 진정 패드,Centella Asiatica Calming Pad,스킨1004,25,11000,46,250,180358,cica pad;korean toner pad;soothing pad,0,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,27,약산성 버블 클렌저,Low pH Bubble Cleanser,라운드랩,18,7500,42,200,11850,bubble cleanser;low ph face wash;korean foam cleanser,0,umma-io;stylekorean-com;cosmetic-love-com;domeggook-com
k-beauty-skincare,28,나이아신아마이드 미백 앰플,Niacinamide Brightening Ampoule,토리든,24,10000,44,90,11862,niacinamide serum;korean ampoule;dark spot corrector,0,umma-io;stylekorean-com;cosmetic-love-com;ownerclan-com
k-beauty-skincare,29,세라마이드 보습 미스트,Ceramide Moisturizing Mist,에스트라,22,9500,45,150,11859,face mist;ceramide spray;korean skincare,0,umma-io;stylekorean-com;cosmetic-love-com;dometopia-com
k-beauty-skincare,30,쌀겨수 스크럽 워시오프 팩,Rice Bran Scrub Wash-off Mask,이니스프리,16,6500,41,130,177643,wash off mask;rice scrub;korean face mask,0,beautynet-co-kr;umma-io;stylekorean-com;domeggook-com
collectible-toys-figures,1,팝마트 디무 월드 시리즈 랜덤 피규어,Pop Mart Dimoo World Series Blind Box Figure,팝마트코리아,15,7000,42,100,220,pop mart;dimoo world;blind box,0,domeggook-com;ownerclan-com;maniahouse-co-kr;toystar-co-kr
collectible-toys-figures,2,카카오프렌즈 라이언 봉제인형 (35cm),Kakao Friends Ryan Plush Doll (35cm),카카오프렌즈,35,16000,46,400,1203,kakao friends;ryan doll;korean character,0,ilovecharacter-com;domeggook-com;ownerclan-com;sellmoa-com
collectible-toys-figures,3,라인프렌즈 브라운앤프렌즈 미니 피규어,Line Friends Brown & Friends Mini Figure,라인프렌즈,12,5000,40,80,220,line friends;brown figure;korean toy,1,ilovecharacter-com;domeggook-com;ownerclan-com;dometopia-com
collectible-toys-figures,4,블리츠웨이 아톰 디럭스 버전 1/6 스케일 피규어,Blitzway Astro Boy Deluxe Ver. 1/6 Scale Figure,블리츠웨이,145,50000,58,500,84467,blitzway;astro boy;collectible figure,0,maniahouse-co-kr;hobbyclub-co-kr;gundamboom-com;toystar-co-kr
collectible-toys-figures,5,스티키몬스터랩 SML 피규어 램프,Sticky Monster Lab SML Figure Lamp,스티키몬스터랩,65,30000,45,500,220,sticky monster lab;sml figure;designer toy,0,ilovecharacter-com;domeggook-com;ownerclan-com;maniahouse-co-kr
collectible-toys-figures,6,JND 스튜디오 조커 1/3 스케일 스태츄,JND Studios The Joker 1/3 Scale Statue,JND 스튜디오,150,50000,60,500,84467,jnd studios;joker statue;hyperreal figure,-4,maniahouse-co-kr;hobbyclub-co-kr;gundamboom-com;bamnamoo-co-kr
collectible-toys-figures,7,오로라월드 유후와 친구들 봉제인형,Aurora World YooHoo & Friends Plush Toy,오로라월드,20,8000,48,250,1203,aurora world;yoohoo friends;plush doll,0,ilovecharacter-com;domeggook-com;ownerclan-com;sellmoa-com
collectible-toys-figures,8,팝마트 몰리 스페이스 어드벤처 시리즈,Pop Mart Molly Space Adventure Series,팝마트코리아,16,7500,43,100,220,pop mart molly;art toy;blind box,0,domeggook-com;ownerclan-com;maniahouse-co-kr;toystar-co-kr
collectible-toys-figures,9,리코팩토리 '리코' 소프트 비닐 피규어,RiCO Factory 'RiCO' Soft Vinyl Figure,리코팩토리,45,20000,44,300,220,rico factory;korean designer toy;vinyl figure,0,ilovecharacter-com;domeggook-com;ownerclan-com;maniahouse-co-kr
collectible-toys-figures,10,카카오프렌즈 춘식이 키링 인형,Kakao Friends Choonsik Keychain Doll,카카오프렌즈,18,7500,47,90,1203,choonsik;kakao keychain;korean character goods,0,ilovecharacter-com;domeggook-com;ownerclan-com;dometopia-com
collectible-toys-figures,11,라인프렌즈 BT21 미니니 봉제인형,Line Friends BT21 Minini Plush Doll,라인프렌즈,25,11000,48,200,1203,bt21 minini;line friends;bts character,0,ilovecharacter-com;domeggook-com;ownerclan-com;sellmoa-com
collectible-toys-figures,12,쿨레인 NBA 시리즈 아트토이,Coolrain NBA Series Art Toy,쿨레인,80,38000,46,450,84467,coolrain studio;nba figure;korean art toy,0,maniahouse-co-kr;hobbyclub-co-kr;domeggook-com;ownerclan-com
collectible-toys-figures,13,핸즈인팩토리 러닝혼즈 아트 피규어,Hands in Factory Running Horns Art Figure,핸즈인팩토리,70,32000,45,400,84467,hands in factory;running horns;designer toy,0,maniahouse-co-kr;hobbyclub-co-kr;domeggook-com;dometopia-com
collectible-toys-figures,14,초코사이다 웹툰 굿즈 아크릴 스탠드,Chokocider Webtoon Goods Acrylic Stand,초코사이다,28,12000,46,150,163100,webtoon goods;acrylic stand;korean webtoon,0,ilovecharacter-com;domeggook-com;ownerclan-com;maniahouse-co-kr
collectible-toys-figures,15,피프티피프티 아티스트 콜라보 베어브릭,Fifty Fifty Artist Collab Bearbrick,피프티피프티,95,45000,43,350,84467,bearbrick;korean artist;art toy,0,maniahouse-co-kr;hobbyclub-co-kr;domeggook-com;toystar-co-kr
collectible-toys-figures,16,킨키로봇 더니 시리즈 피규어,Kinki Robot Dunny Series Figure,킨키로봇,22,10000,41,120,220,kinki robot;dunny figure;art toy,0,maniahouse-co-kr;hobbyclub-co-kr;domeggook-com;ownerclan-com
collectible-toys-figures,17,GNF TOYZ K-리그 마스코트 피규어,GNF TOYZ K-League Mascot Figure,GNF TOYZ,30,14000,42,200,220,k-league;soccer mascot;korean sports figure,0,ilovecharacter-com;domeggook-com;ownerclan-com;toystar-co-kr
collectible-toys-figures,18,토이스트라이크 커스텀 레진 스태츄,ToyStrike Custom Resin Statue,토이스트라이크,130,49000,55,500,84467,resin statue;custom figure;korean toy studio,0,maniahouse-co-kr;hobbyclub-co-kr;bamnamoo-co-kr;toystar-co-kr
collectible-toys-figures,19,팝마트 푸키 플라잉 시리즈,Pop Mart Pucky Flying Series,팝마트코리아,15.5,7200,42,100,220,pop mart pucky;designer toy;blind box,0,domeggook-com;ownerclan-com;maniahouse-co-kr;toystar-co-kr
