cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
k-beauty,22,비타민 C 23 세럼,The Vitamin C 23 Serum,COSRX,29.99,14000,45,80,11233,cosrx vitamin c;brightening serum;anti-oxidant,6,b2b-cosmekakorea-com;beautyandbiz-co-kr;celebbeauty-co-kr-wholesale;b2b-memebox-com
k-beauty,23,조선미녀 맑은쌀 클렌징 오일,Beauty of Joseon Ginseng Cleansing Oil,Beauty of Joseon,16.5,7900,49,180,11233,korean cleansing oil;ginseng oil;double cleanse,7,domeggook-com-kbeauty;b2b-cosmekakorea-com;beautyandbiz-co-kr;celebbeauty-co-kr-wholesale
k-beauty,24,워터뱅크 블루 히알루론산 크림,Water Bank Blue Hyaluronic Cream,Laneige,39,18500,43,150,11233,laneige cream;hyaluronic acid;deep hydration,3,wholesale-amorepacific-com;celebbeauty-co-kr-wholesale;b2b-memebox-com;b2b-lgcare-com
k-beauty,25,순정 2x 배리어 크림,SoonJung 2x Barrier Cream,Etude House,24,11000,46,120,11233,etude house cream;barrier repair;sensitive skin,2,wholesale-etudehouse-com;celebbeauty-co-kr-wholesale;b2b-memebox-com;wholesale-amorepacific-com
k-beauty,26,퍼펙트 커버 비비 크림,M Perfect Cover BB Cream,MISSHA,19.99,9500,47,80,11233,missha bb cream;korean foundation;full coverage,1,celebbeauty-co-kr-wholesale;beautyandbiz-co-kr;wholesale-amorepacific-com;b2b-lgcare-com
k-beauty,27,블랙 스네일 리페어 크림,Black Snail Repair Cream,Mizon,22.5,10500,48,100,11233,mizon snail cream;skin repair;anti-wrinkle,4,domeggook-com-kbeauty;b2b-cosmekakorea-com;b2b-lgcare-com;wholesale-mediheal-com
k-beauty,28,시카 판테놀 10 블레미쉬 샷 크림,Cica Panthenol 10 Blemish Shot Cream,SOME BY MI,28.99,13800,45,110,11233,cica cream;panthenol;blemish treatment,6,domeggook-com-kbeauty;b2b-cosmekakorea-com;wholesale-mediheal-com;wholesale-innisfree-com
k-beauty,29,레티놀 0.1 크림,The Retinol 0.1 Cream,COSRX,26,12000,47,60,11233,cosrx retinol;anti-aging cream;wrinkle care,5,b2b-cosmekakorea-com;beautyandbiz-co-kr;wholesale-innisfree-com;wholesale-etudehouse-com
k-beauty,30,콜라겐 펩타이드 탄력 크림,Collagen Peptide Firming Cream,Etude House,21.5,10000,46,130,11233,etude house collagen;firming cream;peptide,3,wholesale-etudehouse-com;celebbeauty-co-kr-wholesale;domeggook-com-kbeauty;b2b-cosmekakorea-com
k-pop-goods,1,BTS 공식 응원봉 (아미밤),BTS Official Light Stick (ARMY Bomb),"HYBE (BTS, TXT)",75,35000,40,300,13900,bts lightstick;army bomb;kpop official,8,b2b-weverseshop-io;wholesale-ktown4u-com;wholesale-smtownandstore-com;wholesale-ygselect-com
k-pop-goods,2,NewJeans 'OMG' 앨범,NewJeans 'OMG' Album,ADOR (NewJeans),35,16000,45,250,13900,newjeans album;kpop cd;official photocard,9,b2b-weverseshop-io;wholesale-ktown4u-com;wholesale-smtownandstore-com;wholesale-ygselect-com
k-pop-goods,3,BLACKPINK 'BORN PINK' 앨범,BLACKPINK 'BORN PINK' Album,"YG Entertainment (BLACKPINK, TREASURE)",40,18000,45,300,13900,blackpink album;kpop girl group;yg select,7,wholesale-ygselect-com;wholesale-ktown4u-com;wholesale-jypeshop-com;aladin-co-kr-kpop
k-pop-goods,4,Stray Kids 공식 응원봉,Stray Kids Official Light Stick,"JYP Entertainment (Stray Kids, ITZY)",70,32000,42,320,13900,stray kids lightstick;jyp official;kpop merch,6,wholesale-jypeshop-com;wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop
k-pop-goods,5,SEVENTEEN 'FML' 앨범,SEVENTEEN 'FML' Album,Pledis Entertainment (SEVENTEEN),38,17000,45,280,13900,seventeen album;kpop boy group;pledis official,8,wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,6,IVE 'I'VE MINE' 앨범,IVE 'I'VE MINE' Album,"Starship Entertainment (IVE, MONSTA X)",36,16500,44,260,13900,ive album;starship;kpop photocard,7,wholesale-ktown4u-com;yes24-com-kpop;aladin-co-kr-kpop;wholesale-hottracks-co-kr
k-pop-goods,7,NCT 공식 응원봉,NCT Official Light Stick,"SM Entertainment (NCT, EXO)",68,30000,43,310,13900,nct lightstick;sm official;kpop fanlight,5,wholesale-smtownandstore-com;wholesale-ktown4u-com;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,8,TXT 'The Name Chapter: FREEFALL' 앨범,TXT 'The Name Chapter: FREEFALL' Album,"HYBE (BTS, TXT)",37,16800,45,270,13900,txt album;hybe;kpop comeback,6,b2b-weverseshop-io;wholesale-ktown4u-com;wholesale-hottracks-co-kr;wholesale-musicplant-co-kr
k-pop-goods,9,(G)I-DLE 'I feel' 앨범,(G)I-DLE 'I feel' Album,Cube Entertainment ((G)I-DLE),34,15500,45,240,13900,gidle album;cube entertainment;kpop girl group,5,wholesale-ktown4u-com;aladin-co-kr-kpop;wholesale-musicplant-co-kr;wholesale-synnara-co-kr
k-pop-goods,10,ATEEZ 공식 응원봉,ATEEZ Official Light Stick,KQ Entertainment (ATEEZ),65,29000,44,300,13900,ateez lightstick;kq entertainment;kpop official,4,wholesale-ktown4u-com;wholesale-musicplant-co-kr;wholesale-synnara-co-kr;b2b-weverseshop-io
k-pop-goods,11,EXO 'EXIST' 앨범,EXO 'EXIST' Album,"SM Entertainment (NCT, EXO)",39,17500,45,290,13900,exo album;sm entertainment;kpop boy group,6,wholesale-smtownandstore-com;wholesale-ktown4u-com;b2b-weverseshop-io;wholesale-ygselect-com
k-pop-goods,12,TREASURE 'REBOOT' 앨범,TREASURE 'REBOOT' Album,"YG Entertainment (BLACKPINK, TREASURE)",33,15000,45,230,13900,treasure album;yg entertainment;kpop rookie,5,wholesale-ygselect-com;wholesale-ktown4u-com;wholesale-smtownandstore-com;wholesale-jypeshop-com
k-pop-goods,13,ITZY 'KILL MY DOUBT' 앨범,ITZY 'KILL MY DOUBT' Album,"JYP Entertainment (Stray Kids, ITZY)",32,14500,45,220,13900,itzy album;jyp entertainment;kpop girl group,4,wholesale-jypeshop-com;wholesale-ktown4u-com;wholesale-ygselect-com;aladin-co-kr-kpop
k-pop-goods,14,THE BOYZ 'PHANTASY' 앨범,THE BOYZ 'PHANTASY' Album,"Kakao Entertainment (THE BOYZ, IVE)",35,16000,45,250,13900,the boyz album;kakao entertainment;kpop boy group,3,wholesale-ktown4u-com;yes24-com-kpop;wholesale-jypeshop-com;aladin-co-kr-kpop
k-pop-goods,15,MONSTA X 'REASON' 앨범,MONSTA X 'REASON' Album,"Starship Entertainment (IVE, MONSTA X)",31,14000,45,210,13900,monsta x album;starship;kpop boy group,2,wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,16,BTS Butter 앨범,BTS Butter Album,"HYBE (BTS, TXT)",42,19000,45,300,13900,bts butter;kpop single;official photocard,4,b2b-weverseshop-io;wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop
k-pop-goods,17,NewJeans 공식 응원봉,NewJeans Official Light Stick,ADOR (NewJeans),60,28000,40,280,13900,newjeans lightstick;bunnies;kpop merch,10,b2b-weverseshop-io;wholesale-ktown4u-com;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,18,BLACKPINK 공식 응원봉 (블링크봉),BLACKPINK Official Light Stick (BLINK Bomb),"YG Entertainment (BLACKPINK, TREASURE)",72,33000,42,310,13900,blackpink lightstick;blink bomb;kpop official,6,wholesale-ygselect-com;wholesale-ktown4u-com;wholesale-hottracks-co-kr;wholesale-musicplant-co-kr
k-pop-goods,19,Stray Kids '5-STAR' 앨범,Stray Kids '5-STAR' Album,"JYP Entertainment (Stray Kids, ITZY)",37,17000,45,270,13900,stray kids album;jyp;kpop photobook,8,wholesale-jypeshop-com;wholesale-ktown4u-com;wholesale-musicplant-co-kr;wholesale-synnara-co-kr
k-pop-goods,20,SEVENTEEN 공식 응원봉 (캐럿봉),SEVENTEEN Official Light Stick (Carat Bong),Pledis Entertainment (SEVENTEEN),69,31000,43,300,13900,seventeen lightstick;carat bong;kpop fanlight,7,wholesale-ktown4u-com;wholesale-musicplant-co-kr;wholesale-synnara-co-kr;b2b-weverseshop-io
k-pop-goods,21,IVE 공식 응원봉,IVE Official Light Stick,"Starship Entertainment (IVE, MONSTA X)",62,28000,42,290,13900,ive lightstick;starship official;kpop merch,9,wholesale-ktown4u-com;yes24-com-kpop;b2b-weverseshop-io;wholesale-smtownandstore-com
k-pop-goods,22,NCT DREAM 'ISTJ' 앨범,NCT DREAM 'ISTJ' Album,"SM Entertainment (NCT, EXO)",36,16500,44,260,13900,nct dream album;sm entertainment;kpop boy group,5,wholesale-smtownandstore-com;wholesale-ktown4u-com;wholesale-ygselect-com;wholesale-jypeshop-com
k-pop-goods,23,TXT 공식 응원봉,TXT Official Light Stick,"HYBE (BTS, TXT)",68,31000,42,300,13900,txt lightstick;moa;kpop official,6,b2b-weverseshop-io;wholesale-ktown4u-com;wholesale-ygselect-com;wholesale-jypeshop-com
k-pop-goods,24,(G)I-DLE 공식 응원봉,(G)I-DLE Official Light Stick,Cube Entertainment ((G)I-DLE),60,27000,43,290,13900,gidle lightstick;neverland;kpop fanlight,4,wholesale-ktown4u-com;wholesale-musicplant-co-kr;wholesale-jypeshop-com;aladin-co-kr-kpop
k-pop-goods,25,ATEEZ 'THE WORLD EP.FIN : WILL' 앨범,ATEEZ 'THE WORLD EP.FIN : WILL' Album,KQ Entertainment (ATEEZ),38,17500,44,280,13900,ateez album;kq entertainment;kpop boy group,7,wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,26,EXO 공식 응원봉,EXO Official Light Stick,"SM Entertainment (NCT, EXO)",67,30000,43,310,13900,exo lightstick;exo-l;kpop official,3,wholesale-smtownandstore-com;wholesale-ktown4u-com;aladin-co-kr-kpop;yes24-com-kpop
k-pop-goods,27,TREASURE 공식 응원봉,TREASURE Official Light Stick,"YG Entertainment (BLACKPINK, TREASURE)",63,28000,44,290,13900,treasure lightstick;teume;kpop fanlight,5,wholesale-ygselect-com;wholesale-ktown4u-com;yes24-com-kpop;wholesale-hottracks-co-kr
k-pop-goods,28,ITZY 공식 응원봉,ITZY Official Light Ring,"JYP Entertainment (Stray Kids, ITZY)",60,27000,43,280,13900,itzy light ring;midzy;kpop merch,4,wholesale-jypeshop-com;wholesale-ktown4u-com;wholesale-hottracks-co-kr;wholesale-musicplant-co-kr
k-pop-goods,29,THE BOYZ 공식 응원봉,THE BOYZ Official Light Stick,"Kakao Entertainment (THE BOYZ, IVE)",58,26000,43,270,13900,the boyz lightstick;the b;kpop official,2,wholesale-ktown4u-com;wholesale-musicplant-co-kr;wholesale-synnara-co-kr;b2b-weverseshop-io
k-pop-goods,30,MONSTA X 공식 응원봉,MONSTA X Official Light Stick,"Starship Entertainment (IVE, MONSTA X)",55,25000,42,260,13900,monsta x lightstick;monbebe;kpop fanlight,1,wholesale-ktown4u-com;yes24-com-kpop;wholesale-synnara-co-kr;b2b-weverseshop-io
k-fashion,1,아더에러 로고 티셔츠,ADER error Logo T-shirt,ADER error,95,45000,38,250,15724,ader error;korean streetwear;designer tee,7,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,2,스타일난다 3CE 벨벳 립 틴트,STYLENANDA 3CE Velvet Lip Tint,STYLENANDA,22,10000,45,50,15724,3ce tint;korean makeup;stylenanda,9,wholesale-stylenanda-com;sinsangmarket-com;linkshops-com;dometopia-com-fashion
k-fashion,3,키르시 빅 체리 맨투맨,KIRSH Big Cherry Sweatshirt,KIRSH,65,30000,40,400,15724,kirsh sweatshirt;korean fashion;cherry logo,6,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,4,디스이즈네버댓 로고 후드티,thisisneverthat Logo Hoodie,thisisneverthat,80,38000,38,500,15724,thisisneverthat;korean streetwear;hoodie,5,ddm-wholesale-com;sinsangmarket-com;dometopia-com-fashion;wholesale-stylenanda-com
k-fashion,5,마르디 메크르디 플라워 맨투맨,Mardi Mercredi Flower Sweatshirt,Mardi Mercredi,70,33000,39,420,15724,mardi mercredi;korean brand;flower graphic,8,linkshops-com;dometopia-com-fashion;wholesale-stylenanda-com;wholesale-imvely-com
k-fashion,6,커버낫 아치 로고 맨투맨,COVERNAT Arch Logo Sweatshirt,COVERNAT,55,25000,40,380,15724,covernat;korean casual;logo sweatshirt,4,ddm-wholesale-com;linkshops-com;wholesale-imvely-com;wholesale-66girls-co-kr
k-fashion,7,LMC 로고 티셔츠,LMC Logo T-shirt,LMC (Lost Management Cities),45,20000,42,200,15724,lmc;korean streetwear;graphic tee,3,ddm-wholesale-com;sinsangmarket-com;wholesale-66girls-co-kr;wholesale-gogosing-co-kr
k-fashion,8,논픽션 핸드크림,NONFICTION Hand Cream,NONFICTION,30,13000,48,80,15724,nonfiction;korean beauty;perfumed hand cream,10,dometopia-com-fashion;wholesale-gogosing-co-kr;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,9,에미스 볼캡,emis Ball Cap,emis,50,23000,40,150,15724,emis cap;korean hat;baseball cap,7,linkshops-com;sinsangmarket-com;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,10,레스앤레크레이션 로고 티셔츠,Rest & Recreation Logo T-shirt,Rest & Recreation,48,22000,40,220,15724,rest recreation;korean fashion;basic tee,6,ddm-wholesale-com;linkshops-com;wholesale-nanning9-com;sinsangmarket-com
k-fashion,11,아더에러 폭스 헤드 티셔츠,ADER error Fox Head T-shirt,ADER error,110,50000,35,260,15724,ader error fox;korean designer;graphic tee,5,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,12,스타일난다 3CE 아이섀도우 팔레트,STYLENANDA 3CE Eyeshadow Palette,STYLENANDA,35,16000,45,100,15724,3ce eyeshadow;korean beauty;stylenanda,8,wholesale-stylenanda-com;sinsangmarket-com;linkshops-com;dometopia-com-fashion
k-fashion,13,키르시 스몰 체리 티셔츠,KIRSH Small Cherry T-shirt,KIRSH,40,18000,40,180,15724,kirsh tee;korean fashion;cherry graphic,4,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,14,디스이즈네버댓 고어텍스 자켓,thisisneverthat Gore-Tex Jacket,thisisneverthat,140,60000,30,800,15724,thisisneverthat jacket;gore-tex;korean streetwear,2,ddm-wholesale-com;sinsangmarket-com;dometopia-com-fashion;wholesale-stylenanda-com
k-fashion,15,마르디 메크르디 플라워 티셔츠,Mardi Mercredi Flower T-shirt,Mardi Mercredi,58,27000,39,230,15724,mardi mercredi tee;korean brand;flower graphic,7,linkshops-com;dometopia-com-fashion;wholesale-stylenanda-com;wholesale-imvely-com
k-fashion,16,커버낫 C 로고 후드티,COVERNAT C Logo Hoodie,COVERNAT,70,32000,38,480,15724,covernat hoodie;korean casual;logo hoodie,3,ddm-wholesale-com;linkshops-com;wholesale-imvely-com;wholesale-66girls-co-kr
k-fashion,17,LMC 시스템 로고 후드티,LMC System Logo Hoodie,LMC (Lost Management Cities),75,35000,38,450,15724,lmc hoodie;korean streetwear;graphic hoodie,2,ddm-wholesale-com;sinsangmarket-com;wholesale-66girls-co-kr;wholesale-gogosing-co-kr
k-fashion,18,논픽션 바디워시,NONFICTION Body Wash,NONFICTION,40,18000,45,300,15724,nonfiction body wash;korean bath;luxury scent,9,dometopia-com-fashion;wholesale-gogosing-co-kr;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,19,에미스 에코백,emis Eco Bag,emis,35,15000,48,100,15724,emis bag;korean tote bag;eco friendly,6,linkshops-com;sinsangmarket-com;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,20,레스앤레크레이션 스웨트 팬츠,Rest & Recreation Sweatpants,Rest & Recreation,60,28000,39,400,15724,rest recreation pants;korean loungewear;sweatpants,5,ddm-wholesale-com;linkshops-com;wholesale-nanning9-com;sinsangmarket-com
k-fashion,21,아더에러 니트,ADER error Knit Sweater,ADER error,130,55000,32,600,15724,ader error knit;korean designer;oversized sweater,4,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,22,스타일난다 3CE 블러셔,STYLENANDA 3CE Blush,STYLENANDA,25,11000,48,60,15724,3ce blush;korean makeup;stylenanda,7,wholesale-stylenanda-com;sinsangmarket-com;linkshops-com;dometopia-com-fashion
k-fashion,23,키르시 체리 니트,KIRSH Cherry Knit,KIRSH,80,38000,38,450,15724,kirsh knit;korean fashion;cherry sweater,3,ddm-wholesale-com;linkshops-com;sinsangmarket-com;dometopia-com-fashion
k-fashion,24,디스이즈네버댓 백팩,thisisneverthat Backpack,thisisneverthat,120,50000,35,700,15724,thisisneverthat bag;korean streetwear;backpack,1,ddm-wholesale-com;sinsangmarket-com;dometopia-com-fashion;wholesale-stylenanda-com
k-fashion,25,마르디 메크르디 로고 볼캡,Mardi Mercredi Logo Ball Cap,Mardi Mercredi,55,25000,40,160,15724,mardi mercredi cap;korean hat;logo cap,6,linkshops-com;dometopia-com-fashion;wholesale-stylenanda-com;wholesale-imvely-com
k-fashion,26,커버낫 로고 반팔티,COVERNAT Logo T-shirt,COVERNAT,38,17000,43,190,15724,covernat tee;korean casual;basic logo,2,ddm-wholesale-com;linkshops-com;wholesale-imvely-com;wholesale-66girls-co-kr
k-fashion,27,LMC 로고 맨투맨,LMC Logo Sweatshirt,LMC (Lost Management Cities),68,30000,42,400,15724,lmc sweatshirt;korean streetwear;graphic sweater,1,ddm-wholesale-com;sinsangmarket-com;wholesale-66girls-co-kr;wholesale-gogosing-co-kr
k-fashion,28,논픽션 핸드워시,NONFICTION Hand Wash,NONFICTION,32,14000,48,250,15724,nonfiction hand wash;korean bath;luxury soap,8,dometopia-com-fashion;wholesale-gogosing-co-kr;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,29,에미스 후드티,emis Hoodie,emis,70,32000,39,480,15724,emis hoodie;korean fashion;oversized hoodie,5,linkshops-com;sinsangmarket-com;wholesale-hotping-co-kr;wholesale-nanning9-com
k-fashion,30,레스앤레크레이션 반팔티,Rest & Recreation Short Sleeve Tee,Rest & Recreation,42,19000,40,200,15724,rest recreation tee;korean casual;summer top,4,ddm-wholesale-com;linkshops-com;wholesale-nanning9-com;sinsangmarket-com
korean-snacks,1,꼬북칩 (콘스프맛),Kkobuk Chip (Corn Soup Flavor),Orion,7.5,3000,60,100,18347,korean snack;turtle chips;corn soup,8,domeggook-com-snacks;wholesale-orionworld-com;wholesale-lottemart-com;wholesale-emart-com
korean-snacks,2,새우깡,Shrimp Crackers,Nongshim,6,2500,58,90,18347,korean crackers;nongshim;shrimp flavor,7,domeggook-com-snacks;wholesale-nongshim-com;wholesale-lottemart-com;wholesale-emart-com
korean-snacks,3,빼빼로 (오리지널),Pepero (Original),Lotte,5.5,2200,60,80,18347,pepero;korean chocolate;lotte snack,9,wholesale-lottemart-com;b2b-coupang-com;wholesale-emart-com;wholesale-homeplus-com
korean-snacks,4,홈런볼,Homerun Ball,Haitai,7,2800,60,120,18347,homerun ball;korean pastry;chocolate snack,6,domeggook-com-snacks;wholesale-ht-co-kr;wholesale-homeplus-com;b2b-coupang-com
korean-snacks,5,초코파이 정,Choco Pie Jung,Orion,12,5000,58,350,18347,choco pie;korean dessert;orion,5,domeggook-com-snacks;wholesale-orionworld-com;b2b-coupang-com;wholesale-nongshim-com
korean-snacks,6,포테토칩 (오리지널),Potato Chips (Original),Nongshim,6.5,2600,60,80,18347,korean potato chips;nongshim;original flavor,4,domeggook-com-snacks;wholesale-nongshim-com;wholesale-orionworld-com;wholesale-ht-co-kr
korean-snacks,7,가나 초콜릿,Ghana Chocolate,Lotte,4,1500,62,50,18347,ghana chocolate;korean candy;lotte,8,wholesale-lottemart-com;b2b-coupang-com;wholesale-nongshim-com;wholesale-ht-co-kr
korean-snacks,8,맛동산,Matdongsan,Haitai,8,3200,60,150,18347,matdongsan;korean cookie;peanut snack,5,domeggook-com-snacks;wholesale-ht-co-kr;wholesale-crown-co-kr;wholesale-samyangfoods-com
korean-snacks,9,콘칲,Corn Chip,Crown,5.8,2300,60,90,18347,corn chip;korean snack;crown,3,domeggook-com-snacks;wholesale-crown-co-kr;wholesale-samyangfoods-com;wholesale-lottemart-com
korean-snacks,10,죠리퐁,Jolly Pong,Crown,7.2,2900,59,120,18347,jolly pong;korean cereal;sweet snack,6,domeggook-com-snacks;wholesale-crown-co-kr;wholesale-samyangfoods-com;wholesale-lottemart-com
korean-snacks,11,꽃게랑 (오리지널),Kkotgerang (Original),Binggrae,6.2,2400,61,85,18347,kkotgerang;korean crab snack;binggrae,7,domeggook-com-snacks;wholesale-emart-com;wholesale-lottemart-com;wholesale-homeplus-com
korean-snacks,12,허니버터칩,Honey Butter Chip,Haitai,8.5,3500,59,100,18347,honey butter chip;korean potato chips;haitai,10,domeggook-com-snacks;wholesale-ht-co-kr;wholesale-lottemart-com;wholesale-emart-com
korean-snacks,13,오징어집,Squid House Snack,Orion,6.8,2700,60,95,18347,korean squid snack;orion;savory snack,6,domeggook-com-snacks;wholesale-orionworld-com;wholesale-emart-com;wholesale-homeplus-com
korean-snacks,14,양파링,Onion Rings,Nongshim,6,2400,60,80,18347,korean onion rings;nongshim;crispy snack,5,domeggook-com-snacks;wholesale-nongshim-com;wholesale-homeplus-com;b2b-coupang-com
korean-snacks,15,마가렛트,Margaret,Lotte,9,3800,58,180,18347,margaret cookies;korean cookies;lotte,4,wholesale-lottemart-com;b2b-coupang-com;wholesale-orionworld-com;wholesale-nongshim-com
korean-snacks,16,오예스,Oh Yes!,Haitai,10,4200,58,250,18347,oh yes cake;korean cake;chocolate pie,3,domeggook-com-snacks;wholesale-ht-co-kr;wholesale-orionworld-com;wholesale-nongshim-com
