rank,slug,name_kr,name_en,zone,change,comp,margin,summary
17,golf-gear,골프 용품,Golf Equipment,blue,0,3,30,골프 용품은 스포츠 장비 카테고리 내에서 꾸준한 수요를 보입니다. 한국 브랜드의 골프 의류 및 용품이 디자인과 기능성을 바탕으로 인기를 얻고 있습니다.
18,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,0,3,35,아웃도어 활동 인구 증가로 캠핑 장비 수요가 꾸준합니다. 한국의 혁신적이고 실용적인 캠핑 용품들이 해외 캠퍼들 사이에서 주목받고 있습니다.
19,fishing-gear,낚시 용품,Fishing Equipment,blue,0,2,40,낚시는 꾸준한 팬층을 보유한 취미로 관련 장비 판매가 안정적입니다. 특히 한국산 낚싯대와 릴은 품질이 우수하여 해외 낚시 동호인들에게 인기가 많습니다.
20,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,-9,4,60,"아기자기하고 독창적인 디자인의 K-문구가 전 세계적으로 인기를 끌고 있습니다. 다이어리 꾸미기(다꾸) 문화가 확산되면서 스티커, 마스킹테이프 등의 수요가 높습니다."
21,pet-supplies,반려동물 용품,Pet Supplies,blue,2,3,42,"반려동물 시장의 성장과 함께 관련 용품 수요도 증가하고 있습니다. 한국의 디자인과 아이디어가 돋보이는 반려동물 의류, 장난감, 미용용품이 인기입니다."
22,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,4,3,55,인기 웹툰의 글로벌 팬덤이 형성되면서 관련 굿즈 시장이 새롭게 성장하고 있습니다. '나 혼자만 레벨업' 관련 상품이 대표적인 성공 사례입니다.
23,kitchen-ware,K-주방용품,Korean Kitchenware,blue,0,2,38,"K-푸드의 인기와 더불어 한국 주방용품에 대한 관심도 증가하고 있습니다. 쿡방(요리 방송)의 영향으로 한국의 냄비, 프라이팬, 조리도구 등이 주목받고 있습니다."
24,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,0,3,50,"K-드라마의 인기는 주연 배우들이 착용한 패션, 뷰티 상품뿐만 아니라 드라마 공식 굿즈에 대한 수요로 이어지고 있습니다."
25,auto-accessories,자동차 액세서리,Auto Accessories,blue,0,4,45,"자동차 부품과 더불어 차량용 액세서리 시장도 동반 성장하고 있습니다. 한국산 블랙박스, 차량용 충전기, 방향제 등 아이디어 상품이 인기를 끌고 있습니다."
26,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,0,3,48,"한국이 주도하는 e스포츠 시장의 팬덤을 기반으로 프로게임단 유니폼, 게이밍 기어 등 관련 굿즈 시장이 꾸준히 성장하고 있습니다."
27,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,0,3,40,"가정용 뷰티 디바이스 시장이 성장하면서 한국의 혁신적인 LED 마스크, 갈바닉 이온 마사지기 등이 해외에서 좋은 반응을 얻고 있습니다."
28,home-decor,K-홈데코,Korean Home Decor,blue,0,2,45,"한국의 미니멀하고 감성적인 라이프스타일이 주목받으며 관련 홈데코 소품의 인기가 높아지고 있습니다. 패브릭 포스터, 무드등, 디자인 소품 등이 주요 품목입니다."
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,35,K-POP 아티스트들이 무대 의상으로 선보이며 현대적으로 재해석된 한복에 대한 해외 팬들의 관심이 증가하고 있습니다. 일상복으로 활용 가능한 디자인이 인기입니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,1,55,"한국의 전통적인 미를 담은 나전칠기, 자개 소품, 도자기 등이 한국 문화를 사랑하는 특정 고객층에게 꾸준히 판매되고 있습니다."
