rank,slug,name_kr,name_en,zone,change,comp,margin,summary
11,mens-fashion,남성 패션 잡화,Men's Fashion Accessories,blue,14,3,33,"신발, 지갑, 모자 등 스포츠웨어를 포함한 남성 패션 잡화가 꾸준한 판매량을 기록하고 있습니다. K-브랜드 제품에 대한 해외 관심이 판매를 견인하고 있습니다."
12,k-beauty-haircare,K-뷰티 (헤어케어),K-Beauty Haircare,blue,15,4,45,"K-뷰티의 성장에 힘입어 헤어케어 제품군이 새로운 성장 동력으로 부상하고 있습니다. 특히 일본 시장에서 트리트먼트, 기능성 샴푸 등의 판매량이 크게 증가했습니다."
13,figures-collectibles,피규어/수집용 완구,Figures & Collectible Toys,blue,5,4,42,"블랙핑크 로제가 사용하는 모습이 알려지며 유명해진 스트레스 볼처럼, 셀럽의 영향력이 완구 판매에 큰 영향을 미칩니다. 한정판 피규어는 고가에 거래되는 경향이 있습니다."
14,auto-accessories,자동차 액세서리,Auto Accessories,blue,-2,3,30,"차량용 충전기, 거치대, 방향제 등 편의성을 높이는 액세서리 수요가 꾸준합니다. 한국 차량 모델에 특화된 맞춤형 액세서리가 특히 인기입니다."
15,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,1,4,60,"아기자기한 디자인의 스티커, 마스킹테이프, 다이어리 등 '다꾸(다이어리 꾸미기)' 용품이 해외 팬들에게 큰 인기를 끌고 있습니다. 마진율이 매우 높은 편입니다."
16,inner-beauty,이너뷰티/건강기능식품,Inner Beauty & Supplements,blue,-11,3,50,"콜라겐, 유산균, 다이어트 보조제 등 한국산 건강기능식품에 대한 신뢰도가 높습니다. 특히 일본 이너뷰티 시장에서 한국 브랜드가 1위를 기록하는 등 성과를 보이고 있습니다."
17,k-food,K-푸드/스낵,K-Food & Snacks,blue,-3,4,35,"불닭볶음면과 같은 매운 라면, 허니버터 아몬드 등 중독성 있는 맛의 스낵류가 K-콘텐츠의 영향으로 전 세계적인 인기를 끌고 있습니다."
18,smartphone-acc,스마트폰 액세서리,Smartphone Accessories,blue,-8,5,55,"K팝 아이돌 포토카드를 활용한 '폰꾸(폰 꾸미기)' 문화가 확산되면서, 독특한 디자인의 케이스, 그립톡, 스트랩 등의 판매가 증가하고 있습니다. 경쟁이 치열하지만 수요도 높습니다."
19,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,0,3,28,"기능성과 디자인을 겸비한 한국 캠핑 브랜드들이 주목받고 있습니다. 특히 경량 텐트, 접이식 의자, 감성적인 디자인의 랜턴 등이 인기 품목입니다."
20,golf-gear,골프 용품,Golf Equipment,blue,-3,2,25,한국 여성 골퍼들의 활약에 힘입어 한국 브랜드의 골프 의류와 용품에 대한 관심이 증가하고 있습니다. 세련된 디자인의 골프웨어가 특히 인기입니다.
21,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,-10,3,45,"인기 웹툰의 드라마화가 활발해지면서 원작 IP 기반 굿즈 수요가 함께 증가하고 있습니다. 단행본, 아크릴 스탠드, 키링 등이 주요 판매 상품입니다."
22,kitchen-ware,K-주방용품,Korean Kitchenware,blue,0,2,30,"쿡방, 먹방 콘텐츠의 인기로 한국 음식에 대한 관심이 높아지면서 뚝배기, 돌솥, 수저 세트 등 한국적인 주방용품의 판매가 늘고 있습니다."
23,pet-supplies,반려동물 용품,Pet Supplies,blue,1,3,40,"펫팸족(Pet+Family) 증가 트렌드에 따라 디자인과 기능성을 갖춘 한국산 반려동물 의류, 장난감, 이동 가방 등이 인기를 얻고 있습니다."
24,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,4,3,35,"T1 등 세계적인 e스포츠 구단의 인기에 힘입어 유니폼, 마우스패드, 콜라보 상품 등 관련 굿즈가 글로벌 팬덤 사이에서 활발하게 거래됩니다."
25,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,-2,2,28,"가정용 스킨케어에 대한 관심 증가로 LED 마스크, 갈바닉 이온 마사지기 등 홈케어 뷰티 디바이스 시장이 꾸준히 성장하고 있습니다."
26,fishing-gear,낚시 용품,Fishing Equipment,blue,-5,2,26,품질과 기술력을 인정받은 국산 낚싯대와 릴이 전문가들 사이에서 입소문을 타며 꾸준한 판매를 보이고 있습니다.
27,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,-7,3,40,"글로벌 OTT를 통해 K-드라마가 인기를 끌면서 드라마 속 PPL 상품이나 공식 굿즈(OST 앨범, 대본집 등)에 대한 해외 팬들의 구매가 증가하고 있습니다."
28,home-decor,K-홈데코,Korean Home Decor,blue,-2,2,35,"미니멀하면서도 감성적인 디자인의 한국 홈데코 소품이 인기를 끌고 있습니다. 패브릭 포스터, 디자인 캔들, 무드등 등이 주요 품목입니다."
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,45,K팝 아티스트들이 무대 의상으로 활용하며 생활 한복에 대한 해외 관심이 높아졌습니다. 전통미와 실용성을 결합한 디자인이 인기 요인입니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,1,50,"나전칠기 보석함, 한지 공예품 등 한국의 미를 담은 전통 공예품이 외국인 선물용으로 꾸준히 판매되고 있습니다. 경쟁은 낮지만 특정 수요층이 존재합니다."
