cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,22,KPOP 아이돌 스티커 세트,KPOP Idol Sticker Set,스냅스,7,2800,60,30,18342,kpop;sticker;deco,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,23,KPOP 아이돌 폰케이스,KPOP Idol Phone Case,코코다이브,22,9000,59,80,18342,kpop;phonecase;merch,0,domeggook-com;dometopia-com;onchannel-co-kr
kpop-goods,24,KPOP 아이돌 포토북,KPOP Idol Photobook,뮤직플랜트,45,20000,55,450,18342,kpop;photobook;collection,0,domeggook-com;ownerclan-com;funpick-co-kr
kpop-goods,25,KPOP 아이돌 엽서 세트,KPOP Idol Postcard Set,에버라인,10,4000,60,50,18342,kpop;postcard;set,0,domeggook-com;sellmoa-com;supercat-co-kr
kpop-goods,26,KPOP 아이돌 미니 포토카드,KPOP Idol Mini Photocard,사운드웨이브,8,3200,60,30,18342,kpop;miniphotocard;collectible,0,domeggook-com;dometopia-com;domema-com
kpop-goods,27,KPOP 아이돌 앨범 스크랩북,KPOP Idol Album Scrapbook,스냅스,18,7500,58,150,18342,kpop;scrapbook;album,0,domeggook-com;ownerclan-com;onchannel-co-kr
kpop-goods,28,KPOP 아이돌 마스킹 테이프,KPOP Idol Masking Tape,코코다이브,6,2200,63,30,18342,kpop;maskingtape;deco,0,domeggook-com;sellmoa-com;funpick-co-kr
kpop-goods,29,KPOP 아이돌 포토카드 바인더,KPOP Idol Photocard Binder,디어마이뮤즈,25,10000,60,200,18342,kpop;photocardbinder;storage,0,domeggook-com;dometopia-com;domema-com
kpop-goods,30,KPOP 아이돌 아크릴 스탠드,KPOP Idol Acrylic Stand,점프업이엔티,18,7000,61,120,18342,kpop;acrylicstand;figure,0,domeggook-com;ownerclan-com;supercat-co-kr
lego-blocks,1,한국 전통 건축물 레고 블록 세트,Korean Traditional Architecture Building Blocks Set,옥스포드,70,30000,57,450,17201,korean building blocks;traditional architecture;lego compatible,0,domeggook-com;ownerclan-com;funpick-co-kr
lego-blocks,2,미니 블록 태권브이 피규어,Mini Blocks Taekwon V Figure,옥스포드,35,15000,57,250,17201,taekwon v;mini blocks;korean robot,0,domeggook-com;dometopia-com;domema-com
lego-blocks,3,한국 도시 풍경 블록 세트,Korean Cityscape Building Blocks Set,옥스포드,80,35000,56,500,17201,korean cityscape;building blocks;city model,0,domeggook-com;sellmoa-com;onchannel-co-kr
lego-blocks,4,전통 한옥 블록 모델,Traditional Hanok Building Block Model,옥스포드,60,25000,58,400,17201,hanok;korean house;building blocks,0,domeggook-com;ownerclan-com;supercat-co-kr
lego-blocks,5,한국 음식점 미니 블록,Korean Restaurant Mini Building Blocks,옥스포드,45,19000,58,300,17201,korean food;mini blocks;restaurant model,0,domeggook-com;dometopia-com;funpick-co-kr
lego-blocks,6,한국 캐릭터 블록 피규어,Korean Character Building Block Figure,옥스포드,25,10000,60,150,17201,korean character;block figure;collectible,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,7,한국 전통 놀이 블록 세트,Korean Traditional Game Building Blocks Set,옥스포드,55,23000,58,380,17201,korean game;traditional toys;building blocks,0,domeggook-com;ownerclan-com;onchannel-co-kr
lego-blocks,8,한국 역사 유적지 블록,Korean Historic Site Building Blocks,옥스포드,90,40000,56,500,17201,korean history;historic site;building blocks,0,domeggook-com;dometopia-com;supercat-co-kr
lego-blocks,9,한국 전통 의상 피규어 블록,Korean Traditional Costume Figure Blocks,옥스포드,30,12000,60,200,17201,korean costume;hanbok;block figure,0,domeggook-com;funpick-co-kr;domema-com
lego-blocks,10,한국 테마 미니 블록 세트,Korean Theme Mini Building Block Set,옥스포드,20,8000,60,100,17201,korean theme;mini blocks;collectible,0,domeggook-com;ownerclan-com;onchannel-co-kr
lego-blocks,11,조립식 로봇 블록 키트,Assemble Robot Building Blocks Kit,옥스포드,50,21000,58,350,17201,robot blocks;building kit;educational toy,0,domeggook-com;dometopia-com;funpick-co-kr
lego-blocks,12,어린이 교육용 블록 세트,Kids Educational Building Blocks Set,옥스포드,40,17000,58,300,17201,educational blocks;kids toy;creative play,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,13,창의력 증진 블록 장난감,Creativity Enhancing Building Blocks Toy,옥스포드,30,12000,60,200,17201,creative blocks;toy;imagination,0,domeggook-com;ownerclan-com;supercat-co-kr
lego-blocks,14,대형 조립 블록 세트,Large Building Blocks Set,옥스포드,100,45000,55,500,17201,large blocks;construction toy;big set,0,domeggook-com;dometopia-com;onchannel-co-kr
lego-blocks,15,미니 피규어 블록 컬렉션,Mini Figure Building Blocks Collection,옥스포드,15,6000,60,80,17201,mini figure;block collection;character blocks,0,domeggook-com;funpick-co-kr;domema-com
lego-blocks,16,동물 테마 블록 세트,Animal Theme Building Blocks Set,옥스포드,35,14000,60,280,17201,animal blocks;kids toy;zoo theme,0,domeggook-com;ownerclan-com;supercat-co-kr
lego-blocks,17,자동차 조립 블록,Car Assembly Building Blocks,옥스포드,28,11000,61,220,17201,car blocks;assembly toy;vehicle model,0,domeggook-com;dometopia-com;onchannel-co-kr
lego-blocks,18,공룡 블록 피규어,Dinosaur Building Block Figure,옥스포드,22,9000,59,180,17201,dinosaur blocks;figure;prehistoric toy,0,domeggook-com;sellmoa-com;funpick-co-kr
lego-blocks,19,건설 현장 블록 세트,Construction Site Building Blocks Set,옥스포드,65,27000,58,480,17201,construction blocks;site model;heavy equipment,0,domeggook-com;ownerclan-com;domema-com
lego-blocks,20,우주선 조립 블록,Spaceship Assembly Building Blocks,옥스포드,55,23000,58,400,17201,spaceship blocks;space toy;assembly model,0,domeggook-com;dometopia-com;supercat-co-kr
lego-blocks,21,성 조립 블록 세트,Castle Assembly Building Blocks Set,옥스포드,75,32000,57,500,17201,castle blocks;medieval toy;fantasy model,0,domeggook-com;sellmoa-com;onchannel-co-kr
lego-blocks,22,해적선 조립 블록,Pirate Ship Assembly Building Blocks,옥스포드,68,29000,57,480,17201,pirate ship blocks;boat model;adventure toy,0,domeggook-com;ownerclan-com;funpick-co-kr
lego-blocks,23,소방서 블록 세트,Fire Station Building Blocks Set,옥스포드,50,21000,58,400,17201,fire station blocks;rescue toy;city service,0,domeggook-com;dometopia-com;domema-com
lego-blocks,24,경찰서 블록 세트,Police Station Building Blocks Set,옥스포드,50,21000,58,400,17201,police blocks;station model;city service,0,domeggook-com;sellmoa-com;supercat-co-kr
lego-blocks,25,기차 조립 블록,Train Assembly Building Blocks,옥스포드,60,25000,58,450,17201,train blocks;railway model;transport toy,0,domeggook-com;ownerclan-com;onchannel-co-kr
lego-blocks,26,농장 테마 블록 세트,Farm Theme Building Blocks Set,옥스포드,45,19000,58,350,17201,farm blocks;animal farm;countryside toy,0,domeggook-com;dometopia-com;funpick-co-kr
lego-blocks,27,공주 성 블록 세트,Princess Castle Building Blocks Set,옥스포드,70,30000,57,480,17201,princess castle;girl blocks;fantasy toy,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,28,로봇 변신 블록,Robot Transformation Building Blocks,옥스포드,40,17000,58,300,17201,transforming robot;block toy;action figure,0,domeggook-com;ownerclan-com;supercat-co-kr
lego-blocks,29,우주 정거장 블록 세트,Space Station Building Blocks Set,옥스포드,85,38000,55,500,17201,space station;sci-fi blocks;nasa toy,0,domeggook-com;dometopia-com;onchannel-co-kr
lego-blocks,30,해양 탐사선 블록,Ocean Exploration Ship Building Blocks,옥스포드,60,25000,58,450,17201,ocean ship blocks;exploration toy;marine model,0,domeggook-com;funpick-co-kr;domema-com
drones,1,초보자용 미니 드론,Beginner Mini Drone,시마,45,19000,58,150,17969,mini drone;beginner drone;rc quadcopter,0,domeggook-com;ownerclan-com;funpick-co-kr
drones,2,HD 카메라 장착 드론,HD Camera Drone,JJRC,80,35000,56,300,17969,camera drone;hd drone;aerial photography,0,domeggook-com;dometopia-com;domema-com
drones,3,접이식 휴대용 드론,Foldable Portable Drone,Eachine,60,25000,58,250,17969,foldable drone;portable drone;travel drone,0,domeggook-com;sellmoa-com;onchannel-co-kr
drones,4,FPV 레이싱 드론,FPV Racing Drone,GEPRC,120,50000,58,400,17969,fpv drone;racing drone;quadcopter,0,domeggook-com;ownerclan-com;supercat-co-kr
drones,5,드론 배터리 (추가),Drone Battery (Extra),Syma,20,8000,60,80,17969,drone battery;extra battery;lipo battery,0,domeggook-com;dometopia-com;funpick-co-kr
drones,6,드론 프로펠러 세트,Drone Propeller Set,Eachine,10,4000,60,30,17969,drone propeller;replacement parts;quadcopter parts,0,domeggook-com;sellmoa-com;domema-com
drones,7,드론 보호 가드,Drone Propeller Guard,JJRC,15,6000,60,50,17969,propeller guard;drone protection;safety accessory,0,domeggook-com;ownerclan-com;onchannel-co-kr
drones,8,드론 랜딩 기어,Drone Landing Gear,GEPRC,18,7000,61,70,17969,landing gear;drone parts;height extender,15,domeggook-com;dometopia-com;supercat-co-kr
drones,9,드론 충전기,Drone Battery Charger,Syma,25,10000,60,100,17969,drone charger;battery charger;fast charger,0,domeggook-com;funpick-co-kr;domema-com
drones,10,드론 컨트롤러,Drone Remote Controller,Eachine,35,15000,57,200,17969,drone controller;remote control;transmitter,0,domeggook-com;ownerclan-com;onchannel-co-kr
drones,11,GPS 드론,GPS Drone,Holy Stone,150,65000,57,500,17969,gps drone;long range;auto return,0,domeggook-com;dometopia-com;funpick-co-kr
drones,12,전문가용 드론,Professional Drone,DJI,500,220000,56,1500,17969,professional drone;4k camera;long flight,0,domeggook-com;sellmoa-com;domema-com
drones,13,드론 가방/케이스,Drone Carrying Case/Bag,DJI,40,17000,58,300,17969,drone case;carrying bag;protective case,0,domeggook-com;ownerclan-com;onchannel-co-kr
drones,14,드론 카메라 필터 세트,Drone Camera Filter Set,DJI,30,12000,60,50,17969,camera filter;drone accessories;nd filter,6,domeggook-com;dometopia-com;supercat-co-kr
drones,15,드론 모터 (교체용),Drone Motor (Replacement),Eachine,20,8000,60,40,17969,drone motor;replacement parts;brushless motor,0,domeggook-com;funpick-co-kr;domema-com
drones,16,드론 비행 시뮬레이터,Drone Flight Simulator,RealFlight,70,30000,57,100,17969,flight simulator;drone training;rc simulator,0,domeggook-com;ownerclan-com;onchannel-co-kr
drones,17,드론 수리 도구 키트,Drone Repair Tool Kit,iFixit,25,10000,60,120,17969,drone repair;tool kit;maintenance,0,domeggook-com;dometopia-com;supercat-co-kr
drones,18,드론 조종 스틱 커버,Drone Controller Stick Cover,DJI,8,3000,62,30,17969,controller cover;stick protector;drone accessory,0,domeggook-com;sellmoa-com;funpick-co-kr
drones,19,드론 카메라 짐벌,Drone Camera Gimbal,DJI,90,40000,56,200,17969,camera gimbal;stabilizer;drone camera,9,domeggook-com;ownerclan-com;domema-com
drones,20,드론 GPS 모듈,Drone GPS Module,Holy Stone,35,14000,60,50,17969,gps module;drone parts;navigation,6,domeggook-com;dometopia-com;onchannel-co-kr
drones,21,드론 LED 라이트 키트,Drone LED Light Kit,Eachine,12,4500,62,30,17969,drone led;night flight;light kit,0,domeggook-com;sellmoa-com;supercat-co-kr
drones,22,드론 안테나,Drone Antenna,GEPRC,10,3800,62,30,17969,drone antenna;signal booster;fpv antenna,0,domeggook-com;ownerclan-com;funpick-co-kr
drones,23,드론 카메라 렌즈,Drone Camera Lens,DJI,40,17000,58,50,17969,camera lens;drone optics;wide angle lens,0,domeggook-com;dometopia-com;domema-com
drones,24,드론 비행 컨트롤러 보드,Drone Flight Controller Board,Holy Stone,60,25000,58,80,17969,flight controller;drone pcb;brain board,0,domeggook-com;sellmoa-com;onchannel-co-kr
drones,25,드론 프레임 키트,Drone Frame Kit,GEPRC,50,21000,58,150,17969,drone frame;diy drone;quadcopter frame,0,domeggook-com;ownerclan-com;supercat-co-kr
drones,26,드론 송신기 모듈,Drone Transmitter Module,Eachine,28,11000,61,40,17969,transmitter module;radio control;fpv module,0,domeggook-com;dometopia-com;funpick-co-kr
drones,27,드론 수신기 모듈,Drone Receiver Module,Eachine,20,8000,60,30,17969,receiver module;radio control;fpv receiver,0,domeggook-com;sellmoa-com;domema-com
drones,28,드론 FPV 고글,Drone FPV Goggles,Fat Shark,150,65000,57,300,17969,fpv goggles;drone headset;first person view,1,domeggook-com;ownerclan-com;onchannel-co-kr
drones,29,드론 비행 제어 소프트웨어,Drone Flight Control Software,Betaflight,10,4000,60,30,17969,flight software;drone firmware;betaflight,0,domeggook-com;dometopia-com;supercat-co-kr
drones,30,드론 비상 착륙 패드,Drone Emergency Landing Pad,DJI,20,8000,60,100,17969,landing pad;drone safety;emergency landing,0,domeggook-com;funpick-co-kr;domema-com
trading-cards,1,KPOP 아이돌 포토카드 팩,KPOP Idol Photocard Pack,위버스샵,15,6000,60,50,18342,kpop photocard;idol card;trading card pack,0,domeggook-com;ownerclan-com;funpick-co-kr
trading-cards,2,포켓몬스터 한국판 트레이딩 카드 부스터 박스,Pokemon Korean Trading Card Booster Box,포켓몬코리아,80,35000,56,400,18342,pokemon korean;booster box;trading cards,0,domeggook-com;dometopia-com;domema-com
trading-cards,3,유희왕 한국판 트레이딩 카드 덱,Yu-Gi-Oh! Korean Trading Card Deck,코나미,30,12000,60,200,18342,yugioh korean;trading card deck;collectible cards,0,domeggook-com;sellmoa-com;onchannel-co-kr
trading-cards,4,KPOP 아이돌 스페셜 에디션 카드,KPOP Idol Special Edition Card,SMTOWN &STORE,25,10000,60,30,18342,kpop special card;limited edition;idol collectible,0,domeggook-com;ownerclan-com;supercat-co-kr
trading-cards,5,스포츠 스타 트레이딩 카드 (한국 리그),Korean Sports Star Trading Card,KBO,18,7000,61,40,18342,korean sports card;kbo;baseball card,0,domeggook-com;dometopia-com;funpick-co-kr
trading-cards,6,KPOP 앨범 랜덤 포토카드,KPOP Album Random Photocard,JYP SHOP,10,4000,60,20,18342,kpop random card;album photocard;blind pack,0,domeggook-com;sellmoa-com;domema-com
trading-cards,7,애니메이션 트레이딩 카드 (한국어),Korean Anime Trading Card,대원미디어,12,5000,58,30,18342,korean anime card;collectible;character card,0,domeggook-com;ownerclan-com;onchannel-co-kr
trading-cards,8,웹툰 캐릭터 트레이딩 카드,Webtoon Character Trading Card,네이버웹툰,15,6000,60,30,18342,webtoon card;korean webtoon;character collectible,0,domeggook-com;dometopia-com;supercat-co-kr
trading-cards,9,KPOP 아이돌 홀로그램 카드,KPOP Idol Holographic Card,YG SELECT,20,8000,60,20,18342,holographic card;kpop collectible;rare photocard,0,domeggook-com;funpick-co-kr;domema-com
trading-cards,10,한국 전통 테마 트레이딩 카드,Korean Traditional Theme Trading Card,한국문화재재단,10,4000,60,30,18342,korean traditional;culture card;heritage collectible,0,domeggook-com;ownerclan-com;onchannel-co-kr
trading-cards,11,KPOP 아이돌 사인 포토카드,KPOP Idol Signed Photocard,메이크스타,50,20000,60,30,18342,signed photocard;autograph kpop;rare collectible,0,domeggook-com;dometopia-com;funpick-co-kr
trading-cards,12,KPOP 아이돌 렌티큘러 카드,KPOP Idol Lenticular Card,케이타운포유,18,7000,61,25,18342,lenticular card;kpop collectible;3d effect,0,domeggook-com;sellmoa-com;domema-com
trading-cards,13,KPOP 아이돌 포토카드 바인더,KPOP Idol Photocard Binder,스냅스,25,10000,60,200,18342,photocard binder;kpop storage;card album,0,domeggook-com;ownerclan-com;supercat-co-kr
trading-cards,14,KPOP 아이돌 포토카드 슬리브,KPOP Idol Photocard Sleeves,스냅스,8,3000,62,30,18342,photocard sleeves;card protector;kpop accessories,0,domeggook-com;dometopia-com;onchannel-co-kr
trading-cards,15,KPOP 아이돌 포토카드 탑로더,KPOP Idol Photocard Toploader,스냅스,10,4000,60,50,18342,toploader;card holder;photocard protection,0,domeggook-com;funpick-co-kr;domema-com
trading-cards,16,KPOP 아이돌 미개봉 앨범 포토카드,KPOP Idol Unsealed Album Photocard,위버스샵,12,5000,58,20,18342,unsealed photocard;kpop album card;random pull,0,domeggook-com;ownerclan-com;supercat-co-kr
trading-cards,17,KPOP 아이돌 단체 포토카드,KPOP Idol Group Photocard,SMTOWN &STORE,15,6000,60,25,18342,group photocard;kpop group;full member card,0,domeggook-com;dometopia-com;onchannel-co-kr
trading-cards,18,KPOP 아이돌 유닛 포토카드,KPOP Idol Unit Photocard,JYP SHOP,13,5200,60,25,18342,unit photocard;kpop unit;subgroup card,0,domeggook-com;sellmoa-com;funpick-co-kr
trading-cards,19,KPOP 아이돌 데뷔 기념 카드,KPOP Idol Debut Anniversary Card,YG SELECT,20,8000,60,30,18342,debut card;anniversary collectible;kpop special,0,domeggook-com;ownerclan-com;domema-com
trading-cards,20,KPOP 아이돌 컴백 기념 카드,KPOP Idol Comeback Commemorative Card,케이타운포유,18,7000,61,25,18342,comeback card;kpop comeback;new album card,0,domeggook-com;dometopia-com;supercat-co-kr
trading-cards,21,KPOP 아이돌 콘서트 한정 카드,KPOP Idol Concert Limited Card,위버스샵,30,12000,60,30,18342,concert card;limited edition;kpop tour,0,domeggook-com;sellmoa-com;onchannel-co-kr
trading-cards,22,KPOP 아이돌 팬미팅 한정 카드,KPOP Idol Fanmeeting Limited Card,메이크스타,28,11000,61,30,18342,fanmeeting card;limited collectible;kpop event,0,domeggook-com;ownerclan-com;funpick-co-kr
trading-cards,23,KPOP 아이돌 시즌 그리팅 카드,KPOP Idol Season's Greetings Card,SMTOWN &STORE,22,9000,59,30,18342,seasons greetings;kpop holiday;new year card,0,domeggook-com;dometopia-com;domema-com
trading-cards,24,KPOP 아이돌 DVD/블루레이 특전 카드,KPOP Idol DVD/Blu-ray Bonus Card,알라딘,15,6000,60,25,18342,dvd bonus card;bluray special;kpop media,0,domeggook-com;sellmoa-com;onchannel-co-kr
trading-cards,25,KPOP 아이돌 앨범 초동 한정 카드,KPOP Idol First Press Album Card,사운드웨이브,20,8000,60,25,18342,first press card;album bonus;kpop limited,0,domeggook-com;ownerclan-com;supercat-co-kr
trading-cards,26,KPOP 아이돌 랜덤 트레이딩 카드,KPOP Idol Random Trading Card,점프업이엔티,10,4000,60,20,18342,random card;blind pack;kpop collectible,0,domeggook-com;dometopia-com;funpick-co-kr
trading-cards,27,KPOP 아이돌 미니 포토카드,KPOP Idol Mini Photocard,에버라인,8,3200,60,15,18342,mini photocard;small card;kpop collectible,0,domeggook-com;sellmoa-com;domema-com
trading-cards,28,KPOP 아이돌 포토카드 세트 (비공식),KPOP Idol Photocard Set (Unofficial),코코다이브,7,2800,60,40,18342,unofficial photocard;fanmade card;kpop fanart,0,domeggook-com;ownerclan-com;onchannel-co-kr
trading-cards,29,KPOP 아이돌 포토카드 앨범 (비공식),KPOP Idol Photocard Album (Unofficial),디어마이뮤즈,15,6000,60,150,18342,unofficial album;fanmade binder;kpop fanmerch,0,domeggook-com;dometopia-com;supercat-co-kr
trading-cards,30,KPOP 아이돌 포토카드 스티커,KPOP Idol Photocard Sticker,스냅스,5,2000,60,10,18342,photocard sticker;kpop deco;idol sticker,0,domeggook-com;funpick-co-kr;domema-com
character-goods,1,카카오프렌즈 라이언 인형,Kakao Friends Ryan Plush Doll,카카오프렌즈,35,15000,57,250,22002,kakao friends;ryan plush;korean character,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,2,라인프렌즈 브라운 키링,Line Friends Brown Keychain,라인프렌즈,18,7000,61,50,22002,line friends;brown keychain;korean character,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,3,BT21 타타 쿠션,BT21 TATA Cushion,BT21,40,17000,58,300,22002,bt21 tata;kpop character;plush cushion,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,4,핑크퐁 아기상어 인형,Pinkfong Baby Shark Plush Toy,핑크퐁,25,10000,60,200,22002,pinkfong;baby shark;korean kids character,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,5,뽀로로 피규어 세트,Pororo Figure Set,뽀로로,30,12000,60,150,22002,pororo;korean animation;figure set,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,6,카카오프렌즈 어피치 폰케이스,Kakao Friends Apeach Phone Case,카카오프렌즈,22,9000,59,80,22002,kakao apeach;phone case;korean character phone,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,7,라인프렌즈 샐리 머그컵,Line Friends Sally Mug Cup,라인프렌즈,15,6000,60,200,22002,line sally;mug cup;character kitchenware,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,8,BT21 치미 에코백,BT21 Chimmy Eco Bag,BT21,28,11000,61,100,22002,bt21 chimmy;eco bag;kpop merchandise,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,9,핑크퐁 아기상어 스티커,Pinkfong Baby Shark Stickers,핑크퐁,8,3000,62,30,22002,baby shark sticker;kids sticker;pinkfong goods,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,10,뽀로로 학용품 세트,Pororo Stationery Set,뽀로로,12,5000,58,100,22002,pororo stationery;kids school supplies;korean character,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,11,카카오프렌즈 춘식이 인형,Kakao Friends Chunsik Plush Doll,카카오프렌즈,38,16000,58,280,22002,kakao chunsik;new character;plush toy,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,12,라인프렌즈 코니 파우치,Line Friends Cony Pouch,라인프렌즈,20,8000,60,70,22002,line cony;character pouch;cosmetic bag,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,13,BT21 코야 담요,BT21 Koya Blanket,BT21,45,19000,58,400,22002,bt21 koya;character blanket;kpop home goods,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,14,핑크퐁 아기상어 물놀이 장난감,Pinkfong Baby Shark Bath Toy,핑크퐁,15,6000,60,100,22002,baby shark bath;water toy;kids fun,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,15,뽀로로 어린이 시계,Pororo Kids Watch,뽀로로,20,8000,60,50,22002,pororo watch;kids accessory;character timepiece,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,16,카카오프렌즈 라이언 에어팟 케이스,Kakao Friends Ryan Airpods Case,카카오프렌즈,20,8000,60,50,22002,ryan airpods;earbuds case;korean character tech,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,17,라인프렌즈 브라운 피규어,Line Friends Brown Figure,라인프렌즈,25,10000,60,100,22002,brown figure;collectible statue;line friends merch,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,18,BT21 망 펜,BT21 Mang Pen,BT21,10,4000,60,30,22002,bt21 mang;character pen;kpop stationery,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,19,핑크퐁 아기상어 양치컵,Pinkfong Baby Shark Toothbrush Cup,핑크퐁,10,4000,60,80,22002,baby shark cup;kids dental;character bathroom,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,20,뽀로로 도시락통,Pororo Lunch Box,뽀로로,18,7000,61,150,22002,pororo lunchbox;kids lunch;character food container,0,domeggook-com;dometopia-com;domemall-co-kr
character-goods,21,카카오프렌즈 무지 볼펜,Kakao Friends Muzi Ballpoint Pen,카카오프렌즈,8,3000,62,30,22002,kakao muzi;ballpoint pen;character stationery,0,domeggook-com;sellmoa-com;supercat-co-kr
character-goods,22,라인프렌즈 초코 헤어밴드,Line Friends Choco Headband,라인프렌즈,12,5000,58,40,22002,line choco;hairband;character accessory,0,domeggook-com;ownerclan-com;1000za-kr
character-goods,23,BT21 슈키 마우스 패드,BT21 Shooky Mouse Pad,BT21,15,6000,60,100,22002,bt21 shooky;mouse pad;kpop desk accessory,0,domeggook-com;dometopia-com;domemall-co-kr
