rank,slug,name_kr,name_en,zone,change,comp,margin,summary
11,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,5,3,50,"글로벌 팬덤을 보유한 한국 웹툰의 인기가 단행본, 아크릴 스탠드, 키링 등 관련 굿즈 판매로 이어지고 있습니다. 특정 작품의 팬들을 타겟으로 한정판 상품 판매가 효과적입니다."
12,auto-accessories,자동차 액세서리,Auto Accessories,blue,-2,4,30,"차량용 방향제, 대시보드 커버, 고품질 세차용품 등 한국산 차량 관리 용품에 대한 수요가 꾸준합니다. DIY 튜닝 및 차량 개인화 트렌드가 성장을 견인하고 있습니다."
13,computer-parts,컴퓨터 부품/주변기기,Computer Parts & Peripherals,blue,1,4,20,"고성능 메모리(RAM), SSD 등 한국산 컴퓨터 부품은 전 세계적으로 높은 신뢰도를 자랑합니다. 게이밍 키보드, 마우스 등 e스포츠 관련 주변기기 판매도 활발합니다."
14,k-food,K-푸드/스낵,K-Food & Snacks,blue,1,3,35,"K-콘텐츠의 영향으로 라면, 과자, 김 등 한국 식품에 대한 관심이 전 세계적으로 높아지고 있습니다. 특히 매운맛 챌린지 등으로 화제가 된 제품들이 인기를 끕니다."
15,drones,드론/액세서리,Drones & Accessories,blue,-8,3,20,"취미용 및 촬영용 드론과 관련 액세서리(배터리, 프로펠러 등)가 꾸준히 판매되고 있습니다. 특히 휴대성이 좋은 소형 짐벌 카메라의 수요가 높게 나타났습니다."
16,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,4,4,55,"아기자기한 디자인의 스티커, 마스킹테이프, 다이어리 등 '다꾸(다이어리 꾸미기)' 용품이 해외에서도 인기를 끌고 있습니다. K-POP 아티스트나 캐릭터와 연계된 상품들이 특히 강세입니다."
17,golf-gear,골프 용품,Golf Equipment,blue,5,3,25,한국 골프웨어의 세련된 디자인과 기능성이 해외 골퍼들에게 어필하고 있습니다. 골프 거리측정기와 같은 IT 기술을 접목한 용품들도 경쟁력이 있습니다.
18,figures-collectibles,피규어/수집용 완구,Figures & Collectible Toys,blue,-9,4,40,한국 게임 및 웹툰 캐릭터 기반의 고품질 피규어와 아트토이가 수집가들 사이에서 인기를 얻고 있습니다. 한정판으로 출시되는 제품은 높은 리셀 가치를 형성합니다.
19,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,2,3,30,"실용성과 디자인을 겸비한 한국 브랜드의 텐트, 의자, 테이블 등 캠핑 장비가 주목받고 있습니다. 특히 경량화와 미니멀리즘을 강조한 제품들이 인기입니다."
20,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,6,3,45,"전 세계적으로 인기를 끈 K-드라마의 공식 굿즈(OST 앨범, 포토북, 관련 소품 등)가 팬들을 중심으로 꾸준히 판매됩니다. 드라마 속 PPL 상품에 대한 관심도 판매로 이어집니다."
21,fishing-gear,낚시 용품,Fishing Equipment,blue,2,2,30,"고품질의 한국산 낚싯대, 릴, 루어 등이 전문 낚시인들 사이에서 입소문을 타고 있습니다. 가격 대비 성능이 뛰어난 제품들이 경쟁 우위를 점하고 있습니다."
22,kitchen-ware,K-주방용품,Korean Kitchenware,blue,2,2,40,"쿡방과 K-푸드의 인기로 뚝배기, 돌솥, 수저 세트 등 한국 전통 주방용품에 대한 관심이 증가하고 있습니다. 실용적이면서도 독특한 디자인이 특징입니다."
23,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,4,3,50,"가정용 LED 마스크, 갈바닉 이온 마사지기 등 집에서 전문적인 스킨케어를 할 수 있는 뷰티 디바이스 시장이 성장하고 있습니다. K-뷰티의 신뢰도를 바탕으로 판매가 증가하고 있습니다."
24,pet-supplies,반려동물 용품,Pet Supplies,blue,1,3,35,"디자인과 아이디어가 돋보이는 한국산 반려동물 의류, 장난감, 이동 가방 등이 해외 펫팸족에게 인기를 끌고 있습니다. 기능성 사료 및 간식 수요도 꾸준합니다."
25,mens-fashion,남성 패션 잡화,Men's Fashion Accessories,blue,-14,4,30,"K-POP 아이돌의 영향으로 한국 남성 패션에 대한 관심이 높아지면서, 스트릿 스타일의 모자, 가방, 액세서리 등이 인기를 얻고 있습니다."
26,home-decor,K-홈데코,Korean Home Decor,blue,2,2,45,"미니멀하고 감성적인 디자인의 한국 홈데코 소품(패브릭 포스터, 무드등, 디퓨저 등)이 SNS를 통해 인기를 얻으며 판매가 증가하고 있습니다."
27,k-beauty-haircare,K-뷰티 (헤어케어),K-Beauty Haircare,blue,-10,3,50,"스킨케어 성분을 접목한 기능성 샴푸, 트리트먼트 등 한국 헤어케어 제품이 두피 건강에 관심이 많은 소비자들에게 좋은 반응을 얻고 있습니다."
28,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,-9,3,35,"한국 e스포츠 팀들의 국제적인 활약에 힘입어 유니폼, 마우스패드 등 공식 굿즈가 글로벌 팬들에게 꾸준히 판매되고 있습니다. 유명 선수 관련 상품의 인기가 높습니다."
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,40,K-POP 아티스트들이 무대 의상으로 선보이며 현대적으로 재해석된 생활 한복에 대한 해외 팬들의 관심이 증가했습니다. 독특하고 아름다운 디자인이 특징입니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,2,50,"자개 보석함, 한지 공예품 등 한국의 미가 담긴 전통 공예품이 한국 문화를 좋아하는 외국인들에게 특별한 선물이나 소장품으로 판매되고 있습니다."
