cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,21,K-POP 아이돌 스티커 팩,K-POP Idol Sticker Pack,메이크스타,12,5000,58,40,11923,kpop stickers;idol decals;fan decoration,0,domeggook-com;dometopia-com;sellmoa-com
kpop-goods,22,K-POP 아이돌 엽서 세트,K-POP Idol Postcard Set,에버라인,15,6500,57,60,11923,kpop postcards;idol stationery;fan mail,0,ownerclan-com;onchannel-co-kr;domema-com
kpop-goods,23,K-POP 아이돌 배지 세트,K-POP Idol Badge Set,뮤직플랜트,14,5800,58,50,11923,kpop badge;idol pin;fan accessory,0,domeggook-com;fandommall-co-kr;dometopia-com
kpop-goods,24,K-POP 아이돌 포토카드 바인더,K-POP Idol Photocard Binder,보드엠,20,8000,60,180,11923,pc binder;kpop storage;card album,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,25,K-POP 아이돌 아크릴 스탠드,K-POP Idol Acrylic Stand,하이하바,25,10000,60,150,11923,kpop standee;idol display;acrylic figure,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,26,K-POP 아이돌 폰케이스,K-POP Idol Phone Case,레브팔레트,28,12000,57,90,11923,kpop phone cover;idol phone accessory;fan case,0,ownerclan-com;onchannel-co-kr;enterbiz-co-kr
kpop-goods,27,K-POP 아이돌 머그컵,K-POP Idol Mug Cup,Weverse Shop,20,8000,60,300,11923,kpop mug;idol drinkware;fan collectible,0,domeggook-com;fandommall-co-kr;withmuu-com
kpop-goods,28,K-POP 아이돌 담요,K-POP Idol Blanket,YG SELECT,40,18000,55,450,11923,kpop blanket;idol throw;fan merch,0,ownerclan-com;domema-com;kpopstore-com
kpop-goods,29,K-POP 아이돌 티셔츠,K-POP Idol T-shirt,SMTOWN &STORE,35,15000,57,250,11923,kpop shirt;idol apparel;fan clothing,0,domeggook-com;onchannel-co-kr;fandommall-co-kr
kpop-goods,30,K-POP 아이돌 캘린더,K-POP Idol Calendar,JYP SHOP,25,10000,60,200,11923,kpop calendar;idol planner;fan merchandise,0,ownerclan-com;withmuu-com;domema-com
trading-cards,1,유희왕 오피셜 카드게임 스트럭처 덱,Yu-Gi-Oh! OCG Structure Deck,대원미디어,25,10000,60,200,183451,yugioh deck;ocg cards;trading card game,0,domeggook-com;tcgshop-co-kr;cardfactory-co-kr
trading-cards,2,포켓몬 카드 게임 확장팩,Pokemon Card Game Booster Pack,대원미디어,12,4800,60,50,183451,pokemon tcg;booster pack;korean pokemon cards,0,ownerclan-com;cardmarket-co-kr;yugiohshop-co-kr
trading-cards,3,매직 더 개더링 부스터 박스,Magic: The Gathering Booster Box,코리아보드게임즈,120,50000,58,400,183451,mtg booster;magic cards;tcg box,0,domeggook-com;tcgshop-co-kr;cardfactory-co-kr
trading-cards,4,디지몬 카드 게임 스타터 덱,Digimon Card Game Starter Deck,대원미디어,20,8000,60,180,183451,digimon tcg;starter deck;korean digimon,0,ownerclan-com;cardmarket-co-kr;dometopia-com
trading-cards,5,뱅가드 카드 게임 트라이얼 덱,Cardfight!! Vanguard Trial Deck,대원미디어,18,7500,58,150,183451,vanguard tcg;trial deck;korean cardfight,0,domeggook-com;tcgshop-co-kr;cardfactory-co-kr
trading-cards,6,원피스 카드 게임 부스터 팩,One Piece Card Game Booster Pack,대원미디어,15,6000,60,60,183451,one piece tcg;booster pack;korean one piece,0,ownerclan-com;cardmarket-co-kr;dometopia-com
trading-cards,7,TCG 카드 프로텍터,TCG Card Protector Sleeves,TCG샵,10,4000,60,70,183451,card sleeves;tcg accessories;card protector,0,domeggook-com;ownerclan-com;tcgshop-co-kr
trading-cards,8,카드 바인더 앨범,Card Binder Album,카드캐슬,20,8000,60,250,183451,card album;tcg storage;binder for cards,0,ownerclan-com;cardfactory-co-kr;domema-com
trading-cards,9,보드게임 카드 확장팩,Board Game Card Expansion Pack,코리아보드게임즈,22,9000,59,150,183451,board game cards;expansion set;korean board games,0,domeggook-com;dometopia-com;sellmoa-com
trading-cards,10,TCG 플레이 매트,TCG Playmat,카드킹덤,30,13000,57,200,183451,playmat;tcg accessory;card gaming mat,0,domeggook-com;tcgshop-co-kr;cardmarket-co-kr
trading-cards,11,TCG 카드 케이스,TCG Card Deck Box,롤링다이스,15,6000,60,100,183451,deck box;card storage;tcg case,0,ownerclan-com;cardfactory-co-kr;domema-com
trading-cards,12,아이돌 포토카드,K-POP Idol Photocard,대원미디어,10,4000,60,20,183451,kpop pc;idol collectible;korean photocard,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,13,스포츠 트레이딩 카드 팩,Sports Trading Card Pack,학산문화사,8,3200,60,40,183451,sports cards;collectible pack;korean sports,0,domeggook-com;sellmoa-com;onchannel-co-kr
trading-cards,14,애니메이션 트레이딩 카드,Anime Trading Card,아카데미과학,7,2800,60,30,183451,anime cards;collectible anime;korean animation,0,ownerclan-com;domema-com;dometopia-com
trading-cards,15,TCG 부스터 박스,TCG Booster Box,별빛바다,80,35000,56,350,183451,tcg box;booster display;card game,0,domeggook-com;tcgshop-co-kr;cardmarket-co-kr
trading-cards,16,TCG 스타터 덱,TCG Starter Deck,인터하비,20,8000,60,180,183451,starter deck;tcg beginner;card game set,0,ownerclan-com;cardfactory-co-kr;yugiohshop-co-kr
trading-cards,17,TCG 싱글 카드 (레어),TCG Single Card (Rare),듀얼존,15,6000,60,10,183451,rare card;tcg single;collectible card,0,domeggook-com;tcgshop-co-kr;cardmarket-co-kr
trading-cards,18,TCG 카드 보호탑 로더,TCG Top Loader Card Protector,레드다이스,5,2000,60,20,183451,top loader;card protection;tcg supplies,0,ownerclan-com;dometopia-com;sellmoa-com
trading-cards,19,TCG 카드 디스플레이 스탠드,TCG Card Display Stand,하비게임몰,12,5000,58,80,183451,card stand;tcg display;collectible holder,0,domeggook-com;ownerclan-com;domema-com
trading-cards,20,TCG 카드 보관함,TCG Card Storage Box,보드피아,25,10000,60,300,183451,card box;tcg storage;collectible container,0,domeggook-com;cardfactory-co-kr;cardmarket-co-kr
trading-cards,21,TCG 카드 게임 매뉴얼,TCG Card Game Manual,대원미디어,10,4000,60,100,183451,tcg rules;game guide;card game manual,0,ownerclan-com;dometopia-com;sellmoa-com
trading-cards,22,TCG 카드 토큰 세트,TCG Card Token Set,코리아보드게임즈,8,3200,60,50,183451,card tokens;tcg accessories;game markers,0,domeggook-com;tcgshop-co-kr;domema-com
trading-cards,23,TCG 카드 카운터 주사위,TCG Card Counter Dice,미미월드,6,2400,60,30,183451,card dice;tcg counters;game accessories,0,ownerclan-com;cardfactory-co-kr;dometopia-com
trading-cards,24,TCG 카드 홀로그램 프로텍터,TCG Card Holographic Sleeves,카드캐슬,12,4800,60,60,183451,holographic sleeves;card protection;tcg supplies,0,domeggook-com;tcgshop-co-kr;cardmarket-co-kr
trading-cards,25,TCG 카드 플레이 필드,TCG Card Play Field,카드킹덤,28,11500,59,220,183451,play field;tcg mat;card game zone,0,ownerclan-com;domema-com;yugiohshop-co-kr
trading-cards,26,TCG 카드 프로모션 팩,TCG Card Promotion Pack,롤링다이스,18,7500,58,40,183451,promo pack;tcg exclusive;collectible cards,0,domeggook-com;dometopia-com;sellmoa-com
trading-cards,27,TCG 카드 콜렉션 세트,TCG Card Collection Set,별빛바다,40,18000,55,300,183451,card set;tcg collector;full collection,0,ownerclan-com;tcgshop-co-kr;cardfactory-co-kr
trading-cards,28,TCG 카드 게임 확장 세트,TCG Card Game Expansion Set,인터하비,35,15000,57,250,183451,expansion set;tcg add-on;game upgrade,0,domeggook-com;cardmarket-co-kr;yugiohshop-co-kr
trading-cards,29,TCG 카드 보관 케이스,TCG Card Storage Case,듀얼존,20,8000,60,200,183451,card case;tcg storage;portable box,0,ownerclan-com;domema-com;dometopia-com
trading-cards,30,TCG 카드 게임 플레이 북,TCG Card Game Playbook,레드다이스,15,6000,60,120,183451,playbook;tcg strategy;game guide,0,domeggook-com;tcgshop-co-kr;sellmoa-com
auto-parts,1,현대모비스 순정 에어 필터,Hyundai Mobis Genuine Air Filter,현대모비스,25,10000,60,200,33612,hyundai filter;mobis parts;car air filter,0,domeggook-com;mobisparts-co-kr;autoand-co-kr
auto-parts,2,한국타이어 벤투스 V2 컨셉2,Hankook Ventus V2 Concept2 Tire,한국타이어,120,50000,58,1000,33746,hankook tire;ventus v2;car performance tire,0,ownerclan-com;carpos-co-kr;mobis-co-kr
auto-parts,3,만도 순정 브레이크 패드,Mando Genuine Brake Pad,만도,45,20000,55,800,33567,mando brake;car brake pad;korean auto parts,0,domeggook-com;autoand-co-kr
auto-parts,4,금호타이어 솔루스 TA31,Kumho Solus TA31 Tire,금호타이어,110,45000,59,950,33746,kumho tire;solus ta31;all season tire,0,ownerclan-com;carpos-co-kr;mobisparts-co-kr
auto-parts,5,불스원샷 연료첨가제,Bullsone Shot Fuel Additive,불스원,18,7500,58,300,33698,bullsone additive;fuel cleaner;car maintenance,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,6,넥센타이어 엔프리즈 AH5,Nexen N'Priz AH5 Tire,넥센타이어,100,40000,60,900,33746,nexen tire;n'priz ah5;passenger car tire,0,domeggook-com;carpos-co-kr;autoand-co-kr
auto-parts,7,보쉬 에어로트윈 와이퍼 블레이드,Bosch Aerotwin Wiper Blade,보쉬,30,13000,57,250,33694,bosch wiper;aerotwin blade;car windshield,0,ownerclan-com;mobisparts-co-kr
auto-parts,8,카포스 자동차 세정제,Carpos Car Cleaner,카포스,15,6000,60,500,33698,carpos cleaner;auto detailing;car wash,0,domeggook-com;carpos-co-kr;dometopia-com
auto-parts,9,오토앤 차량용 방향제,Auto& Car Air Freshener,오토앤,12,5000,58,100,33698,autoand air freshener;car scent;vehicle interior,0,ownerclan-com;autoand-co-kr;domema-com
auto-parts,10,지파츠 엔진 오일 필터,Gparts Engine Oil Filter,지파츠,20,8000,60,150,33612,gparts filter;engine oil;car maintenance,0,domeggook-com;mobisparts-co-kr
auto-parts,11,파츠몰 LED 헤드라이트 전구,Partsmall LED Headlight Bulb,파츠몰,40,18000,55,120,33710,partsmall led;headlight bulb;car lighting,0,ownerclan-com;dometopia-com;sellmoa-com
auto-parts,12,카젠 자동차 배터리,Carzen Car Battery,카젠,90,38000,58,800,33575,carzen battery;auto power;car electrical,0,domeggook-com;carpos-co-kr;mobis-co-kr
auto-parts,13,오토오아시스 엔진 오일,AutoOasis Engine Oil,오토오아시스,35,15000,57,400,33612,autooasis oil;engine lubricant;car fluid,0,ownerclan-com;autoand-co-kr;domema-com
auto-parts,14,스피드메이트 브레이크 오일,Speedmate Brake Fluid,스피드메이트,20,8000,60,300,33612,speedmate fluid;brake oil;car maintenance,0,domeggook-com;mobisparts-co-kr
auto-parts,15,더카 차량용 공기청정기,TheCar Car Air Purifier,더카,50,22000,56,350,33698,thecar purifier;car air cleaner;vehicle interior,0,ownerclan-com;dometopia-com;sellmoa-com
auto-parts,16,자동차 와이퍼 블레이드,Car Wiper Blade,현대모비스,20,8000,60,200,33694,car wiper;windshield blade;auto parts,0,domeggook-com;mobisparts-co-kr;autoand-co-kr
auto-parts,17,자동차 엔진 오일,Car Engine Oil,만도,30,12000,60,400,33612,engine oil;car lubricant;auto fluid,0,ownerclan-com;mobis-co-kr
auto-parts,18,자동차 에어 필터,Car Air Filter,불스원,18,7000,61,180,33612,air filter;cabin filter;car air intake,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,19,자동차 브레이크 패드,Car Brake Pad,보쉬,40,17000,57,700,33567,brake pad;disc brake;auto braking,0,domeggook-com;autoand-co-kr
auto-parts,20,자동차 타이어,Car Tire,한국타이어,100,40000,60,900,33746,car tire;vehicle wheel;auto rubber,0,ownerclan-com;carpos-co-kr;mobis-co-kr
auto-parts,21,자동차 퓨즈 세트,Car Fuse Set,현대모비스,10,4000,60,50,33589,car fuse;auto electrical;fuse kit,0,domeggook-com;mobisparts-co-kr;dometopia-com
auto-parts,22,자동차 스파크 플러그,Car Spark Plug,만도,15,6000,60,80,33735,spark plug;engine ignition;auto parts,0,ownerclan-com;sellmoa-com
auto-parts,23,자동차 에어컨 필터,Car AC Filter,불스원,22,9000,59,220,33612,ac filter;cabin air filter;car climate,0,domeggook-com;carpos-co-kr;autoand-co-kr
auto-parts,24,자동차 배터리 충전기,Car Battery Charger,보쉬,50,20000,60,500,33575,battery charger;car power;auto accessory,0,ownerclan-com;mobis-co-kr;dometopia-com
auto-parts,25,자동차 워셔액,Car Windshield Washer Fluid,카포스,8,3200,60,500,33698,washer fluid;windshield cleaner;car care,0,domeggook-com;carpos-co-kr;domema-com
auto-parts,26,자동차 실내등 LED,Car Interior LED Light,오토앤,15,6000,60,50,33710,interior led;car lighting;auto accessory,0,ownerclan-com;autoand-co-kr;sellmoa-com
auto-parts,27,자동차 타이어 공기압 게이지,Car Tire Pressure Gauge,지파츠,12,5000,58,100,33746,tire gauge;pressure monitor;car maintenance,0,domeggook-com;dometopia-com
auto-parts,28,자동차 워터 펌프,Car Water Pump,파츠몰,70,30000,57,600,33753,water pump;engine cooling;auto parts,0,ownerclan-com;mobisparts-co-kr;mobis-co-kr
auto-parts,29,자동차 라디에이터 호스,Car Radiator Hose,카젠,25,10000,60,250,33753,radiator hose;cooling system;auto parts,0,domeggook-com;carpos-co-kr;autoand-co-kr
auto-parts,30,자동차 브레이크 디스크 로터,Car Brake Disc Rotor,오토오아시스,60,25000,58,900,33567,brake rotor;disc brake;auto braking,0,ownerclan-com;domema-com
k-fashion,1,앤더슨벨 로고 티셔츠,Andersson Bell Logo T-shirt,앤더슨벨,70,30000,57,250,15724,andersson bell;korean fashion;designer tee,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,2,아더에러 폭스 로고 맨투맨,ADER error Fox Logo Sweatshirt,아더에러,150,65000,57,400,15724,ader error;korean streetwear;fox sweatshirt,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,3,젠틀몬스터 선글라스,Gentle Monster Sunglasses,젠틀몬스터,250,100000,60,150,175782,gentle monster;korean eyewear;designer sunglasses,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,4,커버낫 C 로고 후드티,Covernat C Logo Hoodie,커버낫,80,35000,56,500,15724,covernat hoodie;korean casual wear;logo sweatshirt,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,5,디스이즈네버댓 로고 캡 모자,thisisneverthat Logo Cap,디스이즈네버댓,45,20000,55,100,15724,thisisneverthat;korean cap;streetwear hat,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,6,무신사 스탠다드 슬랙스,Musinsa Standard Slacks,무신사,60,25000,58,350,15724,musinsa slacks;korean pants;mens fashion,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,7,W컨셉 디자이너 원피스,W Concept Designer Dress,W컨셉,120,50000,58,300,15724,w concept dress;korean designer;womens fashion,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,8,29CM 셀렉트 니트 가디건,29CM Select Knit Cardigan,29CM,90,38000,58,380,15724,29cm cardigan;korean knitwear;womens sweater,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,9,스타일난다 립스틱,Stylenanda Lipstick,스타일난다,25,10000,60,50,15709,stylenanda makeup;korean lipstick;3ce,0,domeggook-com;ownerclan-com;dometopia-com
k-fashion,10,임블리 블리블리 쿠션 팩트,Imvely Vely Vely Cushion Pact,임블리,35,15000,57,120,15709,imvely makeup;korean cushion;vely vely,0,domeggook-com;ownerclan-com;sellmoa-com
k-fashion,11,KREAM 한정판 스니커즈,KREAM Limited Edition Sneakers,KREAM,300,130000,57,800,15709,kream sneakers;korean resale;limited edition shoes,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,12,솔드아웃 스트릿웨어 후드티,Soldout Streetwear Hoodie,솔드아웃,85,36000,58,450,15724,soldout hoodie;korean streetwear;resale fashion,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,13,브랜디 여성 블라우스,Brandy Women's Blouse,브랜디,50,20000,60,180,15724,brandy blouse;korean women's wear;fashion top,0,sinsangmarket-kr;linkshops-com;domema-com
k-fashion,14,에이블리 데일리 스커트,Avely Daily Skirt,에이블리,40,17000,57,200,15724,avely skirt;korean daily wear;womens bottom,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,15,지그재그 여성 청바지,Zigzag Women's Jeans,지그재그,70,30000,57,400,15724,zigzag jeans;korean denim;womens pants,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,16,K-패션 여성 티셔츠,K-Fashion Women's T-shirt,무신사,30,12000,60,150,15724,korean tee;womens top;kfashion basic,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,17,K-패션 남성 후드티,K-Fashion Men's Hoodie,커버낫,65,28000,57,400,15724,korean hoodie;mens streetwear;kfashion top,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,18,K-패션 데님 재킷,K-Fashion Denim Jacket,디스이즈네버댓,90,38000,58,600,15724,korean denim;denim jacket;kfashion outerwear,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,19,K-패션 미니 원피스,K-Fashion Mini Dress,스타일난다,55,23000,58,250,15724,korean dress;mini dress;kfashion women,0,sinsangmarket-kr;linkshops-com;domema-com
k-fashion,20,K-패션 오버사이즈 셔츠,K-Fashion Oversized Shirt,앤더슨벨,75,32000,57,300,15724,korean shirt;oversized top;kfashion unisex,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,21,K-패션 스웨트팬츠,K-Fashion Sweatpants,아더에러,80,35000,56,400,15724,korean sweatpants;joggers;kfashion bottom,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,22,K-패션 볼캡,K-Fashion Ball Cap,젠틀몬스터,40,17000,57,90,15724,korean cap;ballcap;kfashion accessory,0,sinsangmarket-kr;linkshops-com;domema-com
k-fashion,23,K-패션 크롭탑,K-Fashion Crop Top,임블리,35,15000,57,120,15724,korean crop top;womens fashion;kfashion summer,0,sinsangmarket-kr;linkshops-com;sellmoa-com
k-fashion,24,K-패션 플리츠 스커트,K-Fashion Pleated Skirt,브랜디,45,19000,58,200,15724,korean skirt;pleated skirt;kfashion women,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,25,K-패션 와이드 팬츠,K-Fashion Wide Leg Pants,에이블리,60,25000,58,350,15724,korean pants;wide leg;kfashion bottom,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,26,K-패션 롱 코트,K-Fashion Long Coat,지그재그,120,50000,58,700,15724,korean coat;long outerwear;kfashion winter,0,sinsangmarket-kr;linkshops-com;domema-com
k-fashion,27,K-패션 스니커즈,K-Fashion Sneakers,KREAM,100,40000,60,700,15709,korean sneakers;fashion shoes;kfashion footwear,0,sinsangmarket-kr;linkshops-com;ndm-kr
k-fashion,28,K-패션 백팩,K-Fashion Backpack,솔드아웃,70,30000,57,500,15724,korean backpack;fashion bag;kfashion accessory,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-fashion,29,K-패션 스카프,K-Fashion Scarf,W컨셉,40,17000,57,100,15724,korean scarf;fashion accessory;kfashion neckwear,0,sinsangmarket-kr;linkshops-com;domema-com
k-fashion,30,K-패션 양말 세트,K-Fashion Socks Set,무신사,15,6000,60,80,15724,korean socks;fashion socks;kfashion accessory,0,sinsangmarket-kr;linkshops-com;gotomall-kr
k-beauty-skincare,1,조선미녀 맑은쌀 선크림,Beauty of Joseon Relief Sun Rice,조선미녀,18.5,7800,42,220,11233,korean sunscreen;kbeauty;rice extract,0,domeggook-com;ownerclan-com;koreacosmetic-com
k-beauty-skincare,2,이니스프리 그린티 씨드 세럼,Innisfree Green Tea Seed Serum,이니스프리,28,12000,57,180,11233,innisfree serum;green tea skincare;korean essence,0,domeggook-com;beautyandbiz-com;kbeautydomae-com
k-beauty-skincare,3,닥터자르트 시카페어 크림,Dr. Jart+ Cicapair Cream,닥터자르트,40,18000,55,150,11233,dr jart cica;cicapair cream;korean moisturizer,0,ownerclan-com;cosmeticbank-co-kr;onchannel-co-kr
k-beauty-skincare,4,코스알엑스 퓨어핏 시카 토너,COSRX Pure Fit Cica Toner,코스알엑스,22,9000,59,250,11233,cosrx cica;korean toner;sensitive skin,0,domeggook-com;koreacosmetic-com;dometopia-com
k-beauty-skincare,5,메디힐 티트리 케어 솔루션 마스크,Mediheal Tea Tree Care Solution Mask,메디힐,15,6000,60,100,11233,mediheal mask;tea tree sheet mask;korean skincare,0,ownerclan-com;beautyandbiz-com;sellmoa-com
k-beauty-skincare,6,설화수 윤조 에센스,Sulwhasoo First Care Activating Serum,설화수,80,35000,56,200,11233,sulwhasoo serum;korean luxury skincare;first care,0,domeggook-com;koreacosmetic-com;cosmeticbank-co-kr
k-beauty-skincare,7,헤라 블랙 쿠션,Hera Black Cushion,헤라,45,20000,55,120,11233,hera cushion;korean foundation;black cushion,0,ownerclan-com;beautyandbiz-com;onchannel-co-kr
k-beauty-skincare,8,라네즈 워터 슬리핑 마스크,Laneige Water Sleeping Mask,라네즈,25,10000,60,180,11233,laneige mask;sleeping pack;korean hydration,0,domeggook-com;kbeautydomae-com;dometopia-com
k-beauty-skincare,9,아비브 어성초 스팟 패드 카밍 터치,Abib Heartleaf Spot Pad Calming Touch,아비브,20,8000,60,150,11233,abib heartleaf;spot pad;korean calming,0,ownerclan-com;koreacosmetic-com;sellmoa-com
k-beauty-skincare,10,넘버즈인 3번 찹찹 보들 결 세럼,Numbuzin No.3 Skin Softening Serum,넘버즈인,28,12000,57,100,11233,numbuzin serum;korean texture;skin softening,0,domeggook-com;beautyandbiz-com;cosmeticbank-co-kr
k-beauty-skincare,11,마녀공장 퓨어 클렌징 오일,Manyo Factory Pure Cleansing Oil,마녀공장,25,10000,60,250,11233,manyo cleansing oil;korean double cleanse;pure oil,0,ownerclan-com;kbeautydomae-com;onchannel-co-kr
k-beauty-skincare,12,라운드랩 1025 독도 토너,Round Lab 1025 Dokdo Toner,라운드랩,20,8000,60,280,11233,round lab dokdo;korean toner;hydration toner,0,domeggook-com;koreacosmetic-com;dometopia-com
k-beauty-skincare,13,아누아 어성초 77 수딩 토너,Anua Heartleaf 77% Soothing Toner,아누아,25,10000,60,280,11233,anua heartleaf;soothing toner;korean calming,0,ownerclan-com;beautyandbiz-com;sellmoa-com
k-beauty-skincare,14,스킨1004 마다가스카르 센텔라 앰플,SKIN1004 Madagascar Centella Ampoule,스킨1004,22,9000,59,120,11233,skin1004 centella;madagascar ampoule;korean soothing,0,domeggook-com;kbeautydomae-com;cosmeticbank-co-kr
k-beauty-skincare,15,토리든 다이브인 저분자 히알루론산 세럼,Torriden DIVE-IN Low Molecular Hyaluronic Acid Serum,토리든,28,12000,57,100,11233,torriden serum;hyaluronic acid;korean hydration,0,ownerclan-com;koreacosmetic-com;onchannel-co-kr
k-beauty-skincare,16,K-뷰티 수분 크림,K-Beauty Hydrating Cream,이니스프리,20,8000,60,150,11233,korean moisturizer;hydrating cream;kbeauty skincare,0,domeggook-com;beautyandbiz-com;dometopia-com
k-beauty-skincare,17,K-뷰티 클렌징 폼,K-Beauty Cleansing Foam,라네즈,15,6000,60,120,11233,korean cleanser;cleansing foam;kbeauty face wash,0,ownerclan-com;kbeautydomae-com;sellmoa-com
k-beauty-skincare,18,K-뷰티 시트 마스크 팩,K-Beauty Sheet Mask Pack,메디힐,10,4000,60,80,11233,korean mask;sheet mask;kbeauty face mask,0,domeggook-com;koreacosmetic-com;cosmeticbank-co-kr
