rank,slug,name_kr,name_en,zone,change,comp,margin,summary
17,auto-accessories,자동차 액세서리,Auto Accessories,blue,6,3,30,"차량용 방향제, 대시보드 커버 등 한국적 디자인 감성이 반영된 액세서리들이 틈새시장을 공략하고 있습니다."
18,k-beauty-makeup,K-뷰티 (색조),K-Beauty Makeup,blue,-8,5,28,"립 틴트, 쿠션 파운데이션 등 K-드라마와 아이돌 메이크업의 영향으로 꾸준한 수요를 보입니다."
19,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,0,3,30,'나 혼자만 레벨업' 등 글로벌 히트 웹툰의 관련 상품들이 해외 팬들 사이에서 높은 인기를 끌고 있습니다.
20,golf-gear,골프 용품,Golf Equipment,blue,-4,2,45,한국 브랜드의 골프 의류와 액세서리가 디자인과 기능성을 바탕으로 점차 인지도를 넓혀가고 있습니다.
21,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,-1,3,40,"경량화와 실용성을 강조한 한국산 텐트, 캠핑 가구 등이 해외 캠핑족들에게 좋은 반응을 얻고 있습니다."
22,kitchen-ware,K-주방용품,Korean Kitchenware,blue,2,2,35,"한식에 대한 관심 증가로 돌솥, 수저 세트 등 한국 전통 주방용품에 대한 수요가 발생하고 있습니다."
23,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,-1,3,29,인기 드라마 속 배우들이 착용한 패션 아이템이나 소품들이 종영 후에도 꾸준히 검색되고 판매됩니다.
24,pet-supplies,반려동물 용품,Pet Supplies,blue,-3,3,25,디자인이 뛰어난 반려동물 의류와 기능성 간식 등 한국산 애견용품이 점차 주목받고 있습니다.
25,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,1,2,33,T1 등 유명 e스포츠 구단의 유니폼과 관련 굿즈가 글로벌 팬덤을 중심으로 꾸준히 판매됩니다.
26,fishing-gear,낚시 용품,Fishing Equipment,blue,-9,2,40,가성비 좋은 한국산 낚싯대와 릴이 입문자 및 중급자들 사이에서 수요가 있습니다.
27,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,-2,4,55,"LED 마스크, 갈바닉 등 홈케어용 뷰티 디바이스가 높은 기술력을 바탕으로 고가에 판매되고 있습니다."
28,home-decor,K-홈데코,Korean Home Decor,blue,0,2,30,미니멀하고 감성적인 디자인의 한국 홈데코 소품들이 SNS를 통해 알려지며 해외 소비자들의 관심을 끌고 있습니다.
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,38,일상복으로 활용 가능한 모던 한복이 K-컬처 팬들 사이에서 특별한 패션 아이템으로 인식되며 판매가 이루어집니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,1,50,"나전칠기, 한지 공예품 등 한국의 미가 담긴 전통 공예품이 소수의 수집가 및 한국 문화 애호가들에게 판매됩니다."
