cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
kpop-goods,17,에스파 공식 응원봉,aespa Official Light Stick,SMTOWN &STORE,55,25000,55,270,184600,kpop lightstick;aespa;official merch,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,18,레드벨벳 앨범 'The ReVe Festival 2022',Red Velvet Album 'The ReVe Festival 2022',SMTOWN &STORE,27,13000,52,310,184600,kpop album;red velvet;reveluv,0,domeggook-com;dometopia-com;domemall-co-kr
kpop-goods,19,몬스타엑스 포토카드,MONSTA X Photo Card,Starship Square,10,4500,55,35,184600,kpop;monsta x;photocard,0,ownerclan-com;onchannel-co-kr;witaksell-com
kpop-goods,20,더보이즈 앨범 'PHANTASY',THE BOYZ Album 'PHANTASY',IST Entertainment,31,15500,50,360,184600,kpop album;the boyz;phantasy,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,21,K-POP 아이돌 포스터,K-POP Idol Poster,Ktown4u,15,6000,60,120,184600,kpop poster;idol merch;official poster,0,domeggook-com;ownerclan-com;dometopia-com
kpop-goods,22,K-POP 그룹 슬로건,K-POP Group Slogan,사운드웨이브,22,9500,57,90,184600,kpop slogan;fan support;concert goods,0,ownerclan-com;onchannel-co-kr;witaksell-com
kpop-goods,23,K-POP 아이돌 키링,K-POP Idol Keyring,메이크스타,18,7500,58,60,184600,kpop keyring;idol merch;cute keyring,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,24,K-POP 앨범 포토카드 바인더,K-POP Album Photocard Binder,뮤직코리아,25,11000,56,200,184600,photocard binder;kpop storage;album accessories,0,domeggook-com;dometopia-com;domemall-co-kr
kpop-goods,25,K-POP 아이돌 인형,K-POP Idol Plush Doll,디어마이뮤즈,35,16000,54,280,184600,kpop doll;idol plush;fan merch,0,ownerclan-com;onchannel-co-kr;witaksell-com
kpop-goods,26,K-POP 앨범 포스터 세트,K-POP Album Poster Set,애플뮤직,20,8500,58,150,184600,kpop poster;album poster;collectible,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,27,K-POP 아이돌 스티커 팩,K-POP Idol Sticker Pack,위드드라마,10,4000,60,30,184600,kpop stickers;idol decals;fan art,0,domeggook-com;dometopia-com;domemall-co-kr
kpop-goods,28,K-POP 그룹 배지 세트,K-POP Group Badge Set,뮤직플랜트,12,5000,58,50,184600,kpop badge;idol pin;collectible,0,ownerclan-com;onchannel-co-kr;witaksell-com
kpop-goods,29,K-POP 아이돌 포토카드 홀더,K-POP Idol Photocard Holder,비트로드,16,7000,56,70,184600,photocard holder;kpop accessories;idol display,0,domeggook-com;sellmoa-com;domema-com
kpop-goods,30,K-POP 아이돌 미니 등신대,K-POP Idol Mini Standee,조은뮤직,28,12000,57,180,184600,kpop standee;idol figure;desk decor,0,domeggook-com;dometopia-com;domemall-co-kr
trading-cards,1,포켓몬 카드 게임 확장팩 '스칼렛&바이올렛',Pokemon TCG Expansion Pack 'Scarlet & Violet',포켓몬코리아,45,20000,56,150,183454,pokemon cards;tcg;scarlet violet,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,2,유희왕 OCG 듀얼리스트 팩 '폭풍의 스타더스트',Yu-Gi-Oh! OCG Duelist Pack 'Stardust Overdrive',대원미디어,30,13000,57,100,183454,yugioh cards;ocg;duelist pack,0,domeggook-com;sellmoa-com;domema-com
trading-cards,3,별의 커비 카드 게임 스타터 덱,Kirby Card Game Starter Deck,별의 커비 카드,25,11000,56,180,183454,kirby cards;starter deck;tcg,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,4,매직 더 개더링 한국어판 부스터 팩,Magic The Gathering Korean Booster Pack,코리아보드게임즈,15,6500,57,70,183454,mtg korean;booster pack;magic cards,0,domeggook-com;dometopia-com;domemall-co-kr
trading-cards,5,디지몬 카드 게임 스타터 덱 '가이아 레드',Digimon Card Game Starter Deck 'Gaia Red',대원미디어,28,12500,55,160,183454,digimon cards;starter deck;tcg,0,domeggook-com;ownerclan-com;sellmoa-com
trading-cards,6,포켓몬 카드 게임 프리미엄 컬렉션 박스,Pokemon TCG Premium Collection Box,포켓몬코리아,70,30000,57,400,183454,pokemon collection;premium box;tcg,0,domeggook-com;dometopia-com;domema-com
trading-cards,7,유희왕 OCG 스트럭처 덱 '사이버 유니버스',Yu-Gi-Oh! OCG Structure Deck 'Cyberse Link',대원미디어,22,9500,57,130,183454,yugioh structure;cyberse;ocg,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,8,블루 아카이브 트레이딩 카드 게임 부스터 팩,Blue Archive TCG Booster Pack,젠틀카인드,35,16000,54,110,183454,blue archive;tcg;booster pack,0,domeggook-com;sellmoa-com;domemall-co-kr
trading-cards,9,원피스 카드 게임 스타터 덱 '최악의 세대',One Piece Card Game Starter Deck 'Worst Generation',대원미디어,26,11500,56,170,183454,one piece cards;starter deck;tcg,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,10,뱅가드 카드 게임 부스터 팩,Cardfight!! Vanguard Booster Pack,학산문화사,18,8000,56,80,183454,vanguard cards;booster pack;tcg,0,domeggook-com;dometopia-com;domema-com
trading-cards,11,포켓몬 카드 게임 스페셜 세트,Pokemon TCG Special Set,포켓몬코리아,50,23000,54,300,183454,pokemon cards;special set;collectible,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,12,유희왕 OCG 덱 빌드 팩,Yu-Gi-Oh! OCG Deck Build Pack,대원미디어,20,9000,55,90,183454,yugioh deck;build pack;ocg,0,domeggook-com;sellmoa-com;domemall-co-kr
trading-cards,13,카드 파이트 뱅가드 한국어판 스타터 덱,Cardfight!! Vanguard Korean Starter Deck,학산문화사,23,10000,57,140,183454,vanguard starter;korean tcg;cardfight,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,14,포켓몬 카드 게임 싱글 카드 (레어),Pokemon TCG Single Card (Rare),포켓몬코리아,10,4000,60,30,183454,pokemon single;rare card;collectible,0,domeggook-com;dometopia-com;domema-com
trading-cards,15,유희왕 OCG 싱글 카드 (홀로그래픽),Yu-Gi-Oh! OCG Single Card (Holographic),대원미디어,12,5000,58,30,183454,yugioh single;holographic;rare card,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,16,포켓몬 카드 게임 덱 실드,Pokemon TCG Deck Shield,포켓몬코리아,8,3500,56,50,183454,pokemon sleeves;deck protector;tcg accessories,0,domeggook-com;sellmoa-com;domemall-co-kr
trading-cards,17,유희왕 OCG 플레이 매트,Yu-Gi-Oh! OCG Playmat,대원미디어,25,11000,56,200,183454,yugioh playmat;tcg mat;gaming accessory,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,18,포켓몬 카드 게임 앨범,Pokemon TCG Album,포켓몬코리아,15,6500,57,150,183454,pokemon album;card binder;tcg storage,0,domeggook-com;dometopia-com;domema-com
trading-cards,19,유희왕 OCG 카드 케이스,Yu-Gi-Oh! OCG Card Case,대원미디어,10,4000,60,60,183454,yugioh case;card storage;deck box,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,20,포켓몬 카드 게임 점보 카드,Pokemon TCG Jumbo Card,포켓몬코리아,12,5000,58,80,183454,pokemon jumbo;oversized card;collectible,0,domeggook-com;sellmoa-com;domemall-co-kr
trading-cards,21,한국 애니메이션 트레이딩 카드,Korean Animation Trading Cards,미미월드,18,7500,58,90,183454,korean anime;trading cards;collectible,-5,domeggook-com;ownerclan-com;dometopia-com
trading-cards,22,K-POP 아이돌 트레이딩 카드,K-POP Idol Trading Cards,팝콘게임즈,20,8500,57,80,183454,kpop cards;idol trading;fan collectible,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,23,한국 스포츠 스타 트레이딩 카드,Korean Sports Star Trading Cards,카드캐슬,15,6000,60,70,183454,korean sports;trading cards;collectible,0,domeggook-com;sellmoa-com;domema-com
trading-cards,24,한국 영화/드라마 트레이딩 카드,Korean Movie/Drama Trading Cards,카드홀릭,17,7000,59,85,183454,korean drama;movie cards;collectible,0,domeggook-com;dometopia-com;domemall-co-kr
trading-cards,25,한국 웹툰 트레이딩 카드,Korean Webtoon Trading Cards,젠틀카인드,22,9500,57,95,183454,korean webtoon;trading cards;manhwa,0,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,26,한국 게임 캐릭터 트레이딩 카드,Korean Game Character Trading Cards,TCG샵,25,11000,56,100,183454,korean game;character cards;collectible,0,domeggook-com;sellmoa-com;domema-com
trading-cards,27,한국 역사 인물 트레이딩 카드,Korean Historical Figure Trading Cards,카드킹덤,14,5500,61,60,183454,korean history;trading cards;educational,0,domeggook-com;ownerclan-com;dometopia-com
trading-cards,28,한국 전통 문화 트레이딩 카드,Korean Traditional Culture Trading Cards,학산문화사,16,6500,59,75,183454,korean culture;traditional cards;collectible,0,domeggook-com;dometopia-com;domemall-co-kr
trading-cards,29,한국 동물 트레이딩 카드,Korean Animal Trading Cards,미미월드,13,5000,61,65,183454,korean animals;trading cards;nature,-6,ownerclan-com;onchannel-co-kr;witaksell-com
trading-cards,30,한국 음식 트레이딩 카드,Korean Food Trading Cards,팝콘게임즈,11,4500,59,55,183454,korean food;trading cards;cuisine,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,1,옥스포드 블록 한국 전통 건축 시리즈,Oxford Blocks Korean Traditional Architecture Series,옥스포드,60,28000,53,450,172013,oxford blocks;korean architecture;building toy,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,2,코코블럭 동물 시리즈,Coco Blocks Animal Series,코코블럭,35,16000,54,250,172013,coco blocks;animal toy;building blocks,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,3,블럭앤스토리 공룡 테마 세트,Block & Story Dinosaur Theme Set,블럭앤스토리,45,20000,56,380,172013,dinosaur blocks;building set;kids toy,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,4,플레이모빌 한국 한복 피규어,Playmobil Korean Hanbok Figure,플레이모빌,28,12000,57,150,172013,playmobil korea;hanbok figure;collectible toy,0,domeggook-com;dometopia-com;domemall-co-kr
lego-blocks,5,몰펀 주니어 세트,Morphun Junior Set,몰펀,50,23000,54,400,172013,morphun blocks;educational toy;construction set,0,domeggook-com;ownerclan-com;sellmoa-com
lego-blocks,6,맥포머스 브레인 마스터 세트,Magformers Brain Master Set,맥포머스,120,55000,54,500,172013,magformers;magnetic blocks;stem toy,0,domeggook-com;dometopia-com;domema-com
lego-blocks,7,클릭포머스 베이직 세트,Creaformers Basic Set,클릭포머스,70,32000,54,480,172013,creaformers;building toy;magnetic shapes,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,8,아이링고 베이직 키트,Iringo Basic Kit,아이링고,40,18000,55,300,172013,iringo blocks;creative toy;construction kit,0,domeggook-com;sellmoa-com;domemall-co-kr
lego-blocks,9,조이매스 도형 블록 세트,Joymath Geometric Blocks Set,조이매스,30,13000,57,200,172013,joymath;geometric blocks;math toy,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,10,가베 원목 블록 세트,Gabe Wooden Blocks Set,가베,55,25000,55,420,172013,gabe blocks;wooden toy;educational blocks,0,domeggook-com;dometopia-com;domema-com
lego-blocks,11,스콜라스 3D 퍼즐 건축물,Scholas 3D Puzzle Architecture,스콜라스,25,11000,56,180,172013,3d puzzle;architecture model;scholas,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,12,큐비카 원목 기차 블록,Qubica Wooden Train Blocks,큐비카,38,17000,55,350,172013,qubica;wooden train;building blocks,0,domeggook-com;sellmoa-com;domemall-co-kr
lego-blocks,13,토이맨 소프트 블록,Toyman Soft Blocks,토이맨,20,8500,58,220,172013,soft blocks;baby toy;foam blocks,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,14,블럭버스 대형 블록 세트,Blockbus Large Block Set,블럭버스,75,35000,53,500,172013,large blocks;toddler toy;building set,0,domeggook-com;dometopia-com;domema-com
lego-blocks,15,브릭캠퍼스 미니 블록 아트,Brick Campus Mini Block Art,브릭캠퍼스,30,13000,57,100,172013,mini blocks;brick art;creative toy,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,16,옥스포드 타운 시리즈,Oxford Town Series,옥스포드,50,22000,56,400,172013,oxford blocks;town series;building toy,0,domeggook-com;sellmoa-com;domemall-co-kr
lego-blocks,17,코코블럭 자동차 만들기 세트,Coco Blocks Car Building Set,코코블럭,32,14000,56,280,172013,coco blocks;car toy;construction set,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,18,블럭앤스토리 로봇 블록,Block & Story Robot Blocks,블럭앤스토리,40,18000,55,350,172013,robot blocks;building toy;kids toy,0,domeggook-com;dometopia-com;domema-com
lego-blocks,19,플레이모빌 한국 소방차,Playmobil Korean Fire Truck,플레이모빌,35,15000,57,250,172013,playmobil korea;fire truck;toy vehicle,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,20,몰펀 어드밴스드 세트,Morphun Advanced Set,몰펀,65,30000,53,480,172013,morphun blocks;advanced set;educational toy,0,domeggook-com;sellmoa-com;domemall-co-kr
lego-blocks,21,창의력 증진 블록 세트,Creativity Building Blocks Set,코코블럭,28,12000,57,200,172013,creative blocks;kids toy;educational,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,22,유아용 대형 블록,Toddler Large Blocks,토이맨,40,18000,55,400,172013,toddler blocks;large building blocks;baby toy,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,23,원목 기차 레일 세트,Wooden Train Rail Set,큐비카,55,25000,55,450,172013,wooden train;rail set;kids toy,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,24,자석 블록 세트,Magnetic Blocks Set,맥포머스,80,38000,53,490,172013,magnetic blocks;stem toy;construction set,0,domeggook-com;dometopia-com;domemall-co-kr
lego-blocks,25,소프트 블록 놀이 매트,Soft Block Play Mat,블럭버스,30,13000,57,300,172013,soft playmat;baby blocks;foam mat,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,26,건축물 미니 블록,Architecture Mini Blocks,브릭캠퍼스,22,9500,57,120,172013,mini blocks;architecture model;building toy,0,domeggook-com;sellmoa-com;domema-com
lego-blocks,27,도형 학습 블록,Geometric Learning Blocks,조이매스,25,11000,56,180,172013,geometric toy;learning blocks;math toy,0,domeggook-com;ownerclan-com;dometopia-com
lego-blocks,28,입체 퍼즐 블록,3D Puzzle Blocks,스콜라스,18,7500,58,100,172013,3d puzzle;puzzle blocks;brain toy,0,domeggook-com;dometopia-com;domemall-co-kr
lego-blocks,29,창의 조립 블록,Creative Assembly Blocks,아이링고,35,15000,57,250,172013,creative blocks;assembly toy;construction,0,ownerclan-com;onchannel-co-kr;witaksell-com
lego-blocks,30,유아 교육용 블록,Toddler Educational Blocks,가베,48,21000,56,380,172013,educational blocks;toddler toy;learning toy,0,domeggook-com;sellmoa-com;domema-com
auto-parts,1,현대모비스 순정 에어 필터,Hyundai Mobis Genuine Air Filter,현대모비스,25,11000,56,150,33612,hyundai parts;air filter;genuine mobis,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,2,만도 브레이크 패드 세트,Mando Brake Pad Set,만도,70,32000,54,400,33612,mando parts;brake pads;korean auto,0,domeggook-com;sellmoa-com;domema-com
auto-parts,3,한국타이어 벤투스 S1 에보3,Hankook Ventus S1 evo3 Tire,한국타이어,150,65000,57,500,33612,hankook tires;ventus s1;performance tire,-1,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,4,금호타이어 솔루스 TA31,Kumho Solus TA31 Tire,금호타이어,120,50000,58,500,33612,kumho tires;solus ta31;all season tire,0,domeggook-com;dometopia-com;domemall-co-kr
auto-parts,5,넥센타이어 엔프리즈 AH5,Nexen N'Priz AH5 Tire,넥센타이어,100,42000,58,500,33612,nexen tires;npriz ah5;passenger tire,1,domeggook-com;ownerclan-com;sellmoa-com
auto-parts,6,현대모비스 오일 필터,Hyundai Mobis Oil Filter,현대모비스,18,7500,58,100,33612,hyundai parts;oil filter;genuine mobis,0,domeggook-com;dometopia-com;domema-com
auto-parts,7,만도 에어컨 필터,Mando Cabin Air Filter,만도,22,9000,59,120,33612,mando parts;cabin filter;auto ac,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,8,한온시스템 라디에이터,Hanon Systems Radiator,한온시스템,90,40000,56,480,33612,hanon systems;radiator;cooling system,0,domeggook-com;sellmoa-com;domemall-co-kr
auto-parts,9,현대위아 등속 조인트,Hyundai Wia CV Joint,현대위아,85,38000,55,450,33612,hyundai wia;cv joint;drivetrain parts,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,10,에스엘 헤드램프 어셈블리,SL Headlamp Assembly,에스엘,130,60000,54,500,33612,sl lighting;headlamp;car lights,0,domeggook-com;dometopia-com;domema-com
auto-parts,11,평화정공 도어 래치,Pyong Hwa Door Latch,평화정공,40,18000,55,200,33612,pyong hwa;door latch;car door parts,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,12,세방전지 로케트 배터리,Sebang Global Rocket Battery,세방전지,95,42000,56,500,33612,rocket battery;car battery;sebng global,0,domeggook-com;sellmoa-com;domemall-co-kr
auto-parts,13,보쉬코리아 스파크 플러그,Bosch Korea Spark Plug,보쉬코리아,15,6000,60,50,33612,bosch spark plug;ignition parts;korean auto,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,14,덴소코리아 와이퍼 블레이드,Denso Korea Wiper Blade,덴소코리아,20,8500,57,150,33612,denso wiper;wiper blade;auto parts,0,domeggook-com;dometopia-com;domema-com
auto-parts,15,경신 점화 코일,Kyungshin Ignition Coil,경신,50,22000,56,250,33612,kyungshin;ignition coil;engine parts,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,16,유라코퍼레이션 와이어링 하네스,Yura Corporation Wiring Harness,유라코퍼레이션,75,34000,55,300,33612,yura corp;wiring harness;electrical parts,0,domeggook-com;sellmoa-com;domemall-co-kr
auto-parts,17,상신브레이크 하이큐 브레이크 패드,Sangsin Brake Hi-Q Brake Pad,상신브레이크,60,27000,55,380,33612,sangsin brake;hi-q pads;brake system,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,18,현대모비스 연료 필터,Hyundai Mobis Fuel Filter,현대모비스,28,12000,57,180,33612,hyundai parts;fuel filter;genuine mobis,0,domeggook-com;dometopia-com;domema-com
auto-parts,19,만도 쇼크 업소버,Mando Shock Absorber,만도,110,48000,56,500,33612,mando parts;shock absorber;suspension,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,20,한온시스템 에어컨 컴프레서,Hanon Systems AC Compressor,한온시스템,180,80000,56,500,33612,hanon systems;ac compressor;climate control,0,domeggook-com;sellmoa-com;domemall-co-kr
auto-parts,21,자동차 엔진 오일,Automotive Engine Oil,현대모비스,40,18000,55,450,33612,engine oil;car lubricant;auto fluid,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,22,자동차 와이퍼 블레이드,Car Wiper Blades,덴소코리아,20,8500,57,150,33612,wiper blades;car maintenance;windshield,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,23,자동차 배터리,Car Battery,세방전지,100,45000,55,500,33612,car battery;auto power;vehicle battery,0,domeggook-com;sellmoa-com;domema-com
auto-parts,24,자동차 브레이크 디스크,Car Brake Disc,상신브레이크,80,36000,55,500,33612,brake disc;rotor;car brakes,0,domeggook-com;dometopia-com;domemall-co-kr
auto-parts,25,자동차 스파크 플러그,Car Spark Plugs,보쉬코리아,15,6000,60,50,33612,spark plugs;engine ignition;auto maintenance,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,26,자동차 에어 필터,Car Air Filter,현대모비스,25,11000,56,150,33612,air filter;engine air;auto filter,0,domeggook-com;sellmoa-com;domema-com
auto-parts,27,자동차 연료 필터,Car Fuel Filter,현대모비스,28,12000,57,180,33612,fuel filter;fuel system;auto filter,0,domeggook-com;ownerclan-com;dometopia-com
auto-parts,28,자동차 캐빈 필터,Car Cabin Filter,만도,22,9000,59,120,33612,cabin filter;ac filter;interior air,0,domeggook-com;dometopia-com;domemall-co-kr
auto-parts,29,자동차 타이밍 벨트,Car Timing Belt,현대모비스,65,29000,55,350,33612,timing belt;engine timing;auto engine,0,ownerclan-com;onchannel-co-kr;witaksell-com
auto-parts,30,자동차 서스펜션 부품,Car Suspension Parts,만도,90,40000,56,500,33612,suspension parts;car shocks;auto chassis,0,domeggook-com;sellmoa-com;domema-com
k-beauty-skincare,1,설화수 윤조 에센스,Sulwhasoo First Care Activating Serum,설화수,85,38000,55,200,11233,sulwhasoo;korean serum;anti-aging,13,domeggook-com;ownerclan-com;dometopia-com
k-beauty-skincare,2,이니스프리 그린티 씨드 세럼,Innisfree Green Tea Seed Serum,이니스프리,28,12000,57,150,11233,innisfree;green tea serum;hydrating,-1,domeggook-com;sellmoa-com;domema-com
k-beauty-skincare,3,닥터자르트 시카페어 크림,Dr. Jart+ Cicapair Cream,닥터자르트,45,20000,56,180,11233,dr jart;cicapair;calming cream,-1,ownerclan-com;onchannel-co-kr;witaksell-com
k-beauty-skincare,4,라네즈 워터 슬리핑 마스크,Laneige Water Sleeping Mask,라네즈,32,14000,56,220,11233,laneige;sleeping mask;hydrating mask,11,domeggook-com;dometopia-com;domemall-co-kr
k-beauty-skincare,5,메디힐 티트리 케어 솔루션 에센셜 마스크,Mediheal Teatree Care Solution Essential Mask,메디힐,20,8500,57,100,11233,mediheal;teatree mask;sheet mask,0,domeggook-com;ownerclan-com;sellmoa-com
k-beauty-skincare,6,코스알엑스 퓨어핏 시카 크림,COSRX Pure Fit Cica Cream,코스알엑스,25,11000,56,160,11233,cosrx;cica cream;acne care,-3,domeggook-com;dometopia-com;domema-com
k-beauty-skincare,7,아비브 어성초 스팟 패드 카밍 터치,Abib Heartleaf Spot Pad Calming Touch,아비브,22,9500,57,130,11233,abib;heartleaf pad;calming toner,4,ownerclan-com;onchannel-co-kr;witaksell-com
k-beauty-skincare,8,라운드랩 1025 독도 토너,Round Lab 1025 Dokdo Toner,라운드랩,18,7500,58,250,11233,round lab;dokdo toner;hydrating toner,-3,domeggook-com;sellmoa-com;domemall-co-kr
k-beauty-skincare,9,넘버즈인 3번 맑고 촉촉한 보들보들 결 세럼,Numbuzin No.3 Skin Softening Serum,넘버즈인,30,13000,57,120,11233,numbuzin;skin softening;korean serum,0,domeggook-com;ownerclan-com;dometopia-com
k-beauty-skincare,10,아누아 어성초 77% 수딩 토너,Anua Heartleaf 77% Soothing Toner,아누아,24,10000,58,280,11233,anua;heartleaf toner;soothing toner,0,domeggook-com;dometopia-com;domema-com
k-beauty-skincare,11,마녀공장 퓨어 클렌징 오일,Manyo Factory Pure Cleansing Oil,마녀공장,29,12500,57,200,11233,manyo factory;cleansing oil;korean cleanser,-5,ownerclan-com;onchannel-co-kr;witaksell-com
k-beauty-skincare,12,조선미녀 맑은쌀 선크림,Beauty of Joseon Relief Sun Rice,조선미녀,18.5,7800,42,220,11233,korean sunscreen;kbeauty;rice extract,0,domeggook-com;ownerclan-com
k-beauty-skincare,13,토리든 다이브인 저분자 히알루론산 세럼,Torriden DIVE-IN Low Molecular Hyaluronic Acid Serum,토리든,26,11000,58,140,11233,torriden;hyaluronic serum;hydrating,0,domeggook-com;sellmoa-com;domemall-co-kr
k-beauty-skincare,14,에스트라 아토베리어365 크림,Aestura Atobarrier 365 Cream,에스트라,38,17000,55,250,11233,aestura;atobarrier;moisturizer,0,domeggook-com;ownerclan-com;dometopia-com
k-beauty-skincare,15,스킨푸드 캐롯 카로틴 카밍 워터 패드,SKINFOOD Carrot Carotene Calming Water Pad,스킨푸드,23,10000,57,150,11233,skinfood;carrot pad;calming toner,0,domeggook-com;dometopia-com;domema-com
k-beauty-skincare,16,설화수 자음생 크림,Sulwhasoo Concentrated Ginseng Renewing Cream,설화수,120,55000,54,250,11233,sulwhasoo;ginseng cream;anti-aging,0,ownerclan-com;onchannel-co-kr;witaksell-com
k-beauty-skincare,17,이니스프리 화산송이 모공 마스크,Innisfree Super Volcanic Pore Clay Mask,이니스프리,19,8000,58,180,11233,innisfree;clay mask;pore care,0,domeggook-com;sellmoa-com;domemall-co-kr
k-beauty-skincare,18,닥터자르트 세라마이딘 크림,Dr. Jart+ Ceramidin Cream,닥터자르트,40,18000,55,170,11233,dr jart;ceramidin;moisturizer,0,domeggook-com;ownerclan-com;dometopia-com
