rank,slug,name_kr,name_en,zone,change,comp,margin,summary
11,smartphone-acc,스마트폰 액세서리,Smartphone Accessories,blue,0,5,50,"스마트폰은 eBay에서 가장 인기 있는 품목 중 하나이며, 케이스, 충전기, 보호필름 등 관련 액세서리는 꾸준한 수요를 보입니다. 특히 고속 충전 케이블과 같은 실용적인 제품의 판매량이 높습니다."
12,k-beauty-haircare,K-뷰티 (헤어케어),K-Beauty Haircare,blue,0,3,55,"탈모 방지 샴푸, 두피 토닉 등 기능성 헤어케어 제품들이 해외에서 주목받으며 꾸준한 성과를 내고 있습니다. K-뷰티의 영역이 스킨케어를 넘어 헤어케어로 확장되는 추세입니다."
13,mens-fashion,남성 패션 잡화,Men's Fashion Accessories,blue,-6,3,45,"스포츠웨어 브랜드의 신발, 지갑, 모자 등이 꾸준히 판매되며 안정적인 카테고리를 형성하고 있습니다. 특히 여름 시즌을 맞아 카고 쇼츠와 같은 계절 상품의 수요가 증가합니다."
14,auto-accessories,자동차 액세서리,Auto Accessories,blue,11,4,38,자동차 부품과 더불어 차량용 액세서리 시장도 동반 성장하고 있습니다. eBay 전체 카테고리 중에서도 자동차 부품 및 액세서리는 세 번째로 큰 비중을 차지합니다.
15,computer-parts,컴퓨터 부품/주변기기,Computer Parts & Peripherals,blue,-2,4,30,"게이머, 원격 근무자, 학생들의 수요를 바탕으로 컴퓨터 부품 및 주변기기 시장은 안정적인 판매를 유지하고 있습니다. 특히 게이밍 관련 액세서리가 높은 인기를 보입니다."
16,k-beauty-devices,K-뷰티 디바이스,K-Beauty Devices,blue,11,3,40,집에서 손쉽게 피부를 관리하려는 홈뷰티 트렌드 확산으로 K-뷰티 디바이스 판매량이 증가하고 있습니다. 일본 시장에서 특히 좋은 반응을 얻으며 새로운 유망 품목으로 떠오르고 있습니다.
17,k-food,K-푸드/스낵,K-Food & Snacks,blue,-1,3,35,K-콘텐츠의 영향으로 한국 음식에 대한 관심이 높아지면서 관련 식품 및 스낵류의 판매가 증가하고 있습니다. 간편 조리 식품과 전통 스낵류가 해외 소비자들에게 인기를 끌고 있습니다.
18,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,2,2,55,"독특하고 아기자기한 디자인의 한국 문구류가 '다꾸(다이어리 꾸미기)' 문화와 함께 해외 팬들에게 인기를 얻고 있습니다. 스티커, 마스킹테이프, 노트 등이 꾸준히 판매됩니다."
19,figures-collectibles,피규어/수집용 완구,Figures & Collectible Toys,blue,-4,4,48,아트토이와 키덜트 시장의 성장세에 힘입어 피규어 및 수집용 완구 카테고리가 강세를 보이고 있습니다. 펀코팝과 같은 인기 피규어는 꾸준한 수요를 보장합니다.
20,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,-2,3,35,아웃도어 활동 인구가 증가하면서 한국의 혁신적인 캠핑 장비들이 주목받고 있습니다. 가볍고 실용적인 디자인의 제품들이 해외 캠핑족들에게 좋은 반응을 얻고 있습니다.
21,golf-gear,골프 용품,Golf Equipment,blue,-4,3,30,한국 골프 브랜드의 기술력과 디자인이 해외 시장에서 인정받으며 골프 의류 및 용품 판매가 증가하고 있습니다. 특히 기능성 의류와 액세서리류가 인기입니다.
22,pet-supplies,반려동물 용품,Pet Supplies,blue,-1,2,45,"반려동물 시장이 성장함에 따라 디자인과 기능성을 겸비한 한국산 반려동물 용품이 인기를 끌고 있습니다. 의류, 장난감, 위생용품 등 다양한 품목이 판매됩니다."
23,kitchen-ware,K-주방용품,Korean Kitchenware,blue,0,2,40,"K-푸드의 인기와 더불어 한국의 주방용품에 대한 관심도 높아지고 있습니다. 쿡방(요리 방송)에 등장하는 냄비, 프라이팬, 조리도구 등이 꾸준한 판매를 보입니다."
24,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,-2,3,50,"'나 혼자만 레벨업' 등 글로벌 히트 웹툰의 IP를 활용한 굿즈가 해외 팬들에게 큰 인기를 얻고 있습니다. 피규어, 의류, 문구류 등 다양한 상품으로 확장되고 있습니다."
25,fishing-gear,낚시 용품,Fishing Equipment,blue,-6,3,33,"품질 좋은 국산 낚싯대와 릴, 관련 소품들이 해외 낚시 동호인들 사이에서 입소문을 타며 꾸준히 판매되고 있습니다. 특히 전문적인 장비에 대한 수요가 높습니다."
26,home-decor,K-홈데코,Korean Home Decor,blue,2,2,42,한국 드라마와 영화에 등장하는 감성적인 인테리어 소품들이 주목받으며 홈데코 카테고리가 성장하고 있습니다. 미니멀하고 실용적인 디자인의 제품들이 인기입니다.
27,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,-3,3,45,K-콘텐츠의 글로벌 인기에 힘입어 인기 드라마의 공식 굿즈나 PPL 상품에 대한 해외 팬들의 수요가 꾸준합니다. 특히 주연 배우 관련 상품의 인기가 높습니다.
28,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,-2,3,40,"한국이 주도하는 e스포츠 시장의 팬덤을 기반으로 프로게임단의 유니폼, 게이밍 기어, 관련 굿즈 등이 안정적인 판매를 기록하고 있습니다. 글로벌 팬들의 충성도가 높습니다."
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,38,K팝 스타들이 무대 의상으로 활용하면서 모던 한복에 대한 해외의 관심이 증가했습니다. 일상복으로도 활용 가능한 디자인의 제품들이 좋은 반응을 얻고 있습니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,1,50,"한국의 미를 담은 나전칠기, 도자기, 자수 등 전통 공예품이 독특한 인테리어 소품이나 선물로 주목받고 있습니다. 고가이지만 희소성으로 인해 꾸준한 수요가 있습니다."
