cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
k-pop-photocards,14,트와이스 시즌그리팅 트레이딩 카드,TWICE Season's Greetings Trading Card,JYP SHOP,7.5,3000,60,30,171233,twice;trading card;seasons greetings,-1,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,15,제로베이스원 'MELTING POINT' 앨범 포토카드 (성한빈),ZEROBASEONE 'MELTING POINT' Album Photocard (Hanbin),위버스샵,12,5000,58,30,171233,zerobaseone;zb1;hanbin,9,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,16,레드벨벳 콘서트 MD 렌티큘러 포토카드 (슬기),Red Velvet Concert MD Lenticular Photocard (Seulgi),SMTOWN &STORE,18,7800,56,35,171233,red velvet;seulgi;lenticular,2,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,17,(여자)아이들 'I feel' 앨범 포토카드 (민니),(G)I-DLE 'I feel' Album Photocard (Minnie),케이타운포유,9,3500,61,30,171233,gidle;minnie;i feel,3,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,18,더보이즈 팝업스토어 한정 포토카드 (주연),THE BOYZ Pop-up Store Exclusive Photocard (Juyeon),에버라인,20,8500,57,30,171233,the boyz;juyeon;popup store,5,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,19,몬스타엑스 팬콘 MD 포토카드 세트 (주헌),MONSTA X Fan-Con MD Photocard Set (Joohoney),케이타운포유,23,10000,56,70,171233,monsta x;joohoney;fan con,1,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,20,스테이씨 'TEDDY BEAR' 앨범 포토카드 (윤),STAYC 'TEDDY BEAR' Album Photocard (Yoon),케이타운포유,8.5,3400,60,30,171233,stayc;yoon;teddy bear,4,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,21,보이그룹 앨범 랜덤 포토카드 5종 세트,Boy Group Album Random Photocard 5pcs Set,포카마켓,19.99,8000,60,50,171233,kpop mystery;boy group;photocard lot,3,pocamarket-com;goodnd-co-kr;domeggook-com;ownerclan-com
k-pop-photocards,22,걸그룹 앨범 랜덤 포토카드 5종 세트,Girl Group Album Random Photocard 5pcs Set,포카마켓,19.99,8000,60,50,171233,kpop mystery;girl group;photocard lot,5,pocamarket-com;goodnd-co-kr;domeggook-com;ownerclan-com
k-pop-photocards,23,4세대 아이돌 럭키드로우 포토카드,4th Gen Idol Lucky Draw Photocard,메이크스타,15,6000,60,30,171233,4th gen kpop;lucky draw;random photocard,8,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,24,솔로 아티스트 앨범 초판 한정 포토카드,Solo Artist Album First Press Limited Photocard,뮤직플랜트,17.5,7500,57,30,171233,kpop solo;first press;limited edition,2,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,25,유닛 그룹 스페셜 앨범 포토카드,Unit Group Special Album Photocard,위드뮤,13.5,5500,59,30,171233,kpop unit;special album;collectible,4,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,26,공식 팬클럽 키트 한정 포토카드,Official Fanclub Kit Exclusive Photocard,위버스샵,28,12000,57,35,171233,fanclub kit;kpop official;exclusive merch,1,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,27,방송사 공방 역조공 포토카드,Music Show Pre-recording Fan Gift Photocard,아이돌코리아,45,20000,55,30,171233,broadcast pc;rare kpop;music show,6,pocamarket-com;goodnd-co-kr;domeggook-com;ownerclan-com
k-pop-photocards,28,영상통화 팬사인회 특전 포토카드,Video Call Fansign Event POB Photocard,메이크스타,35,15000,57,30,171233,fansign pob;video call event;exclusive photocard,7,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,29,데뷔 앨범 쇼케이스 기념 포토카드,Debut Album Showcase Memorial Photocard,KPOPMERCH,30,13000,56,30,171233,debut showcase;rookie group;rare pc,5,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
k-pop-photocards,30,일본 앨범 발매 기념 한정 포토카드,Japan Album Release Limited Edition Photocard,케이타운포유,25,11000,56,30,171233,japan exclusive;kpop japan album;limited photocard,3,pocamarket-com;kr-ktown4u-com;goodnd-co-kr;domeggook-com
auto-parts,1,현대모비스 순정 엔진오일 필터,Hyundai Mobis Genuine Engine Oil Filter,현대모비스,12.99,4500,65,250,33661,hyundai mobis;oem oil filter;korean auto parts,2,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,2,현대 제네시스 G70용 순정 브레이크 패드 (프론트),Genuine Brake Pads for Hyundai Genesis G70 (Front),현대모비스,89.5,38000,57,500,33567,genesis g70;oem brake pads;hyundai parts,4,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,3,기아 스팅어용 순정 캐빈 에어 필터,Genuine Cabin Air Filter for Kia Stinger,현대모비스,24.9,9800,60,300,179510,kia stinger;cabin air filter;oem parts,1,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,4,성우하이텍 현대 투싼 범퍼 레일,Sungwoo Hitech Bumper Rail for Hyundai Tucson,성우하이텍,125,50000,60,500,33640,sungwoo hitech;hyundai tucson;bumper rail,3,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,5,에스엘 LED 헤드라이트 모듈 (현대/기아용),SL LED Headlight Module for Hyundai/Kia,에스엘,145,48000,68,450,33710,sl corporation;led headlight;korean car lights,5,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,6,HL만도 쇼크 업소버 (현대 쏘나타용),HL Mando Shock Absorber for Hyundai Sonata,HL만도,78,32000,59,500,33590,hl mando;shock absorber;hyundai sonata,2,parts-mall-com;hl-holdings-co-kr;autonb2b-com;hanrotrading-com
auto-parts,7,현대위아 등속조인트 (CV Joint),Hyundai Wia CV Joint,현대위아,110,45000,59,500,33569,hyundai wia;cv joint;driveshaft,0,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,8,서연이화 도어 트림 패널 (기아 K5용),Seoyon E-Hwa Door Trim Panel for Kia K5,서연이화,135,49000,63,500,50454,seoyon ehwa;door panel;kia k5,3,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,9,세방전지 로케트 배터리 (차량용),Sebang Global Battery ROCKET (Automotive),세방전지,120,48000,60,500,171103,sebang;rocket battery;car battery,1,parts-mall-com;autonb2b-com;carboom-co-kr;domeggook-com
auto-parts,10,아진산업 자동차 도어 모듈,Agin Ind. Automotive Door Module,아진산업,95,40000,58,500,33694,ajin industrial;door module;korean auto parts,2,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,11,현대모비스 순정 점화 플러그 세트,Hyundai Mobis Genuine Spark Plug Set,현대모비스,35,14000,60,200,33693,spark plugs;hyundai oem;engine maintenance,3,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,12,한국타이어앤테크놀로지 벤투스 S2 AS (타이어),Hankook Tire Ventus S2 AS (Tire),한국타이어앤테크놀로지,150,50000,66,500,179725,hankook tire;ventus s2;all season tire,1,parts-mall-com;autonb2b-com;carboom-co-kr;domeggook-com
auto-parts,13,금호타이어 마제스티9 솔루스 TA91 (타이어),Kumho Tire Majesty 9 Solus TA91 (Tire),금호타이어,140,48000,65,500,179725,kumho tire;majesty 9;touring tire,2,parts-mall-com;autonb2b-com;carboom-co-kr;domeggook-com
auto-parts,14,넥센타이어 엔페라 AU7 (타이어),Nexen Tire N'FERA AU7 (Tire),넥센타이어,130,45000,65,500,179725,nexen tire;nfera au7;performance tire,0,parts-mall-com;autonb2b-com;carboom-co-kr;domeggook-com
auto-parts,15,한온시스템 차량용 에어컨 컴프레서,Hanon Systems Automotive A/C Compressor,한온시스템,148,50000,66,500,33543,hanon systems;ac compressor;hvac parts,4,parts-mall-com;autonb2b-com;hanrotrading-com;ownerclan-com
auto-parts,16,현대트랜시스 자동 변속기 오일,Hyundai Transys Automatic Transmission Fluid,현대트랜시스,45,18000,60,500,179497,hyundai transys;atf fluid;transmission oil,1,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,17,화신 컨트롤 암 어셈블리,Hwashin Control Arm Assembly,화신,65,28000,56,500,33583,hwashin;control arm;suspension parts,3,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,18,명신산업 핫스탬핑 차체 부품,Myungshin Industry Hot Stamping Body Part,명신산업,140,49000,64,500,33649,myungshin;hot stamping;car body parts,2,parts-mall-com;autonb2b-com;carboom-co-kr;ownerclan-com
auto-parts,19,현대모비스 순정 와이퍼 블레이드 세트,Hyundai Mobis Genuine Wiper Blade Set,현대모비스,28.5,11000,61,400,33654,wiper blades;hyundai mobis;oem replacement,0,parts-mall-com;autonb2b-com;hanrotrading-com;domeggook-com
auto-parts,20,HL만도 ABS 모듈레이터,HL Mando ABS Modulator,HL만도,149,50000,66,500,33554,abs modulator;hl mando;brake system,4,parts-mall-com;hl-holdings-co-kr;autonb2b-com;hanrotrading-com
auto-parts,21,범용 차량용 LED 컵홀더 플레이트,Universal Car LED Cup Holder Plate,현대모비스,19.99,8000,60,150,50443,car interior;led cup holder;car accessories,5,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,22,차량용 고속 무선 충전 거치대,Car Fast Wireless Charging Mount,현대모비스,32.5,13000,60,280,179729,wireless car charger;phone mount;car gadget,7,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,23,프리미엄 가죽 키케이스 (현대/기아 스마트키용),Premium Leather Key Case for Hyundai/Kia Smart Key,현대모비스,25,10000,60,100,179509,key fob cover;leather key case;car key holder,3,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,24,차량용 도어엣지 보호 필름 (PPF),Car Door Edge Guard Protector Film (PPF),성우하이텍,15,6000,60,120,179920,door edge guard;ppf film;car protection,1,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,25,알루미늄 스포츠 페달 커버 세트,Aluminum Sport Pedal Cover Set,HL만도,29.9,12000,60,350,33701,sport pedals;pedal covers;car interior tuning,4,parts-mall-com;hl-holdings-co-kr;carboom-co-kr;domeggook-com
auto-parts,26,차량용 대시보드 커버 (논슬립),Automotive Dashboard Cover (Non-Slip),서연이화,22,9000,59,450,179908,dashboard cover;dash mat;interior protection,2,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,27,엔진 스타트 버튼링 커버 (카본 스타일),Engine Start Button Ring Cover (Carbon Style),현대모비스,9.9,3500,64,50,50450,start button cover;carbon fiber look;interior trim,6,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,28,차량용 트렁크 정리함 (접이식),Car Trunk Organizer (Foldable),현대모비스,27.8,11500,58,500,82249,trunk organizer;car storage;cargo management,3,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,29,사이드미러 레인 가드 (바이저),Side Mirror Rain Guard (Visor),현대모비스,13.5,5000,63,180,33650,rain guard;mirror visor;car exterior,1,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
auto-parts,30,차량용 목쿠션 (메모리폼),Car Neck Pillow (Memory Foam),서연이화,18.9,7500,60,400,179901,car neck pillow;headrest cushion;driving comfort,4,parts-mall-com;carboom-co-kr;domeggook-com;ownerclan-com
k-beauty-skincare,1,조선미녀 맑은쌀 선크림 SPF50+ PA++++,Beauty of Joseon Relief Sun : Rice + Probiotics SPF50+ PA++++,조선미녀,18.5,7800,57,80,29595,korean sunscreen;beauty of joseon;rice sunscreen,8,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,2,코스알엑스 어드밴스드 스네일 96 뮤신 파워 에센스,COSRX Advanced Snail 96 Mucin Power Essence,코스알엑스,21,8500,60,150,11862,cosrx;snail mucin;korean essence,5,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,3,라운드랩 1025 독도 토너,Round Lab 1025 Dokdo Toner,라운드랩,22,9000,59,250,31773,round lab;dokdo toner;hydrating toner,6,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,4,아누아 어성초 77% 수딩 토너,Anua Heartleaf 77% Soothing Toner,아누아,24.5,10000,59,280,31773,anua;heartleaf toner;soothing toner,7,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,5,스킨1004 마다가스카르 센텔라 앰플,SKIN1004 Madagascar Centella Ampoule,스킨1004,19.99,8200,59,140,11862,skin1004;centella ampoule;calming serum,4,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,6,메디큐브 제로 모공 패드 2.0,Medicube Zero Pore Pad 2.0,메디큐브,28,12000,57,200,177651,medicube;pore pad;toner pad,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,7,바이오던스 바이오-콜라겐 리얼 딥 마스크,BIODANCE Bio-Collagen Real Deep Mask,바이오던스,25,10500,58,180,11863,biodance;collagen mask;hydrogel mask,9,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,8,라네즈 크림 스킨 리파이너,LANEIGE Cream Skin Refiner,라네즈,30,13000,56,220,31773,laneige;cream skin;moisturizing toner,2,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,9,토리든 다이브인 저분자 히알루론산 세럼,Torriden DIVE-IN Low Molecular Hyaluronic Acid Serum,토리든,23,9500,58,100,11862,torriden;hyaluronic acid;hydrating serum,7,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,10,이니스프리 그린티 씨드 히알루론산 세럼,Innisfree Green Tea Seed Hyaluronic Serum,이니스프리,26,11000,57,130,11862,innisfree;green tea serum;korean serum,1,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,11,닥터자르트 시카페어 크림,Dr.Jart+ Cicapair Cream,닥터자르트,42,18000,57,110,31774,dr jart;cicapair;cica cream,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,12,설화수 윤조에센스,Sulwhasoo First Care Activating Serum,설화수,85,38000,55,200,11862,sulwhasoo;first care serum;luxury kbeauty,2,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,13,믹순 콩 에센스,Mixsoon Bean Essence,믹순,33,14000,57,100,11862,mixsoon;bean essence;exfoliating essence,8,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,14,에뛰드 순정 약산성 5.5 진정 토너,Etude Soon Jung pH 5.5 Relief Toner,에뛰드,19,8000,57,250,31773,etude;soon jung;sensitive skin,4,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,15,아이오페 레티놀 엑스퍼트 0.1%,IOPE Retinol Expert 0.1%,아이오페,65,28000,56,90,11862,iope;retinol;anti aging,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,16,비타민C 앰플 세럼,Vitamin C Ampoule Serum,코스알엑스,25,10000,60,80,11862,vitamin c serum;brightening;korean skincare,5,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,17,프로폴리스 수분 크림,Propolis Moisture Cream,코스알엑스,27,11500,57,120,31774,propolis cream;hydrating;kbeauty moisturizer,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,18,콜라겐 아이 패치 (하이드로겔),Collagen Eye Patch (Hydrogel),에뛰드,19.9,8000,59,150,177650,eye patches;hydrogel;korean eye care,6,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,19,약산성 버블 폼 클렌저,Low pH Bubble Foam Cleanser,라운드랩,18,7500,58,200,11850,foam cleanser;low ph;gentle cleanser,2,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,20,나이아신아마이드 잡티 세럼,Niacinamide Blemish Serum,스킨1004,22.5,9800,56,90,11862,niacinamide serum;dark spot;korean serum,4,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,21,워시오프 클레이 모공 마스크,Wash-off Clay Pore Mask,이니스프리,16.5,7000,57,160,11863,clay mask;pore care;wash off mask,1,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,22,진정 시카 크림,Soothing Cica Cream,라네즈,35,15000,57,110,31774,cica cream;skin barrier;soothing cream,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,23,갈락토미세스 에센스,Galactomyces Essence,코스알엑스,24,10000,58,150,11862,galactomyces;ferment essence;brightening,4,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,24,히알루론산 수분 크림,Hyaluronic Acid Water Cream,토리든,26.5,11000,58,130,31774,water cream;hyaluronic acid;gel moisturizer,5,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,25,어성초 진정 마스크팩 세트,Heartleaf Calming Mask Sheet Set,아누아,20,8500,57,300,11863,sheet mask set;heartleaf mask;korean face mask,6,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,26,멀티밤 콜라겐 스틱,Multi Balm Collagen Stick,바이오던스,22,9000,59,60,180345,multi balm;collagen stick;wrinkle care,8,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,27,PHA 필링 토너 패드,PHA Peeling Toner Pad,메디큐브,29,12500,56,210,177651,peeling pad;pha toner;exfoliating pad,3,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,28,인삼 안티에이징 아이크림,Ginseng Anti-aging Eye Cream,설화수,95,42000,55,100,26395,ginseng eye cream;korean eye cream;anti aging,2,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,29,쌀겨 효소 파우더 클렌저,Rice Bran Enzyme Powder Cleanser,조선미녀,21.5,9000,58,120,11850,powder cleanser;enzyme wash;rice bran,7,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
k-beauty-skincare,30,슬리핑 립 마스크 (베리),Sleeping Lip Mask (Berry),라네즈,20,8500,57,70,180345,lip mask;laneige;lip sleeping mask,4,umma-io;q-depot-com;cosmetic-story-com;domeggook-com
drones-accessories,1,DJI 미니 4 프로 플라이모어 콤보 (RC 2),DJI Mini 4 Pro Fly More Combo (RC 2),DJI (공식판매점 디엔온),1099,49000,20,500,179697,dji mini 4 pro;drone combo;4k drone,3,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,2,DJI 에어 3 플라이모어 콤보 (RC-N2),DJI Air 3 Fly More Combo (RC-N2),DJI (공식판매점 디엔온),1349,45000,22,500,179697,dji air 3;fly more combo;camera drone,2,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,3,DJI 아바타 2 플라이모어 콤보 (배터리 3개),DJI Avata 2 Fly More Combo (3 Batteries),DJI (공식판매점 디엔온),999,48000,18,500,179697,dji avata 2;fpv drone;drone combo,5,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,4,프리뉴 드론용 고성능 프로펠러 세트,Preneu High-Performance Propeller Set for Drones,프리뉴,29.99,12000,60,100,179705,drone propellers;preneu;drone parts,1,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,5,파블로항공 산업용 드론 배터리,PABLO AIR Industrial Drone Battery,파블로항공,149,50000,66,450,179700,pablo air;drone battery;industrial drone,3,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,6,DJI 미니 시리즈용 인텔리전트 플라이트 배터리,DJI Intelligent Flight Battery for Mini Series,DJI (공식판매점 디엔온),65,28000,56,150,179700,dji mini battery;intelligent flight;drone accessory,4,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,7,엑스드론 방제 드론용 노즐 키트,XDRONE Nozzle Kit for Agricultural Drones,엑스드론,89,38000,56,300,179705,agricultural drone;sprayer nozzle;xdrone parts,2,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,8,한화시스템 군사용 정찰 드론 (민수용 문의),Hanwha Systems Military Recon Drone (Inquire for Civil),한화시스템,1499,50000,25,500,179697,hanwha systems;recon drone;military drone,1,helsel-co-kr;hanbitdrone-com;mir-aero-com;jelzone-co-kr
drones-accessories,9,니어스랩 자율비행 AI 소프트웨어 모듈,Nearthlab Autonomous Flight AI Software Module,니어스랩,499,40000,30,200,179705,nearthlab;autonomous drone;ai software,6,helsel-co-kr;hanbitdrone-com;mir-aero-com;jelzone-co-kr
drones-accessories,10,유콘시스템 장거리 통신 모듈,UCONSYSTEM Long-range Communication Module,유콘시스템,250,35000,40,250,179705,uconsystem;long range drone;communication module,3,helsel-co-kr;hanbitdrone-com;mir-aero-com;jelzone-co-kr
drones-accessories,11,DJI RC 2 조종기 (스크린 탑재),DJI RC 2 Controller (with Screen),DJI (공식판매점 디엔온),349,48000,20,450,179703,dji rc 2;drone controller;smart controller,4,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,12,드론용 하드케이스 (방수/충격보호),Drone Hard Case (Waterproof/Shockproof),프리뉴,75,30000,60,500,179698,drone case;hard case;waterproof case,2,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,13,FPV 드론용 고글,Goggles for FPV Drones,DJI (공식판매점 디엔온),499,45000,25,500,179702,fpv goggles;dji goggles;drone racing,5,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,14,드론용 짐벌 카메라 보호 커버,Gimbal Camera Protector Cover for Drones,DJI (공식판매점 디엔온),15.99,6000,62,80,179705,gimbal cover;drone protection;camera guard,3,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,15,차량용 드론 배터리 충전기,Car Charger for Drone Batteries,DJI (공식판매점 디엔온),59,25000,57,250,179700,drone car charger;battery charger;dji accessories,1,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,16,"드론 랜딩패드 (접이식, 75cm)","Drone Landing Pad (Foldable, 75cm)",네온테크,24.5,9800,60,400,179705,landing pad;drone accessory;helipad,4,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,17,드론용 ND 필터 세트 (4팩),ND Filter Set for Drones (4-Pack),DJI (공식판매점 디엔온),89,39000,55,120,48705,nd filters;drone camera;lens filter,3,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,18,GPS 트래커 (드론 분실 방지용),GPS Tracker for Drone Anti-Lost,플러스인,45,18000,60,90,179705,gps tracker;drone locator;anti lost,6,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,19,드론용 프로펠러 가드,Propeller Guards for Drones,DJI (공식판매점 디엔온),22,9000,59,150,179705,propeller guard;drone safety;blade protector,2,helsel-co-kr;hanbitdrone-com;dronmall-co-kr;domeggook-com
drones-accessories,20,드론 조종기용 스트랩/랜야드,Strap/Lanyard for Drone Controller,에이알웍스,14.9,5500,63,110,179703,controller strap;drone lanyard;rc accessory,1,helsel-co-kr;hanbitdrone-com;soosungrc-co-kr;erc-mall-com
drones-accessories,21,교육용 코딩 드론,Educational Coding Drone,파블로항공,99,42000,56,350,179697,coding drone;stem toy;educational drone,7,helsel-co-kr;hanbitdrone-com;camticdrone-com;dronmall-co-kr
