rank,slug,name_kr,name_en,zone,change,comp,margin,summary
13,inner-beauty,이너뷰티/건강기능식품,Inner Beauty & Supplements,blue,-1,3,42,"건강과 미용을 동시에 챙기는 트렌드에 따라 콜라겐, 다이어트 보조제 등 한국산 이너뷰티 제품의 인기가 높아지고 있습니다."
14,mens-fashion,남성 패션 잡화,Men's Fashion Accessories,blue,-6,4,35,"최근 한국 셀러 판매 순위 3위를 기록할 정도로 신발, 지갑, 모자 등 K-브랜드 남성 패션 잡화에 대한 해외 관심이 높습니다."
15,k-beauty-makeup,K-뷰티 (색조),K-Beauty Makeup,blue,0,5,37,"K-드라마와 K-POP 스타들의 영향으로 자연스러운 메이크업을 연출할 수 있는 쿠션, 틴트 등의 인기가 꾸준합니다."
16,golf-gear,골프 용품,Golf Equipment,blue,8,3,28,한국의 골프 인기에 힘입어 고품질의 국산 골프 의류 및 용품이 해외 골퍼들 사이에서 주목받고 있습니다.
17,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,8,3,55,'나 혼자만 레벨업' 등 글로벌 히트 웹툰의 인기가 관련 트레이딩 카드 및 굿즈 판매 증가로 이어지고 있습니다.
18,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,-1,4,58,"아기자기한 디자인의 한국산 스티커, 마스킹테이프, 다이어리 등은 '다꾸(다이어리 꾸미기)' 문화에 관심이 많은 해외 팬층에게 인기가 높습니다."
19,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,-3,3,30,디자인과 실용성을 겸비한 한국의 캠핑 브랜드들이 해외 시장에서 점차 인지도를 넓혀가고 있습니다.
20,auto-accessories,자동차 액세서리,Auto Accessories,blue,1,4,40,"자동차 부품과 더불어, 차량용 충전기, 방향제, 대시보드 커버 등 한국산 차량용 액세서리도 꾸준한 수요를 보입니다."
21,k-beauty-haircare,K-뷰티 (헤어케어),K-Beauty Haircare,blue,-2,4,32,"K-뷰티의 영역이 헤어케어로 확장되면서, 기능성 샴푸, 트리트먼트 등 한국산 헤어 제품들이 좋은 성과를 보이고 있습니다."
22,fishing-gear,낚시 용품,Fishing Equipment,blue,4,3,26,"고품질의 한국산 낚싯대와 릴, 관련 소품들이 해외 전문 낚시인들 사이에서 가성비 좋은 제품으로 입소문을 타고 있습니다."
23,pet-supplies,반려동물 용품,Pet Supplies,blue,-1,3,34,"디자인이 우수한 의류, 안전성을 강조한 사료 및 간식 등 한국의 프리미엄 반려동물 용품 시장이 해외에서도 성장하고 있습니다."
24,kitchen-ware,K-주방용품,Korean Kitchenware,blue,-1,3,36,"한식의 인기에 힘입어 뚝배기, 수저 세트, 김밥틀 등 한국적인 특색을 가진 주방용품에 대한 관심이 증가하고 있습니다."
25,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,3,3,40,"한국이 주도하는 e스포츠 리그와 유명 선수들의 굿즈(유니폼, 마우스패드 등)는 전 세계 팬들에게 꾸준히 판매됩니다."
26,lego-blocks,조립 완구/레고,LEGO & Building Blocks,blue,-8,4,25,단종된 레고 모델이나 한국에서만 구할 수 있는 한정판 블록 완구들이 수집가들 사이에서 활발하게 거래됩니다.
27,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,0,3,45,"인기리에 방영된 K-드라마의 DVD, 대본집, 관련 소품 등은 종영 후에도 꾸준히 팬들에게 판매되는 경향이 있습니다."
28,home-decor,K-홈데코,Korean Home Decor,blue,-8,2,43,"미니멀하고 감성적인 디자인의 한국 스타일 패브릭 포스터, 무드등, 식기류 등이 인테리어에 관심 많은 소비자들에게 어필하고 있습니다."
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,40,K-POP 스타들이 착용하며 주목받은 생활 한복은 특별한 날을 기념하거나 한국 문화를 사랑하는 팬들에게 유니크한 패션 아이템으로 판매됩니다.
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,2,50,"나전칠기 보석함, 한지 공예품 등 한국의 미를 담은 전통 공예품은 외국인들에게 특별한 선물이나 소장품으로 인기가 있습니다."
