cat_slug,rank,name,name_en,brand,ebay_usd,krw,margin,weight_g,ebay_cat_id,seo_tags,change,source_slugs
k-pop-albums-goods,4,방탄소년단 (BTS) 'Proof' (Standard Edition),BTS 'Proof' (Standard Edition),위버스샵,52,25000,41,500,176984,bts;proof album;kpop boy band,1,musickorea-asia
k-pop-albums-goods,5,블랙핑크 (BLACKPINK) - 'BORN PINK' BOX SET,BLACKPINK - 'BORN PINK' BOX SET,YG SELECT,35.5,17000,42,460,176984,blackpink;born pink;kpop album,3,withmuu-com
k-pop-albums-goods,6,투모로우바이투게더 (TXT) '이름의 장: FREEFALL',TOMORROW X TOGETHER 'The Name Chapter: FREEFALL',위버스샵,23.99,11000,44,430,176984,txt;freefall album;tomorrow by together,5,musickorea-asia
k-pop-albums-goods,7,에스파 (aespa) 'MY WORLD' (Zine Ver.),aespa 'MY WORLD' (Zine Ver.),SMTOWN &STORE,21.8,9900,45,400,176984,aespa;my world album;kpop,2,staronemall-com;soundpress-kr
k-pop-albums-goods,8,아이브 (IVE) 'I've IVE',IVE 'I've IVE',사운드웨이브,25.5,12000,43,440,176984,ive;ive ive album;kpop,7,withmuu-com;musickorea-asia
k-pop-albums-goods,9,엔시티 드림 (NCT DREAM) 'ISTJ' (Photobook Ver.),NCT DREAM 'ISTJ' (Photobook Ver.),SMTOWN &STORE,27,12800,42,470,176984,nct dream;istj album;kpop album,4,soundpress-kr
k-pop-albums-goods,10,르세라핌 (LE SSERAFIM) 'UNFORGIVEN',LE SSERAFIM 'UNFORGIVEN',위버스샵,26,12200,44,450,176984,le sserafim;unforgiven album;kpop,6,staronemall-com;musickorea-asia
k-pop-albums-goods,11,공식 응원봉 (Official Light Stick),Official Light Stick,위버스샵,55,28000,39,400,2228,kpop lightstick;official goods;concert merch,3,staronemall-com;musickorea-asia;domeggook-com;ownerclan-com
k-pop-albums-goods,12,앨범 특전 포토카드 (Album Pre-order Benefit Photocard),Album Pre-order Benefit Photocard,메이크스타,8,2500,58,30,184534,kpop photocard;pob;album inclusion,9,withmuu-com
k-pop-albums-goods,13,시즌 그리팅 (Season's Greetings),Season's Greetings,알라딘,65,32000,38,500,176984,kpop seasons greetings;2025 calendar;official merch,1,domeggook-com;ownerclan-com;dometopia-com;soundpress-kr
k-pop-albums-goods,14,포토카드 바인더 / 콜렉트북 (Photocard Binder / Collect Book),Photocard Binder / Collect Book,사운드웨이브,19.9,8500,46,200,171143,photocard binder;collect book;kpop supplies,7,withmuu-com;domeggook-com;ownerclan-com
k-pop-albums-goods,15,아크릴 스탠드 (Acrylic Stand),Acrylic Stand,애플뮤직,22,9800,45,120,36039,kpop acrylic stand;official md;artist goods,4,staronemall-com;dometopia-com
k-pop-albums-goods,16,콘서트 MD 티셔츠 (Concert MD T-shirt),Concert MD T-shirt,위버스샵,48,23000,41,250,155193,kpop concert merch;tour t-shirt;official apparel,2,soundpress-kr;sellmoa-com;gngcommerce-co-kr;kpopstore-co-kr
k-pop-albums-goods,17,키링 / 키체인 (Keyring / Keychain),Keyring / Keychain,JYP SHOP,18.5,7800,48,80,171145,kpop keyring;official keychain;artist merchandise,5,withmuu-com;domeggook-com;ownerclan-com
k-pop-albums-goods,18,포토북 (Photobook),Photobook,케이타운포유,45,21000,42,500,2228,kpop photobook;artist photo album;official goods,3,musickorea-asia
k-pop-albums-goods,19,럭키드로우 이벤트 포토카드 (Lucky Draw Event Photocard),Lucky Draw Event Photocard,사운드웨이브,12.5,4000,56,30,184534,kpop lucky draw;luckydraw photocard;event pc,10,kpopstore-co-kr;withmuu-com;staronemall-com;musickorea-asia
k-pop-albums-goods,20,공식 포스터 세트 (Official Poster Set),Official Poster Set,핫트랙스,15,6500,45,200,60383,kpop poster;album poster;official merch,1,soundpress-kr
k-pop-albums-goods,21,데코 스티커 팩 (Deco Sticker Pack),Deco Sticker Pack,위드뮤,9.9,4200,48,50,171146,kpop stickers;deco stickers;polco,6,withmuu-com;domeggook-com;ownerclan-com;dometopia-com
k-pop-albums-goods,22,미개봉 앨범 (Sealed Album Random Version),Sealed Album (Random Version),뮤직플랜트,22.5,10500,43,450,176984,kpop album sealed;random version;new album,4,musickorea-asia
k-pop-albums-goods,23,팝업스토어 한정 굿즈 (Pop-up Store Exclusive Goods),Pop-up Store Exclusive Goods,JYP SHOP,38,18000,42,150,2228,kpop popup store;exclusive merch;limited edition,8,domeggook-com;ownerclan-com;dometopia-com;soundpress-kr
k-pop-albums-goods,24,멤버십 키트 (Official Fanclub Membership Kit),Official Fanclub Membership Kit,위버스샵,75,35000,40,500,171146,kpop fanclub kit;membership kit;official fan goods,2,staronemall-com;soundpress-kr;gngcommerce-co-kr
k-pop-albums-goods,25,인형 / 플러시 (Doll / Plush),Doll / Plush,SMTOWN &STORE,32,15000,44,200,220,kpop doll;artist plush;character doll,5,withmuu-com;domeggook-com;ownerclan-com
k-pop-albums-goods,26,포토카드 홀더 (Photocard Holder),Photocard Holder,위드뮤,14.5,6000,47,60,171143,photocard holder;pc holder;kpop supplies,9,withmuu-com;dometopia-com;sellmoa-com
k-pop-albums-goods,27,DVD / 블루레이 (DVD / Blu-ray),DVD / Blu-ray,알라딘,58,28000,41,400,617,kpop dvd;concert blu-ray;behind the scenes,1,musickorea-asia
k-pop-albums-goods,28,공식 슬로건 (Official Slogan),Official Slogan,케이타운포유,25,11500,45,100,2228,kpop slogan;cheering slogan;concert goods,3,staronemall-com;soundpress-kr;gngcommerce-co-kr
k-pop-albums-goods,29,잡지 (Magazine ft. K-pop Idol),Magazine ft. K-pop Idol,YES24,29.9,14000,43,500,280,kpop magazine;idol pictorial;korean fashion magazine,2,kpopstore-co-kr;withmuu-com;staronemall-com;musickorea-asia
k-pop-albums-goods,30,LP / 바이닐 (LP / Vinyl),LP / Vinyl,뮤직플랜트,49,24000,39,500,176985,kpop vinyl;limited edition lp;kpop record,6,withmuu-com;staronemall-com;musickorea-asia;domeggook-com
korean-instant-noodles,1,삼양 불닭볶음면 까르보,Samyang Buldak Carbonara Hot Chicken Flavor Ramen,불닭볶음면,18.99,7500,47,500,71373,buldak carbonara;samyang noodles;spicy ramen,9,domeggook-com;ownerclan-com;bseller-co-kr;onch3-co-kr
korean-instant-noodles,2,농심 신라면,Nongshim Shin Ramyun,신라면,16.5,6800,46,500,71373,shin ramyun;nongshim;korean noodles,3,dgo-co-kr;sellmoa-com;wshopping-co-kr;b2b-emart-com
korean-instant-noodles,3,농심 짜파게티,Nongshim Chapagetti,짜파게티,15.8,6500,45,500,71373,chapagetti;jjajangmyeon;black bean noodles,2,ownerclan-com;dometopia-com;funn-co-kr;onch3-co-kr
korean-instant-noodles,4,오뚜기 진라면 (매운맛),Ottogi Jin Ramen (Spicy),진라면,14.99,6200,44,500,71373,jin ramen;ottogi;spicy korean ramen,1,domeggook-com;bseller-co-kr;sellmoa-com;b2b-emart-com
korean-instant-noodles,5,농심 너구리 (얼큰한맛),Nongshim Neoguri (Spicy Seafood),너구리,17.5,7200,46,500,71373,neoguri;nongshim udon;seafood ramen,4,ownerclan-com;dgo-co-kr;wshopping-co-kr;funn-co-kr
korean-instant-noodles,6,팔도 비빔면,Paldo Bibimmyeon,팔도비빔면,16.8,7000,45,500,71373,bibimmyeon;paldo;cold noodles,5,dometopia-com;bseller-co-kr;onch3-co-kr;b2b-emart-com
korean-instant-noodles,7,삼양라면,Samyang Ramen,삼양라면,14.5,6000,44,500,71373,samyang ramen;original korean ramen;samyang,0,domeggook-com;ownerclan-com;sellmoa-com;wshopping-co-kr
korean-instant-noodles,8,삼양 불닭볶음면 (오리지널),Samyang Buldak Hot Chicken Flavor Ramen (Original),불닭볶음면,17.99,7300,46,500,71373,buldak;fire noodles;spicy challenge,6,dgo-co-kr;dometopia-com;bseller-co-kr;funn-co-kr
korean-instant-noodles,9,농심 안성탕면,Nongshim Ansungtangmyun,안성탕면,15.5,6400,45,500,71373,ansungtangmyun;nongshim;miso ramen,-1,ownerclan-com;onch3-co-kr;b2b-emart-com;sellmoa-com
korean-instant-noodles,10,오뚜기 참깨라면,Ottogi Sesame Ramen,참깨라면,18.2,7600,46,500,71373,sesame ramen;ottogi;egg block ramen,7,domeggook-com;dometopia-com;wshopping-co-kr;dgo-co-kr
korean-instant-noodles,11,농심 육개장 사발면,Nongshim Yukgaejang Bowl Noodle,육개장 사발면,22,9500,45,500,71373,yukgaejang;bowl noodle;nongshim cup,2,bseller-co-kr;ownerclan-com;funn-co-kr;b2b-emart-com
korean-instant-noodles,12,오뚜기 열라면,Ottogi Yeul Ramen,열라면,15.2,6300,44,500,71373,yeul ramen;ottogi;extra spicy ramen,3,dometopia-com;sellmoa-com;onch3-co-kr;domeggook-com
korean-instant-noodles,13,삼양 불닭볶음면 (치즈),Samyang Buldak Cheese Hot Chicken Flavor Ramen,불닭볶음면,19.5,8000,47,500,71373,buldak cheese;samyang;spicy cheese noodles,8,ownerclan-com;dgo-co-kr;wshopping-co-kr;bseller-co-kr
korean-instant-noodles,14,오뚜기 진라면 (순한맛),Ottogi Jin Ramen (Mild),진라면,14.99,6200,44,500,71373,jin ramen mild;ottogi;non-spicy ramen,0,funn-co-kr;domeggook-com;b2b-emart-com;dometopia-com
korean-instant-noodles,15,농심 신라면 블랙,Nongshim Shin Black Ramyun,신라면,21,9000,45,500,71373,shin black;nongshim;premium ramen,5,sellmoa-com;ownerclan-com;onch3-co-kr;wshopping-co-kr
korean-instant-noodles,16,팔도 짜장면,Paldo Jjajangmen,팔도,16.2,6800,44,500,71373,paldo jjajangmen;black bean sauce;instant jjajang,1,dgo-co-kr;bseller-co-kr;domeggook-com;funn-co-kr
korean-instant-noodles,17,농심 사리곰탕면,Nongshim Sari Gomtang,농심,19.8,8500,46,500,71373,sari gomtang;nongshim;beef bone broth ramen,3,ownerclan-com;dometopia-com;b2b-emart-com;sellmoa-com
korean-instant-noodles,18,삼양 까르보 불닭 떡볶이,Samyang Carbo Buldak Tteokbokki,불닭볶음면,12.5,5200,48,350,257907,buldak tteokbokki;instant tteokbokki;spicy rice cakes,9,onch3-co-kr;domeggook-com;wshopping-co-kr;bseller-co-kr
korean-instant-noodles,19,오뚜기 컵누들 (매콤한맛),Ottogi Cup Noodle (Spicy Flavor),오뚜기,25,11000,45,400,71373,cup noodle;ottogi;low calorie noodles,4,dgo-co-kr;ownerclan-com;funn-co-kr;b2b-emart-com
korean-instant-noodles,20,농심 튀김우동 큰사발,Nongshim Tempura Udon Big Bowl,농심,23.5,10000,46,500,71373,tempura udon;nongshim bowl;instant udon,2,dometopia-com;sellmoa-com;domeggook-com;onch3-co-kr
korean-instant-noodles,21,팔도 왕뚜껑,Paldo Wang Ttukkeong,팔도,21.8,9300,45,500,71373,wang ttukkeong;paldo king cup;big bowl ramen,1,ownerclan-com;bseller-co-kr;wshopping-co-kr;dgo-co-kr
korean-instant-noodles,22,삼양 2배 매운 불닭볶음면,Samyang 2x Spicy Hot Chicken Flavor Ramen,불닭볶음면,18.5,7600,47,500,71373,2x spicy buldak;nuclear noodles;samyang spicy,7,funn-co-kr;dometopia-com;b2b-emart-com;domeggook-com
korean-instant-noodles,23,오뚜기 스낵면,Ottogi Snack Ramen,오뚜기,13.9,5800,43,500,71373,snack ramen;ottogi;2 minute noodles,-2,sellmoa-com;ownerclan-com;onch3-co-kr;bseller-co-kr
korean-instant-noodles,24,농심 짜왕,Nongshim Zha Wang,농심,19.9,8600,45,500,71373,zha wang;nongshim;premium jjajangmyeon,3,dgo-co-kr;domeggook-com;wshopping-co-kr;funn-co-kr
korean-instant-noodles,25,팔도 틈새라면,Paldo Teumsae Ramyun,팔도,17.8,7400,46,500,71373,teumsae ramyun;paldo;korean spicy ramen,6,ownerclan-com;dometopia-com;b2b-emart-com;bseller-co-kr
korean-instant-noodles,26,해물맛 라면,Spicy Seafood Flavor Ramen,농심,18,7500,46,500,71373,seafood ramen;korean noodles;spicy soup,4,sellmoa-com;onch3-co-kr;dgo-co-kr;domeggook-com
korean-instant-noodles,27,김치맛 사발면,Kimchi Flavor Bowl Noodle,농심,22.5,9800,45,500,71373,kimchi ramen;bowl noodle;instant soup,2,ownerclan-com;wshopping-co-kr;funn-co-kr;b2b-emart-com
korean-instant-noodles,28,비건 라면 (야채),Vegan Vegetable Ramen,오뚜기,19,8200,44,500,71373,vegan ramen;vegetable noodles;korean vegan food,3,dometopia-com;bseller-co-kr;domeggook-com;sellmoa-com
korean-instant-noodles,29,감자면,Potato Noodle Ramen,농심,20.5,8900,45,500,71373,potato ramen;chewy noodles;nongshim,1,ownerclan-com;dgo-co-kr;onch3-co-kr;wshopping-co-kr
korean-instant-noodles,30,냉라면 (여름 한정),Cold Ramen (Summer Limited),팔도,18.8,8000,46,500,71373,cold ramen;summer noodles;korean cold soup,5,funn-co-kr;b2b-emart-com;domeggook-com;dometopia-com
k-fashion-streetwear,1,마뗑킴 아코디언 지갑,Matin Kim Accordion Wallet,Matin Kim,65,32000,39,150,45258,matin kim;korean wallet;accordion wallet,8,sinsangmarket-kr;linkshops-com;apm-style-com;cellup-com
k-fashion-streetwear,2,마르디메크르디 플라워 스웻셔츠,Mardi Mercredi Sweatshirt Flowermardi,Mardi Mercredi,89,45000,38,450,155193,mardi mercredi;korean sweatshirt;flower graphic,6,sinsangmarket-kr;gollala-com;ndmarket-co-kr;ownerclan-com
k-fashion-streetwear,3,디스이즈네버댓 로고 티셔츠,thisisneverthat T-Logo Tee,thisisneverthat,45,22000,40,220,155193,thisisneverthat;korean streetwear;logo t-shirt,4,linkshops-com;apm-style-com;k-club-co-kr;domeggook-com
k-fashion-streetwear,4,커버낫 어센틱 로고 후드티,Covernat Authentic Logo Hoodie,Covernat,78,39000,39,500,155193,covernat;korean hoodie;streetwear brand,3,sinsangmarket-kr;cellup-com;dometopia-com;ownerclan-com
k-fashion-streetwear,5,마하그리드 로고 후드티,Mahagrid MGD Logo Hoodie,Mahagrid,75,37000,40,480,155193,mahagrid;korean streetwear;mgd logo,5,linkshops-com;gollala-com;ndmarket-co-kr;k-club-co-kr
k-fashion-streetwear,6,마뗑킴 버클 숄더백,Matin Kim Buckle Bag,Matin Kim,110,50000,36,400,169291,matin kim;korean bag;buckle bag,9,sinsangmarket-kr;apm-style-com;cellup-com;dometopia-com
k-fashion-streetwear,7,아더에러 로고 볼캡,Ader Error Logo Cap,Ader Error,95,48000,37,120,52365,ader error;korean designer;logo cap,7,linkshops-com;ndmarket-co-kr;ownerclan-com;gollala-com
k-fashion-streetwear,8,와이드핏 카고 팬츠,Wide Fit Cargo Pants,None,55,26000,42,450,57989,korean cargo pants;wide leg trousers;street fashion,4,sinsangmarket-kr;apm-style-com;domeggook-com;linkshops-com
k-fashion-streetwear,9,오버핏 그래픽 반팔 티셔츠,Oversized Graphic T-shirt,None,38,18000,43,250,155193,korean graphic tee;oversized t-shirt;street style,6,gollala-com;k-club-co-kr;ownerclan-com;dometopia-com
k-fashion-streetwear,10,크롭 기장 니트 가디건,Cropped Knit Cardigan,None,48,23000,41,300,63861,korean cardigan;cropped knit;k-fashion,5,sinsangmarket-kr;linkshops-com;cellup-com;ndmarket-co-kr
k-fashion-streetwear,11,벌룬핏 데님 팬츠,Balloon Fit Denim Pants,None,62,30000,40,500,11483,korean denim;balloon jeans;streetwear pants,3,apm-style-com;gollala-com;domeggook-com;ownerclan-com
k-fashion-streetwear,12,나일론 크로스백,Nylon Crossbody Bag,Matin Kim,75,35000,42,280,169291,korean crossbody;nylon bag;messenger bag,8,sinsangmarket-kr;linkshops-com;dometopia-com;k-club-co-kr
k-fashion-streetwear,13,레이어드 스타일 후드 집업,Layered Style Zip-up Hoodie,None,85,42000,39,500,155193,korean zip hoodie;layered hoodie;street fashion,2,ndmarket-co-kr;apm-style-com;cellup-com;gollala-com
k-fashion-streetwear,14,빈티지 워싱 맨투맨,Vintage Washed Sweatshirt,thisisneverthat,68,33000,41,460,155193,korean sweatshirt;vintage wash;pigment dyed,5,sinsangmarket-kr;linkshops-com;ownerclan-com;domeggook-com
k-fashion-streetwear,15,테크웨어 조거 팬츠,Techwear Jogger Pants,None,59.9,28000,43,400,57989,korean techwear;jogger pants;street utility,7,apm-style-com;k-club-co-kr;dometopia-com;ndmarket-co-kr
k-fashion-streetwear,16,볼드체인 목걸이,Bold Chain Necklace,None,25,11000,45,80,164313,korean necklace;streetwear accessory;chain jewelry,6,sinsangmarket-kr;linkshops-com;gollala-com;cellup-com
k-fashion-streetwear,17,피그먼트 다잉 볼캡,Pigment Dyed Ball Cap,Covernat,39,19000,41,110,52365,korean ball cap;washed cap;street hat,4,apm-style-com;ownerclan-com;domeggook-com;k-club-co-kr
k-fashion-streetwear,18,오버핏 블레이저 자켓,Oversized Blazer Jacket,None,95,48000,38,500,57988,korean blazer;oversized jacket;minimal fashion,1,sinsangmarket-kr;linkshops-com;ndmarket-co-kr;cellup-com
k-fashion-streetwear,19,스트링 밴딩 숏팬츠,String Banding Shorts,Mahagrid,42,20000,42,200,57991,korean shorts;nylon shorts;summer streetwear,3,gollala-com;apm-style-com;dometopia-com;ownerclan-com
k-fashion-streetwear,20,유틸리티 베스트 (조끼),Utility Vest,None,65,31000,41,350,57988,korean utility vest;techwear vest;street style,5,sinsangmarket-kr;linkshops-com;k-club-co-kr;domeggook-com
k-fashion-streetwear,21,리버서블 플리스 자켓,Reversible Fleece Jacket,Covernat,120,50000,34,500,57988,korean fleece;reversible jacket;winter streetwear,2,ndmarket-co-kr;cellup-com;gollala-com;apm-style-com
k-fashion-streetwear,22,컷아웃 디테일 니트 탑,Cut-Out Detail Knit Top,None,49,24000,40,280,63861,korean knitwear;cut out top;trendy fashion,7,sinsangmarket-kr;linkshops-com;ownerclan-com;dometopia-com
k-fashion-streetwear,23,메탈 로고 비니,Metal Logo Beanie,Matin Kim,35,17000,41,90,52365,korean beanie;streetwear beanie;winter hat,6,apm-style-com;domeggook-com;k-club-co-kr;gollala-com
k-fashion-streetwear,24,아치 로고 스웻팬츠,Arch Logo Sweatpants,thisisneverthat,82,40000,40,450,155193,korean sweatpants;jogger pants;streetwear,4,sinsangmarket-kr;linkshops-com;cellup-com;ndmarket-co-kr
k-fashion-streetwear,25,미니멀리즘 캔버스 백,Minimalist Canvas Bag,None,32,15000,44,250,169291,korean canvas bag;eco bag;tote bag,3,ownerclan-com;dometopia-com;domeggook-com;apm-style-com
k-fashion-streetwear,26,그런지 스타일 디스트레스드 니트,Grunge Style Distressed Knit,None,72,35000,41,400,15724,korean grunge;distressed sweater;y2k fashion,8,sinsangmarket-kr;linkshops-com;gollala-com;k-club-co-kr
k-fashion-streetwear,27,바라클라바 후드 워머,Balaclava Hood Warmer,None,28,13000,43,150,52365,korean balaclava;hood warmer;winter accessory,5,ndmarket-co-kr;cellup-com;ownerclan-com;domeggook-com
k-fashion-streetwear,28,핀턱 와이드 슬랙스,Pintuck Wide Slacks,None,58,28000,40,420,57989,korean slacks;wide leg pants;minimal trousers,2,sinsangmarket-kr;linkshops-com;apm-style-com;dometopia-com
k-fashion-streetwear,29,Y2K 스타일 암 워머,Y2K Style Arm Warmers,None,15,6500,46,80,1059,k-fashion y2k;arm warmers;street accessory,9,gollala-com;k-club-co-kr;ownerclan-com;sinsangmarket-kr
k-fashion-streetwear,30,윈드브레이커 아노락 자켓,Windbreaker Anorak Jacket,thisisneverthat,130,50000,32,400,57988,korean windbreaker;anorak jacket;gorpcore,4,linkshops-com;ndmarket-co-kr;cellup-com;apm-style-com
korean-snacks,1,해태 허니버터칩,Haitai Honey Butter Chip,Haitai,15.99,6500,48,400,49183,honey butter chip;korean snack;potato chips,8,domeggook-com;ownerclan-com;bseller-co-kr;onch3-co-kr
