rank,slug,name_kr,name_en,zone,change,comp,margin,summary
15,smartphone-acc,스마트폰 액세서리,Smartphone Accessories,blue,-1,5,30,"스마트폰 액세서리는 꾸준한 수요를 보이는 스테디셀러 카테고리입니다. 특히 보호 케이스, 충전기 등의 판매량이 높습니다."
16,lego-blocks,조립 완구/레고,LEGO & Building Blocks,blue,-7,2,28,수집 가치가 있는 조립 완구(레고 등)가 1분기에 높은 성장률을 기록하며 새로운 인기 카테고리로 부상했습니다.
17,kitchen-ware,K-주방용품,Korean Kitchenware,blue,7,2,42,"K-콘텐츠에 자주 등장하는 라면 냄비, 소주잔 세트 등 한국적인 특색이 담긴 주방용품이 해외 소비자들의 관심을 끌고 있습니다."
18,k-food,K-푸드/스낵,K-Food & Snacks,blue,-7,3,33,K-드라마와 영화의 영향으로 한국 음식에 대한 관심이 높아지면서 관련 스낵 및 식품 판매가 증가하고 있습니다.
19,auto-accessories,자동차 액세서리,Auto Accessories,blue,0,4,35,"차량 DIY 문화가 발달한 북미 시장을 중심으로 자동차 액세서리 수요가 꾸준합니다. 차량용 거치대, 충전기 등이 주요 품목입니다."
20,kdrama-goods,K-드라마 굿즈,K-Drama Goods,blue,3,3,40,인기 K-드라마 관련 상품들이 팬들 사이에서 꾸준히 거래되고 있습니다. 드라마 종영 후에도 관련 굿즈에 대한 수요는 지속됩니다.
21,k-stationery,K-문구/다꾸,K-Stationery & Diary Deco,blue,-3,2,55,독특하고 아기자기한 디자인의 한국 문구류와 다이어리 꾸미기 용품이 10-20대 소비자층에게 인기를 끌고 있습니다.
22,camping-gear,캠핑/아웃도어,Camping & Outdoor,blue,-2,3,35,코로나19 이후 아웃도어 활동에 대한 관심이 증가하면서 캠핑 관련 장비 수요가 꾸준히 이어지고 있습니다.
23,golf-gear,골프 용품,Golf Equipment,blue,-2,3,30,"한국 골프 브랜드의 기술력과 디자인이 인정받으며, 골프 의류 및 용품에 대한 해외 수요가 발생하고 있습니다."
24,webtoon-goods,웹툰 굿즈,Webtoon Goods,blue,-2,2,45,"글로벌 플랫폼을 통해 한국 웹툰의 인기가 높아지면서, 인기 작품의 캐릭터 굿즈 및 단행본 판매가 증가하고 있습니다."
25,pet-supplies,반려동물 용품,Pet Supplies,blue,0,3,40,"기능성과 디자인을 겸비한 한국의 반려동물 의류, 장난감, 미용용품 등이 해외 펫팸족에게 좋은 반응을 얻고 있습니다."
26,home-decor,K-홈데코,Korean Home Decor,blue,1,2,45,미니멀하고 감성적인 디자인의 한국 홈데코 소품들이 SNS를 통해 알려지며 해외 소비자들의 구매가 늘고 있습니다.
27,esports-merch,e스포츠 굿즈,E-Sports Merch,blue,-1,2,35,"한국 e스포츠 팀과 선수들의 국제적 위상이 높아짐에 따라 관련 유니폼, 게이밍 기어 등 굿즈 판매가 활성화되고 있습니다."
28,fishing-gear,낚시 용품,Fishing Equipment,blue,0,2,30,품질 좋은 국산 낚싯대와 관련 소모품들이 해외 낚시 동호인들 사이에서 입소문을 타며 꾸준히 판매되고 있습니다.
29,modern-hanbok,한복 모던,Modern Hanbok,blue,0,2,50,"K-POP 아티스트들이 착용하며 주목받은 생활 한복, 모던 한복이 특별한 날을 위한 의상으로 해외에서 판매되고 있습니다."
30,traditional-craft,전통 공예품,Traditional Craft,blue,0,1,60,"나전칠기, 한지 공예 등 한국의 미가 담긴 전통 공예품이 인테리어 소품이나 특별한 선물로 높은 가치를 인정받고 있습니다."
